ID,TEMPO_PERMANENCIA_CLIENTE_MESES,B,C,D,E,G,H,J,OUTROS,TOTAL_DOLAR_FATURADO,TICKET_MEDIO,RECENCIA,FREQUENCIA,VALOR,CHURN
813.0,216.0,294,63,21,189,105,63,147,42,37961.9,1807.709523809524,61.0,21.0,25.0,0
814.0,0.0,1,0,1,0,1,0,0,1,600.0,600.0,4201.0,1.0,1.0,1
815.0,229.0,912,684,76,380,608,532,646,608,159931.6,4208.726315789474,700.0,38.0,48.0,0
816.0,18.0,0,0,0,0,36,20,0,36,16482.3,4120.575,3956.0,4.0,11.0,1
817.0,0.0,0,0,0,0,0,0,1,2,6031.29,6031.29,2406.0,1.0,1.0,1
818.0,173.0,0,6,6,0,0,0,6,0,4295.5,1431.8333333333333,214.0,3.0,3.0,0
819.0,0.0,1,0,1,1,0,0,0,0,5565.0,5565.0,5509.0,1.0,1.0,0
820.0,0.0,1,0,0,0,0,0,1,0,-5.6,-5.6,1949.0,1.0,1.0,1
821.0,86.0,2,2,4,2,4,2,2,4,9789.98,4894.99,822.0,2.0,2.0,0
822.0,100.0,1404,4680,702,429,5772,156,4680,1755,290088.64,7438.170256410257,3410.0,39.0,160.0,1
823.0,225.0,5,10,5,0,10,0,15,0,17689.9,3537.9800000000005,91.0,5.0,5.0,0
824.0,0.0,1,0,0,1,0,0,0,0,2775.0,2775.0,6970.0,1.0,1.0,0
825.0,0.0,1,0,1,1,0,0,0,0,6227.5,6227.5,5236.0,1.0,1.0,0
826.0,44.0,6,3,6,6,0,0,0,3,5260.0,1753.3333333333333,6850.0,3.0,3.0,1
827.0,0.0,1,1,1,0,1,0,1,0,5437.6,5437.6,3744.0,1.0,1.0,1
828.0,0.0,0,0,1,0,1,0,0,1,672.45,672.45,4566.0,1.0,1.0,1
829.0,204.0,207,46,138,115,161,161,161,46,103048.16,4480.354782608696,214.0,23.0,29.0,0
830.0,107.0,77,110,99,0,44,33,121,11,40508.82,3682.62,304.0,11.0,12.0,1
831.0,0.0,1,0,1,0,0,0,0,0,3240.0,3240.0,1796.0,1.0,1.0,1
832.0,0.0,1,0,1,1,0,0,0,0,3230.0,3230.0,5052.0,1.0,1.0,1
833.0,187.0,4,4,0,0,20,20,20,0,20722.58,5180.645,427.0,4.0,6.0,0
834.0,4.0,2,0,4,2,0,2,0,0,760.0,380.0,5997.0,2.0,2.0,1
835.0,0.0,0,0,1,0,0,0,0,0,284.42,284.42,6789.0,1.0,1.0,1
836.0,0.0,0,0,0,0,0,0,1,0,3449.18,3449.18,641.0,1.0,1.0,0
837.0,0.0,2,0,2,2,1,1,0,0,9385.0,9385.0,2161.0,1.0,2.0,0
838.0,0.0,1,0,0,1,1,0,0,1,400.0,400.0,4566.0,1.0,1.0,0
839.0,82.0,20,25,25,5,25,5,25,0,21838.3,4367.66,549.0,5.0,5.0,0
840.0,200.0,27,18,45,27,0,9,18,18,29273.87,3252.652222222222,2587.0,9.0,9.0,1
841.0,0.0,1,1,0,0,1,0,1,0,400.0,400.0,2071.0,1.0,1.0,1
842.0,167.0,35,28,7,14,7,7,28,14,14408.44,2058.3485714285716,244.0,7.0,7.0,0
843.0,82.0,20,10,0,0,10,5,0,15,2616.63,523.326,4293.0,5.0,5.0,1
844.0,181.0,6,12,6,0,6,0,12,0,19871.489999999998,3311.9149999999995,1249.0,6.0,6.0,0
845.0,204.0,30,150,0,15,30,0,150,0,69896.14,4659.742666666667,91.0,15.0,20.0,0
846.0,111.0,64,64,0,40,72,0,64,24,28539.66,3567.4575,2922.0,8.0,10.0,1
847.0,49.0,70,28,49,14,70,28,49,63,123707.78,17672.54,945.0,7.0,57.0,0
848.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1980.0,1.0,1.0,1
849.0,0.0,1,1,0,1,0,0,0,1,3830.4,3830.4,6697.0,1.0,1.0,0
850.0,0.0,0,0,1,0,1,0,0,0,161.1,161.1,1491.0,1.0,1.0,0
851.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,6970.0,1.0,1.0,1
852.0,45.0,2,2,2,0,2,0,2,0,7963.42,3981.71,1644.0,2.0,2.0,0
853.0,25.0,2,4,4,2,2,0,4,0,5287.299999999999,2643.6499999999996,2253.0,2.0,2.0,0
854.0,87.0,9,6,3,6,3,3,3,9,8954.0,2984.6666666666665,4536.0,3.0,3.0,0
855.0,164.0,187,119,51,136,68,34,51,187,31357.89,1844.5817647058823,3653.0,17.0,21.0,1
856.0,281.0,7743,3738,1602,2225,6319,4717,7298,2848,498995.82,5606.694606741573,30.0,89.0,117.0,0
857.0,18.0,14,0,14,14,0,0,0,0,26634.8,13317.4,4048.0,2.0,7.0,0
858.0,0.0,1,0,0,0,0,0,0,0,194.75,194.75,822.0,1.0,1.0,0
859.0,153.0,875,665,1645,560,1680,630,1785,420,290750.95,8307.17,122.0,35.0,72.0,0
860.0,18.0,4,4,0,0,4,4,4,0,720.0,360.0,2436.0,2.0,2.0,1
861.0,50.0,357,588,21,210,546,273,588,273,132365.31,6303.11,731.0,21.0,39.0,0
862.0,267.0,48,32,16,24,48,48,40,48,7955.5,994.4375,3288.0,8.0,10.0,0
863.0,166.0,9,0,6,9,6,0,6,0,12720.0,4240.0,2618.0,3.0,4.0,1
864.0,52.0,3,0,0,3,0,0,0,0,2226.0,742.0,7549.0,3.0,3.0,1
865.0,33.0,2,2,0,0,2,0,2,0,3635.0,1817.5,1187.0,2.0,2.0,0
866.0,0.0,2,0,0,1,0,1,0,0,10144.0,10144.0,5935.0,1.0,2.0,0
867.0,41.0,285,285,285,270,285,0,285,0,134536.77,8969.117999999999,1980.0,15.0,19.0,0
868.0,121.0,72,96,168,12,60,0,84,48,42522.33,3543.5275,1949.0,12.0,16.0,1
869.0,87.0,0,3,9,0,3,0,3,3,4059.68,1353.2266666666667,3653.0,3.0,3.0,1
870.0,0.0,0,0,0,0,1,0,0,0,285.29,285.29,5297.0,1.0,1.0,1
871.0,0.0,1,1,0,0,0,0,0,1,4500.0,4500.0,8189.0,1.0,1.0,1
872.0,0.0,1,1,1,1,1,1,1,1,4235.0,4235.0,3591.0,1.0,1.0,0
873.0,0.0,1,0,1,1,0,0,0,0,4460.0,4460.0,4871.0,1.0,1.0,1
874.0,213.0,8,8,8,4,4,4,8,4,24781.32,6195.33,61.0,4.0,4.0,0
875.0,191.0,24,6,48,18,18,18,24,6,15288.439999999999,2548.0733333333333,61.0,6.0,9.0,1
876.0,233.0,96,72,24,36,84,48,84,24,39576.34,3298.028333333333,792.0,12.0,14.0,0
877.0,158.0,33,99,66,0,88,88,121,22,67843.54000000001,6167.594545454546,153.0,11.0,16.0,0
878.0,24.0,55,25,10,35,65,20,30,10,36208.0,7241.6,669.0,5.0,14.0,0
879.0,265.0,12573,4257,1485,6534,6336,4752,4851,4455,586274.3099999999,5921.962727272727,30.0,99.0,163.0,0
880.0,0.0,1,1,1,1,1,0,1,0,6885.4,6885.4,3318.0,1.0,1.0,0
881.0,0.0,0,1,1,0,1,0,1,0,2603.02,2603.02,3044.0,1.0,1.0,1
882.0,246.0,7,7,0,0,0,0,0,7,5261.54,751.6485714285715,3591.0,7.0,7.0,1
883.0,204.0,108,72,24,24,60,24,72,48,32023.5,2668.625,122.0,12.0,13.0,0
884.0,0.0,1,0,0,0,0,0,0,0,500.0,500.0,4932.0,1.0,1.0,1
885.0,231.0,450,475,0,75,325,75,500,50,94274.47,3770.9788,244.0,25.0,27.0,0
886.0,264.0,1880,920,600,760,1480,1320,1760,1600,354182.51,8854.562750000001,122.0,40.0,77.0,0
887.0,12.0,0,28,0,0,0,0,28,0,19795.46,4948.865,30.0,4.0,7.0,0
888.0,68.0,16,20,16,0,20,4,20,0,6892.35,1723.0875,975.0,4.0,5.0,1
889.0,0.0,1,0,0,1,0,0,0,1,1690.0,1690.0,7824.0,1.0,1.0,1
890.0,286.0,7504,4020,1206,5494,5628,3283,4757,2747,584972.07,8730.926417910447,91.0,67.0,123.0,0
891.0,0.0,1,1,1,0,1,0,1,0,200.0,200.0,3714.0,1.0,1.0,1
892.0,202.0,18,9,0,9,9,9,27,27,12825.22,1425.0244444444443,61.0,9.0,11.0,0
893.0,4.0,2,2,0,0,0,0,0,2,2155.0,1077.5,7031.0,2.0,2.0,1
894.0,103.0,15,5,15,15,15,5,25,10,9960.24,1992.048,427.0,5.0,5.0,0
895.0,173.0,84,24,0,36,24,12,36,36,40615.5,3384.625,2526.0,12.0,14.0,1
896.0,128.0,40,32,24,8,40,32,32,8,45873.6,5734.2,1340.0,8.0,8.0,1
897.0,177.0,340,153,102,17,204,204,340,51,75403.31,4435.488823529412,61.0,17.0,24.0,0
898.0,59.0,49,42,14,0,49,14,56,14,32273.06,4610.437142857143,2222.0,7.0,8.0,1
899.0,249.0,1406,962,1739,333,1295,518,1147,592,273157.77,7382.6424324324325,335.0,37.0,52.0,1
900.0,134.0,432,576,0,288,552,72,576,144,128678.96,5361.623333333334,275.0,24.0,26.0,0
901.0,0.0,0,0,1,0,0,0,0,0,440.0,440.0,4201.0,1.0,1.0,1
902.0,0.0,0,0,1,0,1,0,1,1,1135.0,1135.0,4018.0,1.0,1.0,1
903.0,0.0,1,0,1,1,0,0,0,0,7490.0,7490.0,8919.0,1.0,1.0,0
904.0,401.0,13650,7140,2310,9660,7770,3990,6720,5565,489169.5,4658.757142857143,183.0,105.0,155.0,0
905.0,302.0,168,63,126,42,210,189,147,147,53292.19,2537.7233333333334,61.0,21.0,22.0,0
906.0,271.0,63,63,0,9,18,18,63,27,44524.14,4947.126666666667,91.0,9.0,9.0,0
907.0,10.0,2,2,4,2,0,0,2,2,9677.38,4838.69,3897.0,2.0,2.0,0
908.0,0.0,1,0,0,1,0,0,0,1,2350.0,2350.0,1583.0,1.0,1.0,1
909.0,127.0,15,15,10,5,20,15,20,5,10145.48,2029.096,122.0,5.0,5.0,0
910.0,286.0,9880,6080,10925,4275,8075,7410,8645,4940,888908.58,9356.932421052632,214.0,95.0,144.0,0
911.0,147.0,20,20,15,15,15,10,20,0,21943.420000000002,4388.684,335.0,5.0,5.0,0
912.0,49.0,99,54,0,54,90,9,63,72,17988.0,1998.6666666666667,3136.0,9.0,11.0,0
913.0,12.0,0,0,2,0,0,0,4,0,4902.07,2451.035,1980.0,2.0,2.0,1
914.0,279.0,4810,3256,1702,2442,3848,2072,3552,1702,411124.68,5555.738918918919,122.0,74.0,100.0,0
915.0,0.0,0,0,1,0,0,0,0,0,258.55,258.55,580.0,1.0,1.0,0
916.0,0.0,1,0,1,1,0,0,0,0,3090.0,3090.0,4902.0,1.0,1.0,1
917.0,0.0,1,0,0,0,0,0,0,0,450.0,450.0,6544.0,1.0,1.0,1
918.0,50.0,3,9,6,0,9,0,9,0,11569.64,3856.5466666666666,853.0,3.0,3.0,0
919.0,22.0,12,0,0,0,4,0,0,0,1822.0,455.5,4109.0,4.0,4.0,1
920.0,28.0,2,2,2,4,0,0,0,4,11813.0,5906.5,7701.0,2.0,2.0,0
921.0,152.0,650,800,800,375,725,275,825,0,122123.09,4884.9236,30.0,25.0,34.0,0
922.0,126.0,0,6,6,0,3,3,6,3,5161.26,1720.42,1034.0,3.0,3.0,1
923.0,21.0,16,8,8,4,12,0,8,16,23390.68,5847.67,3591.0,4.0,4.0,0
924.0,186.0,45,117,9,18,90,0,108,18,24671.56,2741.2844444444445,61.0,9.0,16.0,0
925.0,0.0,1,1,0,0,1,0,1,1,640.0,640.0,3653.0,1.0,1.0,1
926.0,26.0,24,4,24,12,20,4,0,20,21683.5,5420.875,4352.0,4.0,7.0,1
927.0,201.0,567,297,216,162,432,378,540,135,111000.06,4111.113333333334,335.0,27.0,32.0,0
928.0,0.0,1,1,1,1,1,0,1,0,1290.0,1290.0,2771.0,1.0,1.0,1
929.0,67.0,0,0,6,0,0,0,0,3,8357.14,2785.713333333333,2922.0,3.0,4.0,1
930.0,161.0,20610,19890,27990,17640,25650,11070,19800,7020,1636563.19,18184.035444444446,122.0,90.0,314.0,0
931.0,0.0,0,2,2,0,2,0,2,0,4506.99,4506.99,214.0,1.0,2.0,0
932.0,0.0,1,0,1,1,1,0,0,1,558.0,558.0,4232.0,1.0,1.0,1
933.0,27.0,20,0,0,8,8,4,0,8,5190.0,1297.5,4262.0,4.0,5.0,1
934.0,23.0,4,0,0,0,0,0,0,0,1050.0,525.0,4658.0,2.0,2.0,1
935.0,17.0,18,30,0,12,30,12,30,30,20025.739999999998,3337.623333333333,3744.0,6.0,8.0,1
936.0,205.0,2622,1150,644,1380,2346,92,2392,46,176627.58,3839.7299999999996,366.0,46.0,67.0,0
937.0,87.0,0,0,0,0,3,3,3,0,7332.0,2444.0,641.0,3.0,3.0,0
938.0,142.0,480,432,504,192,648,432,624,168,145770.6,6073.775000000001,975.0,24.0,36.0,0
939.0,8.0,6,6,0,6,6,6,6,2,13897.11,6948.555,3775.0,2.0,3.0,0
940.0,170.0,21,28,28,7,28,21,28,0,18096.3,2585.1857142857143,2557.0,7.0,7.0,1
941.0,136.0,2,0,4,0,2,0,2,2,6222.2300000000005,3111.1150000000002,2314.0,2.0,2.0,0
942.0,0.0,1,0,1,1,0,0,0,0,3510.32,3510.32,4536.0,1.0,1.0,0
943.0,148.0,140,98,182,42,98,70,98,56,79076.94,5648.352857142857,1096.0,14.0,15.0,1
944.0,111.0,6,0,6,3,0,0,0,3,6573.0,2191.0,3379.0,3.0,3.0,0
945.0,316.0,420,450,90,90,480,450,510,120,177191.19,5906.3730000000005,91.0,30.0,34.0,0
946.0,0.0,0,0,0,0,0,0,1,0,2795.47,2795.47,275.0,1.0,1.0,0
947.0,122.0,143,77,0,55,88,88,121,22,31252.78,2841.161818181818,853.0,11.0,15.0,1
948.0,110.0,64,32,16,48,32,0,32,40,32221.54,4027.6925,3441.0,8.0,9.0,0
949.0,0.0,0,1,1,0,1,1,1,0,3335.43,3335.43,549.0,1.0,1.0,0
950.0,48.0,90,100,0,60,90,0,100,10,56688.9,5668.89,2041.0,10.0,13.0,0
951.0,148.0,60,90,70,20,70,70,90,10,52361.9,5236.1900000000005,366.0,10.0,10.0,1
952.0,76.0,2,0,2,0,0,0,0,0,535.0,267.5,4140.0,2.0,2.0,1
953.0,243.0,48600,63750,9150,30300,59400,31200,69900,23550,1994094.16,13293.961066666667,61.0,150.0,694.0,0
954.0,0.0,0,2,2,0,2,0,0,0,-1885.6999999999998,-942.8499999999999,3379.0,2.0,2.0,1
955.0,5.0,4,0,0,2,0,0,0,0,3855.0,1927.5,4963.0,2.0,2.0,0
956.0,21.0,0,4,2,0,2,0,4,0,2281.38,1140.69,122.0,2.0,2.0,0
957.0,53.0,49,21,49,49,49,49,49,14,6600.0,942.8571428571429,3166.0,7.0,11.0,0
958.0,9.0,6,6,0,6,6,2,6,0,4920.0,2460.0,2983.0,2.0,3.0,1
959.0,0.0,1,1,1,1,1,0,1,0,3772.42,3772.42,3683.0,1.0,1.0,0
960.0,56.0,3,12,3,0,9,0,12,3,18387.7,6129.233333333334,366.0,3.0,4.0,1
961.0,0.0,1,1,1,0,1,0,1,0,4626.06,4626.06,1765.0,1.0,1.0,0
962.0,0.0,1,1,0,1,1,0,1,1,510.0,510.0,4109.0,1.0,1.0,0
963.0,110.0,5,10,0,5,5,5,5,15,18218.42,3643.6839999999997,396.0,5.0,5.0,0
964.0,24.0,6,9,9,0,6,0,9,0,1000.0,333.3333333333333,396.0,3.0,3.0,1
965.0,136.0,90,90,100,60,110,20,100,20,53767.29,5376.729,335.0,10.0,11.0,0
966.0,0.0,1,0,1,0,1,0,0,1,3440.0,3440.0,4444.0,1.0,1.0,1
967.0,54.0,6,9,6,3,0,0,0,9,11419.5,3806.5,4201.0,3.0,3.0,1
968.0,11.0,9,9,3,6,9,3,9,0,9696.3,3232.1,2771.0,3.0,3.0,0
969.0,17.0,4,2,2,4,4,4,4,0,4986.4400000000005,2493.2200000000003,975.0,2.0,2.0,0
970.0,0.0,0,1,0,0,1,1,1,0,200.0,200.0,3349.0,1.0,1.0,1
971.0,244.0,1204,196,56,840,896,28,196,196,124188.0,4435.285714285715,1918.0,28.0,47.0,0
972.0,154.0,182,78,26,39,143,143,117,65,58550.520000000004,4503.886153846154,549.0,13.0,14.0,1
973.0,184.0,240,168,216,96,168,72,240,72,82735.04000000001,3447.2933333333335,0.0,24.0,26.0,0
974.0,194.0,594,378,324,162,594,567,540,567,202691.44,7507.090370370371,30.0,27.0,39.0,1
975.0,0.0,0,0,1,0,0,0,0,0,120.0,120.0,4749.0,1.0,1.0,1
976.0,5.0,0,0,0,3,0,0,6,27,5483.62,1827.8733333333332,153.0,3.0,12.0,0
977.0,0.0,1,0,0,0,0,0,0,0,1000.0,1000.0,8158.0,1.0,1.0,0
978.0,34.0,9,9,9,9,6,3,9,0,19088.96,6362.986666666667,2891.0,3.0,3.0,0
979.0,116.0,21,14,7,7,14,14,14,7,24635.11,3519.3014285714285,2010.0,7.0,7.0,0
980.0,161.0,108,72,24,84,72,48,72,24,44766.72,3730.56,1187.0,12.0,13.0,0
981.0,28.0,54,6,42,48,24,0,12,48,22901.199999999997,3816.8666666666663,244.0,6.0,11.0,0
982.0,334.0,129822,86625,186417,85008,91476,35343,79926,54285,3189611.7,13807.842857142858,91.0,231.0,845.0,0
983.0,100.0,20,5,25,10,0,0,0,5,9966.9,1993.3799999999999,5175.0,5.0,5.0,1
984.0,130.0,1280,2080,2080,896,1888,192,2144,32,385756.92,12054.90375,153.0,32.0,68.0,0
985.0,0.0,1,1,0,0,1,0,1,0,3113.96,3113.96,2740.0,1.0,1.0,1
986.0,192.0,400,320,280,360,440,140,380,180,131931.73,6596.5865,731.0,20.0,27.0,0
987.0,24.0,0,0,0,2,0,0,0,0,440.0,220.0,7093.0,2.0,2.0,0
988.0,48.0,378,54,576,396,342,216,54,360,117335.66,6518.647777777778,3806.0,18.0,34.0,0
989.0,244.0,54,36,36,45,45,36,45,36,40448.119999999995,4494.235555555555,945.0,9.0,9.0,0
990.0,190.0,345,69,46,138,115,115,69,230,44482.32,1934.0139130434782,2283.0,23.0,25.0,1
991.0,15.0,4,4,0,0,0,0,4,0,13516.74,3379.185,2253.0,4.0,4.0,1
992.0,54.0,24,30,6,6,30,12,30,0,9452.880000000001,1575.4800000000002,1065.0,6.0,6.0,0
993.0,18.0,12,4,16,12,20,0,4,16,4648.84,1162.21,3836.0,4.0,5.0,1
994.0,57.0,0,0,2,0,0,0,0,0,710.0,355.0,5205.0,2.0,2.0,1
995.0,22.0,3,6,9,0,6,9,6,3,15924.08,5308.026666666667,519.0,3.0,3.0,0
996.0,155.0,72,64,16,32,40,16,80,16,42746.85,5343.35625,30.0,8.0,11.0,0
997.0,99.0,9,3,9,3,6,3,3,3,10355.11,3451.7033333333334,3257.0,3.0,3.0,1
998.0,0.0,1,1,0,0,1,0,1,1,3920.0,3920.0,2161.0,1.0,1.0,0
999.0,222.0,2703,2597,636,1113,2491,1378,2650,901,356351.87,6723.620188679245,853.0,53.0,77.0,0
1000.0,0.0,1,1,0,0,1,0,1,0,2482.3,2482.3,3806.0,1.0,1.0,1
1001.0,200.0,11340,14499,486,8343,12798,3078,14580,81,1227418.17,15153.31074074074,61.0,81.0,185.0,0
1002.0,103.0,110,80,20,30,90,50,80,20,34332.51,3433.251,2406.0,10.0,12.0,1
1003.0,156.0,16,24,16,0,16,8,16,24,19025.2,2378.15,3318.0,8.0,8.0,1
1004.0,217.0,247,76,76,133,152,152,114,76,42563.9,2240.205263157895,1461.0,19.0,21.0,0
1005.0,35.0,380,40,60,100,480,560,200,820,103200.29000000001,5160.0145,61.0,20.0,63.0,0
1006.0,56.0,6,48,0,0,42,24,48,6,41397.76,6899.626666666667,304.0,6.0,9.0,0
1007.0,78.0,6,6,0,3,6,0,0,12,12260.0,4086.6666666666665,4383.0,3.0,4.0,1
1008.0,18.0,9,6,0,0,9,9,6,3,16282.96,5427.653333333333,3532.0,3.0,3.0,1
1009.0,106.0,121,22,44,44,88,88,44,77,72240.69,6567.335454545455,1918.0,11.0,11.0,0
1010.0,0.0,1,0,1,1,1,1,0,1,864.62,864.62,4109.0,1.0,1.0,0
1011.0,74.0,12,12,0,6,36,6,12,30,12485.18,2080.8633333333332,2130.0,6.0,8.0,1
1012.0,103.0,2,2,2,2,2,0,2,0,1840.0,920.0,3379.0,2.0,2.0,0
1013.0,118.0,0,6,12,0,0,0,6,0,15458.0,2576.3333333333335,427.0,6.0,6.0,0
1014.0,10.0,25,30,20,20,20,0,30,0,28750.02,5750.004,3105.0,5.0,6.0,0
1015.0,140.0,475,247,0,342,361,95,266,247,70114.0,3690.2105263157896,761.0,19.0,32.0,0
1016.0,118.0,54,12,0,30,18,0,12,24,8690.0,1448.3333333333333,2253.0,6.0,10.0,0
1017.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,7123.0,1.0,1.0,1
1018.0,0.0,0,0,1,0,0,0,0,0,240.0,240.0,6697.0,1.0,1.0,1
1019.0,90.0,4,0,4,4,0,0,0,0,11504.8,2876.2,3653.0,4.0,4.0,1
1020.0,0.0,1,0,1,1,1,1,0,1,1290.0,1290.0,4352.0,1.0,1.0,0
1021.0,0.0,0,0,1,0,0,0,0,0,360.0,360.0,4932.0,1.0,1.0,1
1022.0,44.0,0,2,0,0,2,0,0,4,2256.0,1128.0,3013.0,2.0,4.0,1
1023.0,129.0,80,80,70,80,60,0,70,30,57746.6,5774.66,2071.0,10.0,10.0,0
1024.0,166.0,48,8,32,32,0,0,0,16,9962.0,1245.25,2314.0,8.0,8.0,0
1025.0,54.0,56,56,49,0,49,56,56,0,44363.25,6337.607142857143,580.0,7.0,8.0,1
1026.0,135.0,156,132,156,108,144,12,132,12,72221.2,6018.433333333333,1614.0,12.0,13.0,0
1027.0,109.0,36,60,156,12,72,0,60,36,24806.92,2067.2433333333333,1949.0,12.0,14.0,1
1028.0,133.0,4,2,4,2,2,0,2,0,10450.74,5225.37,2891.0,2.0,2.0,0
1029.0,219.0,120,100,420,80,140,40,100,40,37964.9,1898.2450000000001,488.0,20.0,24.0,1
1030.0,126.0,39,26,169,26,52,0,26,78,28283.67,2175.666923076923,3653.0,13.0,17.0,1
1031.0,0.0,1,0,1,1,0,0,0,1,3490.0,3490.0,5693.0,1.0,1.0,0
1032.0,240.0,96,48,84,48,60,12,60,48,51287.86,4273.988333333334,1034.0,12.0,14.0,1
1033.0,44.0,0,0,2,0,0,0,0,0,8388.0,4194.0,4810.0,2.0,2.0,1
1034.0,0.0,1,0,1,1,0,0,0,0,200.0,200.0,4810.0,1.0,1.0,0
1035.0,137.0,2736,1248,3120,1008,2496,240,1968,864,257451.76,5363.578333333334,1430.0,48.0,68.0,1
1036.0,136.0,35,7,35,21,21,14,14,21,48051.8,6864.542857142857,1399.0,7.0,8.0,0
1037.0,0.0,0,0,0,0,0,0,0,1,230.0,230.0,5754.0,1.0,1.0,1
1038.0,96.0,132,44,66,88,33,22,44,33,42942.6,3903.872727272727,1796.0,11.0,13.0,1
1039.0,160.0,270,330,180,120,360,150,390,30,151762.57,5058.752333333334,457.0,30.0,37.0,0
1040.0,188.0,1225,945,735,1015,910,280,910,420,135392.95,3868.3700000000003,2071.0,35.0,41.0,0
1041.0,0.0,1,0,1,0,1,0,0,1,2209.33,2209.33,761.0,1.0,1.0,0
1042.0,0.0,1,0,0,1,0,0,0,1,4880.0,4880.0,2375.0,1.0,1.0,0
1043.0,10.0,0,4,2,0,4,4,4,2,5372.4,2686.2,3502.0,2.0,2.0,1
1044.0,0.0,0,0,1,0,0,0,0,0,320.0,320.0,8735.0,1.0,1.0,1
1045.0,19.0,2,2,2,0,0,0,0,2,2695.0,1347.5,8615.0,2.0,2.0,0
1046.0,30.0,4,2,4,2,2,2,0,4,1975.0,987.5,4201.0,2.0,2.0,1
1047.0,308.0,816,748,1088,476,748,510,748,374,234964.42,6910.718235294118,183.0,34.0,36.0,0
1048.0,0.0,0,1,1,0,0,0,1,0,3885.56,3885.56,2010.0,1.0,1.0,1
1049.0,142.0,15,10,15,10,10,5,10,5,6580.0,1316.0,1796.0,5.0,5.0,1
1050.0,169.0,342,285,228,342,342,152,342,76,29827.98,1569.8936842105263,1583.0,19.0,21.0,0
1051.0,99.0,72,45,0,81,9,9,0,63,28622.5,3180.277777777778,4352.0,9.0,11.0,1
1052.0,0.0,1,0,1,1,0,0,0,1,5225.5,5225.5,7243.0,1.0,1.0,0
1053.0,115.0,2,2,0,2,0,0,2,4,1070.0,535.0,3867.0,2.0,2.0,0
1054.0,0.0,1,1,1,0,1,1,1,0,1462.87,1462.87,1187.0,1.0,1.0,0
1055.0,0.0,0,1,1,0,1,1,1,0,2599.66,2599.66,1522.0,1.0,1.0,1
1056.0,30.0,6,9,6,0,6,6,9,3,28110.51,9370.17,30.0,3.0,3.0,0
1057.0,26.0,0,0,6,0,3,3,0,3,2370.0,790.0,4109.0,3.0,3.0,1
1058.0,157.0,196,112,56,154,140,42,126,28,25850.0,1846.4285714285713,1371.0,14.0,14.0,0
1059.0,43.0,4,2,4,4,4,0,2,2,3250.0,1625.0,2710.0,2.0,2.0,0
1060.0,0.0,34,1,6,17,0,0,0,34,4000.0,4000.0,2436.0,1.0,36.0,1
1061.0,0.0,1,1,0,1,1,0,1,1,50.0,50.0,1765.0,1.0,1.0,0
1062.0,0.0,1,0,0,0,0,0,0,0,557.14,557.14,1491.0,1.0,1.0,1
1063.0,6.0,9,0,0,15,3,6,3,0,6969.0,2323.0,1065.0,3.0,8.0,0
1064.0,8.0,15,5,0,0,15,0,30,0,10378.75,2075.75,3349.0,5.0,7.0,1
1065.0,0.0,0,0,0,0,1,0,1,0,1040.0,1040.0,3591.0,1.0,1.0,1
1066.0,249.0,9315,5022,12393,7047,4374,0,2511,5184,518695.6,6403.649382716049,2983.0,81.0,163.0,1
1067.0,284.0,266,114,380,285,0,0,19,266,44050.770000000004,2318.4615789473687,304.0,19.0,25.0,0
1068.0,384.0,2209,1316,1598,564,1974,2115,2115,329,326101.31,6938.325744680851,0.0,47.0,53.0,0
1069.0,0.0,0,0,1,0,1,1,0,1,1180.0,1180.0,4718.0,1.0,1.0,1
1070.0,185.0,40,0,60,30,0,0,0,30,25685.0,2568.5,4718.0,10.0,10.0,0
1071.0,0.0,0,0,1,1,0,0,0,0,1690.0,1690.0,8370.0,1.0,1.0,0
1072.0,0.0,1,1,0,1,0,0,0,1,2960.0,2960.0,6485.0,1.0,1.0,0
1073.0,31.0,20,0,0,20,0,0,0,0,9132.44,1826.488,4902.0,5.0,6.0,1
1074.0,0.0,1,0,0,1,0,0,0,0,1210.0,1210.0,4902.0,1.0,1.0,0
1075.0,0.0,1,1,1,1,1,0,1,0,6148.04,6148.04,1430.0,1.0,1.0,0
1076.0,267.0,49,28,0,49,7,0,14,28,25857.489999999998,3693.9271428571424,61.0,7.0,11.0,1
1077.0,69.0,6,9,9,6,6,3,9,0,19974.18,6658.06,457.0,3.0,3.0,0
1078.0,224.0,675,432,135,405,513,54,432,162,103816.48,3845.0548148148146,61.0,27.0,30.0,0
1079.0,230.0,36,45,18,27,45,18,45,0,32656.79,3628.532222222222,427.0,9.0,9.0,0
1080.0,41.0,0,3,9,0,0,0,3,3,4839.96,1613.32,3197.0,3.0,3.0,1
1081.0,0.0,0,0,0,0,0,0,0,1,320.0,320.0,2771.0,1.0,1.0,1
1082.0,141.0,60,108,12,36,72,36,120,24,43259.96,3604.9966666666664,457.0,12.0,14.0,0
1083.0,45.0,56,32,48,40,48,24,32,32,28082.05,3510.25625,3379.0,8.0,9.0,0
1084.0,173.0,99,33,0,99,99,77,44,77,30489.0,2771.7272727272725,2710.0,11.0,11.0,0
1085.0,168.0,357,85,425,221,51,17,68,51,93075.16,5475.009411764706,2891.0,17.0,25.0,1
