ID,TEMPO_PERMANENCIA_CLIENTE_MESES,B,C,D,E,G,H,J,OUTROS,TOTAL_DOLAR_FATURADO,TICKET_MEDIO,RECENCIA,FREQUENCIA,VALOR,CHURN
265.0,0.0,0,0,1,0,0,0,0,1,885.0,885.0,7946.0,1.0,1.0,1
266.0,144.0,6,3,6,3,3,0,3,3,7052.54,2350.846666666667,669.0,3.0,3.0,0
267.0,0.0,1,1,0,0,0,0,0,1,2957.5,2957.5,7366.0,1.0,1.0,1
268.0,170.0,156,117,234,273,39,39,0,234,97638.64,2503.554871794872,3136.0,39.0,76.0,0
269.0,38.0,0,0,0,0,770,308,0,814,15082.87,685.585,304.0,22.0,47.0,0
270.0,36.0,6,3,0,6,6,0,3,6,7747.139999999999,2582.3799999999997,3591.0,3.0,3.0,1
271.0,162.0,168,192,528,144,120,48,168,72,27505.15,1146.0479166666667,3622.0,24.0,27.0,1
272.0,0.0,1,1,0,1,0,0,0,1,650.0,650.0,6850.0,1.0,1.0,1
273.0,6.0,8,0,0,0,0,0,0,0,6590.0,3295.0,4993.0,2.0,4.0,1
274.0,260.0,17061,12972,6627,4230,16215,15228,19599,6768,1418001.17,10056.745886524823,61.0,141.0,282.0,0
275.0,124.0,2,0,0,0,0,0,0,0,1260.0,630.0,3867.0,2.0,2.0,1
276.0,60.0,3,0,0,3,0,0,0,0,8635.0,2878.3333333333335,4687.0,3.0,5.0,0
277.0,0.0,0,0,1,0,1,1,0,1,1080.0,1080.0,4232.0,1.0,1.0,1
278.0,0.0,1,1,0,1,0,0,0,1,1940.0,1940.0,7793.0,1.0,1.0,1
279.0,0.0,1,1,0,1,1,0,1,0,6567.78,6567.78,2314.0,1.0,1.0,0
280.0,9.0,2,4,0,0,0,0,4,2,6745.6,3372.8,3622.0,2.0,2.0,1
281.0,0.0,12,0,24,4,8,0,0,6,9434.62,4717.31,2679.0,2.0,12.0,0
282.0,50.0,4,0,4,0,4,4,4,0,8019.780000000001,2004.9450000000002,244.0,4.0,4.0,0
283.0,0.0,1,0,1,1,0,0,0,0,250.0,250.0,4932.0,1.0,1.0,0
284.0,175.0,70,112,0,28,28,0,112,14,66259.25,4732.803571428572,122.0,14.0,16.0,0
285.0,53.0,310,961,62,31,341,93,992,0,143530.75,4630.024193548387,396.0,31.0,87.0,0
286.0,0.0,1,1,0,1,1,1,1,0,2050.0,2050.0,3502.0,1.0,1.0,0
287.0,198.0,24,12,36,6,36,0,12,30,13416.84,2236.14,3532.0,6.0,7.0,1
288.0,221.0,90,90,105,30,75,0,90,0,67646.09,4509.739333333333,580.0,15.0,19.0,0
289.0,5.0,0,15,0,0,9,0,15,15,17893.82,5964.606666666667,3806.0,3.0,5.0,1
290.0,51.0,8,8,36,4,12,20,8,16,18052.96,4513.24,3288.0,4.0,9.0,1
291.0,0.0,0,1,0,0,0,0,1,0,3475.95,3475.95,122.0,1.0,1.0,0
292.0,94.0,2,2,0,0,0,0,0,4,1887.0,943.5,5693.0,2.0,2.0,0
293.0,28.0,18,24,0,12,24,0,30,0,25526.48,4254.413333333333,2618.0,6.0,6.0,1
294.0,166.0,12,8,8,12,8,0,8,0,12205.0,3051.25,2314.0,4.0,4.0,0
295.0,82.0,24,30,24,0,24,24,30,0,40071.369999999995,6678.561666666666,335.0,6.0,7.0,0
296.0,44.0,0,2,2,0,2,2,2,0,2739.06,1369.53,1491.0,2.0,2.0,0
297.0,52.0,2,0,2,0,2,2,2,0,10829.0,5414.5,1096.0,2.0,2.0,1
298.0,183.0,96,36,0,60,12,12,12,72,32207.1,2683.9249999999997,2710.0,12.0,12.0,0
299.0,0.0,0,0,1,0,1,0,0,1,1540.0,1540.0,4293.0,1.0,1.0,1
300.0,20.0,2,0,4,4,0,0,0,2,2244.41,1122.205,7093.0,2.0,2.0,1
301.0,20.0,4,16,4,0,12,8,16,0,12538.96,3134.74,457.0,4.0,4.0,0
302.0,0.0,0,1,0,0,0,0,1,0,2422.35,2422.35,214.0,1.0,1.0,0
303.0,0.0,0,1,1,0,1,0,1,0,200.0,200.0,2467.0,1.0,1.0,1
304.0,35.0,6,6,6,6,6,6,6,0,22216.1,7405.366666666666,2860.0,3.0,3.0,0
305.0,34.0,0,2,4,0,2,0,2,2,4900.04,2450.02,3867.0,2.0,2.0,1
306.0,0.0,0,0,1,0,0,0,0,1,2950.0,2950.0,7062.0,1.0,1.0,0
307.0,217.0,150,105,60,75,135,60,105,180,58232.7,3882.18,761.0,15.0,19.0,0
308.0,193.0,150,90,45,90,165,105,105,195,52929.8,3528.6533333333336,3379.0,15.0,17.0,1
309.0,72.0,2,2,0,0,0,2,2,2,1752.9,876.45,3226.0,2.0,2.0,1
310.0,249.0,435,116,261,145,406,377,464,232,136389.68,4703.092413793103,275.0,29.0,37.0,0
311.0,168.0,8,8,4,0,0,0,8,0,8742.26,2185.565,122.0,4.0,4.0,0
312.0,37.0,2,0,4,0,2,2,0,2,1490.0,745.0,4109.0,2.0,2.0,1
313.0,0.0,1,0,1,0,1,1,1,1,3359.0,3359.0,3591.0,1.0,1.0,1
314.0,93.0,18,45,54,0,36,27,54,9,39297.979999999996,4366.442222222222,30.0,9.0,9.0,0
315.0,95.0,48,0,0,24,16,8,0,32,25117.0,3139.625,4262.0,8.0,8.0,0
316.0,193.0,18,12,24,12,24,12,12,36,24332.62,4055.4366666666665,1340.0,6.0,6.0,1
317.0,0.0,1,0,1,0,0,0,1,1,53.32,53.32,2130.0,1.0,1.0,0
318.0,81.0,4,0,8,4,0,0,0,16,12340.0,3085.0,5267.0,4.0,5.0,1
319.0,127.0,1364,124,0,682,0,0,0,217,127307.5,4106.693548387097,5479.0,31.0,50.0,0
320.0,24.0,2,2,2,0,2,2,2,0,6246.719999999999,3123.3599999999997,2952.0,2.0,2.0,1
321.0,157.0,0,0,45,45,45,0,30,30,24535.0,1635.6666666666667,853.0,15.0,17.0,0
322.0,0.0,0,0,1,0,0,0,0,1,503.54,503.54,3044.0,1.0,1.0,0
323.0,67.0,12,12,16,4,16,16,16,12,27466.04,6866.51,122.0,4.0,4.0,0
324.0,0.0,1,0,0,1,0,0,0,0,2870.0,2870.0,4749.0,1.0,1.0,1
325.0,0.0,0,0,0,1,0,0,0,0,220.0,220.0,8036.0,1.0,1.0,0
326.0,97.0,0,0,0,0,0,0,128,0,30107.219999999998,940.8506249999999,366.0,32.0,154.0,1
327.0,0.0,1,0,0,0,0,0,0,1,1060.0,1060.0,1736.0,1.0,1.0,1
328.0,26.0,2,2,0,2,2,2,2,0,5477.82,2738.91,2222.0,2.0,2.0,1
329.0,309.0,2415,2898,1242,1587,2622,552,3174,207,393153.3,5697.873913043478,214.0,69.0,106.0,0
330.0,253.0,1025,943,123,943,861,328,861,0,150113.48,3661.3043902439026,1918.0,41.0,54.0,0
331.0,0.0,1,1,0,1,1,0,1,0,0.0,0.0,2314.0,1.0,1.0,0
332.0,184.0,45,27,54,9,36,27,27,18,16483.739999999998,1831.5266666666664,3441.0,9.0,10.0,1
333.0,157.0,783,972,729,324,864,27,945,162,197567.36,7317.309629629629,122.0,27.0,39.0,0
334.0,206.0,11868,6256,1012,8556,6164,1748,6072,3588,716246.74,7785.290652173913,244.0,92.0,164.0,0
335.0,0.0,0,1,0,0,0,0,1,0,1050.33,1050.33,275.0,1.0,1.0,0
336.0,79.0,3,0,0,0,0,0,0,0,2280.0,760.0,1522.0,3.0,3.0,1
337.0,198.0,60,12,0,24,36,12,36,0,52867.28,4405.606666666667,610.0,12.0,13.0,0
338.0,238.0,270,324,189,189,162,0,351,27,98337.16,3642.1170370370373,580.0,27.0,32.0,0
339.0,45.0,6,0,0,0,6,0,0,6,15153.14,2525.523333333333,2983.0,6.0,6.0,1
340.0,251.0,10368,18792,7533,13770,15957,6318,18063,9639,883789.67,10910.983580246913,30.0,81.0,382.0,0
341.0,0.0,1,0,0,1,0,0,0,0,700.0,700.0,4963.0,1.0,1.0,0
342.0,219.0,11128,2568,2675,6313,9202,5350,10486,1498,669360.36,6255.704299065421,91.0,107.0,162.0,0
343.0,0.0,1,1,1,0,1,1,1,0,5196.58,5196.58,1157.0,1.0,1.0,0
344.0,0.0,1,0,0,1,1,1,1,0,2137.0,2137.0,2495.0,1.0,1.0,0
345.0,126.0,0,3,6,0,0,0,3,0,5457.96,1819.32,2467.0,3.0,3.0,1
346.0,222.0,160,120,20,100,40,40,120,20,68399.6,3419.9800000000005,30.0,20.0,23.0,0
347.0,220.0,630,798,126,210,504,336,798,252,160924.12,3831.5266666666666,91.0,42.0,51.0,0
348.0,51.0,3,0,0,3,0,0,0,0,1345.0,448.3333333333333,7640.0,3.0,3.0,0
349.0,0.0,1,1,0,1,0,0,0,1,5045.0,5045.0,7335.0,1.0,1.0,1
350.0,137.0,18,12,36,6,12,6,12,18,32497.13,5416.1883333333335,1614.0,6.0,6.0,1
351.0,5.0,0,0,8,0,0,0,0,0,1240.0,620.0,4749.0,2.0,4.0,1
352.0,53.0,4,2,4,2,4,4,4,0,13807.5,6903.75,1857.0,2.0,2.0,0
353.0,165.0,0,0,0,4,0,0,0,0,7577.96,1894.49,2922.0,4.0,4.0,1
354.0,100.0,4,4,4,0,4,4,4,4,7537.0,1884.25,2192.0,4.0,4.0,1
355.0,57.0,6,6,3,0,3,0,6,3,8244.02,2748.0066666666667,3379.0,3.0,4.0,1
356.0,0.0,1,1,1,0,1,1,1,0,7041.94,7041.94,2102.0,1.0,1.0,0
357.0,180.0,240,176,64,112,128,48,176,0,85107.57,5319.223125,1249.0,16.0,20.0,0
358.0,251.0,154,132,0,110,154,66,132,154,67724.59,3078.3904545454543,122.0,22.0,22.0,1
359.0,86.0,2139,31,5425,2945,2139,0,1829,1364,250155.12000000002,8069.52,731.0,31.0,194.0,1
360.0,202.0,1118,1333,0,860,1204,0,1333,129,260668.66,6062.061860465116,335.0,43.0,60.0,0
361.0,143.0,598,414,23,483,552,138,322,345,53254.72,2315.4226086956523,3044.0,23.0,30.0,0
362.0,0.0,1,0,0,0,0,0,0,0,500.0,500.0,4993.0,1.0,1.0,1
363.0,55.0,6,12,12,6,6,0,12,0,16370.509999999998,5456.836666666666,335.0,3.0,4.0,0
364.0,0.0,4,0,4,0,4,0,2,0,4312.59,2156.295,3197.0,2.0,2.0,1
365.0,111.0,990,1914,2673,165,1716,528,1947,594,258916.34,7845.949696969697,2010.0,33.0,83.0,1
366.0,0.0,0,0,1,0,0,0,0,1,295.0,295.0,8615.0,1.0,1.0,1
367.0,116.0,30,12,36,30,36,6,18,24,23581.7,3930.2833333333333,945.0,6.0,6.0,0
368.0,238.0,5183,4088,219,3942,2555,1898,2044,2774,493925.81,6766.10698630137,1980.0,73.0,201.0,0
369.0,115.0,0,0,2,2,0,0,0,2,885.0,442.5,7031.0,2.0,2.0,1
370.0,0.0,0,0,1,0,0,0,0,0,560.0,560.0,7001.0,1.0,1.0,1
371.0,0.0,1,0,0,1,0,0,0,0,2015.0,2015.0,5813.0,1.0,1.0,1
372.0,15.0,4,2,0,2,2,2,2,2,2620.0,1310.0,3622.0,2.0,2.0,0
373.0,8.0,0,2,4,0,4,2,2,4,4040.38,2020.19,3867.0,2.0,2.0,1
374.0,126.0,3,3,3,3,3,3,3,3,5668.38,1889.46,3836.0,3.0,3.0,0
375.0,11.0,6,6,6,4,6,0,6,0,14467.34,7233.67,2557.0,2.0,3.0,1
376.0,162.0,70,126,0,70,112,42,112,84,45172.94,3226.6385714285716,1340.0,14.0,14.0,1
377.0,0.0,0,1,0,0,0,0,1,1,3153.38,3153.38,3897.0,1.0,1.0,1
378.0,200.0,324,234,378,270,216,54,234,90,102289.48,5682.748888888888,792.0,18.0,26.0,0
379.0,91.0,0,0,0,0,0,6,12,0,4639.12,773.1866666666666,214.0,6.0,6.0,0
380.0,0.0,1,1,0,1,1,1,1,0,2910.28,2910.28,3591.0,1.0,1.0,0
381.0,0.0,1,1,1,0,0,0,1,0,3046.24,3046.24,488.0,1.0,1.0,0
382.0,0.0,0,0,0,0,0,0,1,0,2586.86,2586.86,822.0,1.0,1.0,0
383.0,70.0,39,13,0,13,52,0,52,0,30165.23,2320.4023076923077,914.0,13.0,14.0,0
384.0,136.0,244,488,10370,1464,5429,0,3477,5185,219339.51,3595.7296721311477,1857.0,61.0,216.0,1
385.0,105.0,0,0,88,40,32,0,40,120,9122.74,1140.3425,1918.0,8.0,15.0,1
386.0,101.0,0,2,2,0,0,0,0,2,4794.24,2397.12,1644.0,2.0,2.0,1
387.0,6.0,4,4,4,0,4,0,4,0,7781.35,3890.675,1430.0,2.0,2.0,0
388.0,30.0,2,0,4,2,0,0,0,0,5878.0,2939.0,4718.0,2.0,2.0,1
389.0,166.0,8,0,0,0,0,0,0,0,61119.380000000005,7639.922500000001,641.0,8.0,15.0,1
390.0,39.0,24,36,54,30,36,24,30,24,49309.9,8218.316666666668,214.0,6.0,9.0,0
391.0,0.0,1,1,1,0,1,0,1,1,1150.0,1150.0,3867.0,1.0,1.0,1
392.0,31.0,0,108,0,0,84,48,108,120,28490.96,2374.2466666666664,3622.0,12.0,16.0,1
393.0,228.0,7176,6942,11544,4680,11076,3978,11934,4602,1035088.17,13270.361153846154,61.0,78.0,222.0,0
394.0,0.0,0,0,0,0,0,0,0,2,23760.0,23760.0,822.0,1.0,1.0,0
395.0,78.0,3,9,9,0,6,6,9,3,12764.36,4254.786666666667,975.0,3.0,3.0,0
396.0,84.0,63,35,21,49,63,63,42,28,55840.0,7977.142857142857,1736.0,7.0,11.0,0
397.0,0.0,1,1,1,0,1,0,1,0,2350.02,2350.02,1552.0,1.0,1.0,1
398.0,134.0,96,108,96,48,96,24,108,0,56232.01,4686.0008333333335,822.0,12.0,12.0,0
399.0,134.0,35,0,14,21,21,14,7,28,23636.0,3376.5714285714284,2618.0,7.0,7.0,1
400.0,0.0,1,0,1,0,0,0,0,2,605.0,605.0,7946.0,1.0,1.0,1
401.0,80.0,2,2,2,0,2,2,2,0,14151.970000000001,7075.985000000001,153.0,2.0,2.0,0
402.0,69.0,24,24,30,0,30,18,30,12,26021.1,4336.849999999999,2010.0,6.0,6.0,1
403.0,123.0,50,10,0,0,10,0,10,0,7254.6,725.46,2436.0,10.0,11.0,1
404.0,193.0,8,0,0,0,0,0,0,0,10262.0,1282.75,3410.0,8.0,9.0,1
405.0,118.0,114,38,0,0,76,38,38,76,51972.74,2735.4073684210525,2071.0,19.0,21.0,1
406.0,145.0,357,294,147,126,315,63,336,21,58589.96,2789.998095238095,427.0,21.0,22.0,0
407.0,2.0,0,0,0,0,2,2,0,2,2248.0,1124.0,4321.0,2.0,2.0,1
408.0,84.0,6,6,6,0,6,0,6,0,8572.48,2857.4933333333333,1765.0,3.0,3.0,1
409.0,267.0,5,5,15,5,5,0,5,5,9859.33,1971.866,1857.0,5.0,5.0,1
410.0,0.0,1,0,0,0,1,1,1,1,3800.0,3800.0,2648.0,1.0,1.0,0
411.0,120.0,30,42,0,18,24,12,36,6,28087.52,4681.253333333333,2222.0,6.0,8.0,1
412.0,110.0,116,1044,58,0,1131,1073,1102,377,133956.96,4619.205517241379,1126.0,29.0,51.0,1
413.0,4.0,0,0,4,0,4,0,4,0,9448.08,4724.04,2192.0,2.0,2.0,1
414.0,0.0,2,0,2,2,2,0,0,2,1997.98,1997.98,2071.0,1.0,2.0,0
415.0,0.0,1,0,1,1,0,0,0,0,120.0,120.0,4352.0,1.0,1.0,0
416.0,0.0,1,1,1,1,1,0,0,1,6200.0,6200.0,2587.0,1.0,1.0,0
417.0,0.0,0,0,1,0,1,0,0,1,630.0,630.0,4109.0,1.0,1.0,1
418.0,69.0,4,0,4,4,2,2,2,2,11808.0,5904.0,3653.0,2.0,2.0,0
419.0,71.0,3,0,3,0,3,3,3,3,14142.0,4714.0,1980.0,3.0,3.0,0
420.0,249.0,200,260,0,20,200,220,280,100,94382.54,4719.1269999999995,153.0,20.0,24.0,0
421.0,148.0,10,5,5,5,0,0,5,5,21207.04,4241.408,3410.0,5.0,5.0,1
422.0,0.0,0,0,1,0,1,0,0,1,750.0,750.0,4140.0,1.0,1.0,1
423.0,358.0,7590,8910,11440,3630,9350,6710,8800,3630,652928.61,5935.714636363637,30.0,110.0,148.0,0
424.0,291.0,4015,2993,1022,1898,2847,2628,3431,1533,577846.22,7915.701643835616,61.0,73.0,150.0,0
425.0,30.0,0,2,0,0,2,0,2,0,4169.860000000001,2084.9300000000003,3105.0,2.0,2.0,1
426.0,114.0,90,54,90,72,54,54,36,72,45001.9,2500.105555555556,1310.0,18.0,22.0,0
427.0,51.0,6,0,0,0,0,3,6,0,7064.38,2354.7933333333335,91.0,3.0,3.0,0
428.0,298.0,1248,864,192,768,800,384,1056,224,166102.13,5190.6915625,153.0,32.0,68.0,0
429.0,134.0,0,0,0,8,0,0,0,8,12427.0,1553.375,4413.0,8.0,8.0,1
430.0,105.0,0,0,0,0,221,51,0,238,11227.9,660.464705882353,275.0,17.0,26.0,0
431.0,0.0,1,0,0,1,0,0,0,0,400.0,400.0,7609.0,1.0,1.0,0
432.0,91.0,15,0,0,0,15,10,0,15,8470.0,1694.0,4171.0,5.0,7.0,1
433.0,0.0,0,0,1,1,1,1,1,1,8454.55,8454.55,3987.0,1.0,1.0,0
434.0,0.0,1,1,1,1,1,0,1,0,1800.0,1800.0,3105.0,1.0,1.0,0
435.0,0.0,1,0,1,1,0,0,0,0,1137.16,1137.16,8857.0,1.0,1.0,1
436.0,0.0,0,0,1,0,0,0,0,0,-139.86,-139.86,6758.0,1.0,1.0,1
437.0,263.0,9776,5640,3196,3666,10152,5170,11468,1598,606953.03,6456.947127659575,30.0,94.0,169.0,0
438.0,0.0,1,1,0,0,0,0,1,1,-1140.0,-1140.0,3928.0,1.0,1.0,1
439.0,253.0,7526,4260,1136,852,5467,4544,6390,4047,563772.37,7940.4559154929575,30.0,71.0,162.0,0
440.0,46.0,6,6,2,0,2,2,6,0,7919.68,3959.84,122.0,2.0,3.0,0
441.0,0.0,1,0,1,0,1,1,1,1,240.0,240.0,1644.0,1.0,1.0,0
442.0,244.0,230,92,115,0,184,184,207,23,45903.020000000004,1995.7834782608697,792.0,23.0,23.0,1
443.0,0.0,1,0,1,0,1,0,0,1,3180.0,3180.0,4079.0,1.0,1.0,1
444.0,0.0,1,0,1,1,0,0,0,0,6160.0,6160.0,5297.0,1.0,1.0,0
445.0,96.0,12,16,12,8,12,0,16,0,20206.52,5051.63,61.0,4.0,4.0,0
446.0,0.0,1,1,0,0,1,0,1,0,3428.76,3428.76,2406.0,1.0,1.0,1
447.0,19.0,6,6,3,3,6,3,6,0,14325.91,4775.303333333333,2801.0,3.0,3.0,1
448.0,158.0,972,594,243,702,837,189,837,189,156912.25,5811.564814814815,792.0,27.0,39.0,0
449.0,147.0,24,16,8,16,8,8,8,24,19052.5,2381.5625,3197.0,8.0,8.0,0
450.0,173.0,192,176,48,80,176,176,208,64,79139.43,4946.214375,945.0,16.0,18.0,0
451.0,12.0,4,4,0,2,4,4,4,2,3669.82,1834.91,3136.0,2.0,2.0,0
452.0,113.0,1428,1836,1734,1020,1564,238,1802,238,269399.97000000003,7923.528529411766,91.0,34.0,61.0,0
453.0,0.0,1,0,0,1,0,0,0,0,2210.0,2210.0,4658.0,1.0,1.0,0
454.0,55.0,3,3,0,0,0,0,0,3,2344.0,781.3333333333334,4383.0,3.0,3.0,1
455.0,105.0,5,5,0,10,0,0,0,10,7330.0,1466.0,7549.0,5.0,6.0,1
456.0,0.0,1,0,1,1,0,0,0,1,2195.0,2195.0,7305.0,1.0,1.0,1
457.0,175.0,266,209,323,152,190,57,247,38,95747.33,5039.333157894737,2041.0,19.0,25.0,1
458.0,11.0,0,4,0,0,4,0,4,0,4722.64,2361.32,1034.0,2.0,2.0,0
459.0,72.0,3,3,6,3,6,3,3,3,13181.96,4393.986666666667,1949.0,3.0,3.0,1
460.0,77.0,352,288,400,320,320,0,288,48,132726.65,8295.415625,2406.0,16.0,25.0,0
461.0,53.0,210,340,180,90,330,50,340,0,155668.66,15566.866,580.0,10.0,34.0,0
462.0,75.0,15,15,15,5,15,5,15,10,134093.66,26818.732,610.0,5.0,13.0,0
463.0,50.0,2,0,0,0,0,0,0,0,1200.0,600.0,4171.0,2.0,2.0,1
464.0,26.0,25,15,10,0,20,5,15,15,27162.96,5432.592,3744.0,5.0,5.0,1
465.0,0.0,0,0,1,1,0,0,0,1,1419.45,1419.45,7243.0,1.0,1.0,1
466.0,50.0,2,2,2,2,2,0,2,0,7945.56,3972.78,3502.0,2.0,2.0,0
467.0,0.0,0,0,1,0,1,0,0,1,790.0,790.0,4262.0,1.0,1.0,1
468.0,55.0,2,2,2,0,2,2,2,0,7031.9,3515.95,914.0,2.0,2.0,1
469.0,295.0,132,24,36,84,48,24,36,60,38780.5,3231.7083333333335,3410.0,12.0,12.0,0
470.0,240.0,17160,10670,220,12760,10120,660,9240,6160,530288.14,4820.801272727273,1249.0,110.0,181.0,0
471.0,202.0,2610,1914,464,1682,1798,1160,1914,58,464563.88,8009.722068965517,641.0,58.0,65.0,0
472.0,8.0,84,4,4,100,0,0,0,40,32038.9,8009.725,5570.0,4.0,35.0,1
473.0,55.0,20,8,0,8,8,0,8,16,18781.72,4695.43,3956.0,4.0,5.0,0
474.0,0.0,0,1,0,0,1,0,1,0,2223.68,2223.68,761.0,1.0,1.0,0
475.0,128.0,4004,5467,385,2079,5236,924,5775,616,419013.39,5441.732337662338,396.0,77.0,162.0,0
476.0,32.0,442,527,34,306,527,0,493,85,46896.84,2758.6376470588234,3379.0,17.0,37.0,1
477.0,63.0,63,72,9,9,63,0,72,45,26275.0,2919.4444444444443,2102.0,9.0,15.0,1
478.0,1.0,6,0,0,0,0,0,0,0,5656.5,2828.25,5358.0,2.0,3.0,1
479.0,0.0,1,0,1,1,0,0,0,0,6965.0,6965.0,5358.0,1.0,1.0,0
480.0,125.0,210,399,0,42,294,231,399,42,110323.8,5253.5142857142855,91.0,21.0,27.0,0
481.0,68.0,77,143,0,33,88,44,143,0,89642.14,8149.285454545455,91.0,11.0,13.0,0
482.0,98.0,150,285,210,120,285,45,285,30,88932.69,5928.8460000000005,61.0,15.0,19.0,0
483.0,199.0,8,0,12,0,4,4,4,8,13813.65,3453.4125,366.0,4.0,5.0,1
484.0,18.0,0,3,0,0,3,0,3,0,2273.55,757.85,3197.0,3.0,3.0,1
485.0,157.0,10640,12160,14136,8968,12464,5244,12464,1672,1124455.3,14795.464473684211,61.0,76.0,204.0,0
486.0,0.0,1,1,1,1,1,0,1,0,-120.0,-120.0,3653.0,1.0,1.0,0
487.0,99.0,12,0,4,12,0,0,0,4,17047.0,4261.75,3897.0,4.0,4.0,0
488.0,0.0,0,0,1,0,0,0,0,0,640.0,640.0,5267.0,1.0,1.0,1
489.0,0.0,1,0,0,0,0,0,0,0,550.0,550.0,5297.0,1.0,1.0,1
490.0,255.0,3136,2632,280,1008,3080,2632,2912,1120,385198.68,6878.547857142857,549.0,56.0,76.0,1
491.0,309.0,37200,40950,150,21450,38700,900,38850,9000,1033565.78,6890.438533333334,61.0,150.0,411.0,1
492.0,0.0,0,1,1,0,1,1,1,1,3647.3,3647.3,3987.0,1.0,1.0,1
493.0,56.0,4,0,4,2,0,0,0,0,4520.0,2260.0,4779.0,2.0,2.0,0
494.0,160.0,7840,8750,11340,6370,9520,4270,8750,1330,871163.65,12445.195,183.0,70.0,162.0,0
495.0,212.0,44,22,0,22,11,11,22,0,31358.11,2850.7372727272727,275.0,11.0,11.0,0
496.0,102.0,49,28,0,42,35,35,21,28,19009.1,2715.585714285714,3502.0,7.0,8.0,0
497.0,83.0,3,0,3,3,12,0,0,12,3080.0,1026.6666666666667,4505.0,3.0,6.0,1
498.0,214.0,35,0,0,14,0,0,0,0,15073.52,2153.36,3897.0,7.0,8.0,1
499.0,110.0,42,42,98,28,98,42,42,56,49664.68,3547.477142857143,2436.0,14.0,15.0,1
500.0,90.0,6,9,9,0,3,0,9,0,5697.5199999999995,1899.1733333333332,488.0,3.0,3.0,1
501.0,251.0,345,138,46,138,184,92,207,230,60917.99,2648.608260869565,91.0,23.0,30.0,0
502.0,125.0,475,100,0,275,650,150,100,350,90832.75,3633.31,792.0,25.0,36.0,1
503.0,179.0,256,240,16,144,240,16,240,16,102581.52,6411.345,396.0,16.0,18.0,0
504.0,48.0,25,45,5,5,35,0,45,0,29365.059999999998,5873.012,1491.0,5.0,9.0,1
505.0,0.0,2,2,2,2,2,2,2,0,4016.68,4016.68,3591.0,1.0,2.0,0
506.0,0.0,0,0,1,0,0,0,0,0,127.24,127.24,366.0,1.0,1.0,0
507.0,278.0,322,230,437,345,230,46,207,161,101190.96,4399.606956521739,1430.0,23.0,24.0,0
508.0,0.0,0,1,0,0,0,0,1,0,2536.18,2536.18,3532.0,1.0,1.0,1
509.0,325.0,38250,39270,2890,9520,30260,29920,40290,15980,1512774.84,8898.675529411765,30.0,170.0,397.0,0
510.0,10.0,4,4,2,4,4,2,4,0,10954.0,5477.0,1705.0,2.0,2.0,0
511.0,0.0,1,0,1,0,0,0,0,0,910.0,910.0,5935.0,1.0,1.0,1
512.0,0.0,0,0,1,0,1,1,1,0,2889.0,2889.0,2222.0,1.0,1.0,1
513.0,3.0,4,4,4,4,4,4,4,0,4500.0,2250.0,3622.0,2.0,2.0,0
514.0,0.0,0,0,1,0,0,0,0,1,300.0,300.0,2801.0,1.0,1.0,1
515.0,8.0,4,4,0,2,4,4,4,0,3416.67,1708.335,2161.0,2.0,2.0,0
516.0,225.0,400,375,150,150,375,375,450,50,192477.87,7699.114799999999,396.0,25.0,33.0,0
517.0,132.0,48,24,0,0,24,24,84,24,27514.88,2292.9066666666668,61.0,12.0,14.0,0
518.0,182.0,108,60,24,36,72,48,60,60,55857.6,4654.8,975.0,12.0,14.0,1
519.0,0.0,1,0,1,1,1,0,0,1,3550.0,3550.0,4232.0,1.0,1.0,0
520.0,127.0,12,4,4,0,4,0,0,8,4939.5,1234.875,4566.0,4.0,4.0,1
521.0,161.0,21,14,28,21,0,0,0,21,30019.66,4288.522857142857,3563.0,7.0,13.0,1
522.0,267.0,3240,2880,4680,2000,3520,2120,2760,400,565835.4299999999,14145.885749999998,61.0,40.0,126.0,0
523.0,0.0,1,1,1,0,1,0,1,1,2534.52,2534.52,3836.0,1.0,1.0,1
524.0,214.0,900,540,990,750,600,90,540,270,230151.83,7671.727666666667,488.0,30.0,44.0,0
525.0,210.0,64,48,24,40,32,16,40,32,29593.94,3699.2425,761.0,8.0,11.0,1
526.0,0.0,0,0,1,0,0,0,0,0,640.0,640.0,4687.0,1.0,1.0,1
527.0,184.0,432,432,540,360,396,144,324,612,145690.26,4046.951666666667,1949.0,36.0,70.0,0
528.0,41.0,25,5,10,5,20,25,25,15,14824.18,2964.8360000000002,275.0,5.0,7.0,0
529.0,154.0,2,2,4,2,0,2,2,0,6596.7,3298.35,275.0,2.0,2.0,0
530.0,0.0,0,1,0,0,0,0,1,0,5236.36,5236.36,3806.0,1.0,1.0,1
531.0,132.0,10,10,5,0,10,10,15,0,2358.4,471.68,488.0,5.0,5.0,0
532.0,0.0,1,0,1,0,1,1,0,1,750.0,750.0,4536.0,1.0,1.0,1
533.0,0.0,1,1,1,0,1,1,1,0,6450.58,6450.58,1096.0,1.0,1.0,0
534.0,225.0,60,108,120,24,60,12,96,12,52196.22,4349.685,244.0,12.0,15.0,0
535.0,143.0,2,2,0,0,0,0,2,0,2717.06,1358.53,2618.0,2.0,2.0,1
536.0,0.0,0,1,0,0,1,0,1,0,2065.77,2065.77,3532.0,1.0,1.0,1
537.0,12.0,4,0,0,2,0,2,0,0,9865.0,4932.5,5966.0,2.0,2.0,0
538.0,142.0,62,124,0,31,93,0,124,0,100246.35,3233.7532258064516,2922.0,31.0,123.0,1
