DATA_MENSAL,TOTAL_CASOS,TOTAL_DOLAR_FATURADO,ID
2017-11-01,3,7418.85,263
2018-11-01,9,27160.88,263
2019-11-01,19,35184.66,263
2021-11-01,3,4331.62,263
2022-11-01,8,10267.74,263
2023-11-01,23,17826.14,263
2024-11-01,1,1186.48,263
2012-12-01,6,9482.08,263
2013-12-01,10,31542.29,263
2014-12-01,7,26258.2,263
2015-12-01,5,14254.2,263
2016-12-01,3,12030.35,263
2017-12-01,4,10561.76,263
2018-12-01,1,2212.24,263
2019-12-01,4,8955.5,263
2020-12-01,5,8011.73,263
2021-12-01,5,5952.42,263
2022-12-01,9,10905.61,263
2023-12-01,6,6238.63,263
2024-12-01,5,4698.97,263
2003-01-01,1,1475.0,264
2004-05-01,1,885.0,264
2003-03-01,1,885.0,265
2011-02-01,1,3765.0,266
2023-02-01,1,0.0,266
2021-05-01,1,3287.54,266
2004-10-01,1,2957.5,267
2013-01-01,1,970.0,268
2014-01-01,4,13288.96,268
2002-02-01,2,1015.0,268
2007-02-01,3,7517.5,268
2008-02-01,1,440.0,268
2011-02-01,1,4985.0,268
2013-02-01,1,1010.0,268
2007-03-01,2,880.0,268
2008-03-01,1,440.0,268
2009-03-01,2,880.0,268
2011-03-01,1,240.0,268
2014-03-01,1,2559.14,268
2006-04-01,1,865.0,268
2007-04-01,3,1440.0,268
2008-04-01,1,440.0,268
2010-04-01,1,440.0,268
2011-04-01,4,1880.0,268
2012-04-01,3,2510.0,268
2015-04-01,1,3010.92,268
2006-05-01,1,2555.0,268
2007-05-01,4,1760.0,268
2010-05-01,5,2200.0,268
2012-05-01,2,880.0,268
2016-05-01,1,7822.74,268
2006-06-01,2,6735.0,268
2007-06-01,5,4035.0,268
2006-07-01,2,3065.0,268
2007-07-01,4,2560.0,268
2009-07-01,2,880.0,268
2006-08-01,2,3055.0,268
2007-08-01,1,640.0,268
2013-08-01,1,1420.0,268
2012-10-01,1,1010.0,268
2005-11-01,1,890.0,268
2008-11-01,1,440.0,268
2014-11-01,4,11559.38,268
2006-12-01,1,440.0,268
2008-12-01,1,440.0,268
2011-12-01,1,440.0,268
2022-01-01,1,630.0,269
2021-02-01,1,100.0,269
2024-02-01,1,50.0,269
2021-03-01,2,680.0,269
2023-03-01,1,150.0,269
2022-04-01,4,1560.0,269
2023-04-01,6,1180.0,269
2021-05-01,1,630.0,269
2022-05-01,5,1230.0,269
2023-05-01,2,338.7,269
2022-06-01,1,630.0,269
2023-06-01,1,50.0,269
2021-07-01,1,870.0,269
2022-07-01,1,150.0,269
2021-09-01,4,1560.0,269
2023-09-01,3,458.6,269
2021-10-01,1,1110.0,269
2022-10-01,1,150.0,269
2020-11-01,3,1260.0,269
2021-11-01,1,150.0,269
2021-12-01,2,300.0,269
2022-12-01,4,1845.57,269
2012-02-01,1,2618.0,270
2015-02-01,1,3279.14,270
2013-08-01,1,1850.0,270
2005-01-01,1,710.0,271
2014-01-01,1,1520.0,271
2015-01-01,1,200.0,271
2004-02-01,1,610.0,271
2006-03-01,2,2540.0,271
2007-03-01,1,200.0,271
2009-03-01,1,200.0,271
2004-05-01,1,2280.0,271
2003-06-01,1,3470.65,271
2001-07-01,1,610.0,271
2008-07-01,1,200.0,271
2009-07-01,2,400.0,271
2012-07-01,1,200.0,271
2014-07-01,1,854.5,271
2006-08-01,1,200.0,271
2010-09-01,1,200.0,271
2012-09-01,1,2260.0,271
2005-10-01,1,2650.0,271
2013-10-01,1,850.0,271
2005-11-01,1,2905.0,271
2009-11-01,1,200.0,271
2014-11-01,2,400.0,271
2005-12-01,1,3645.0,271
2014-12-01,1,200.0,271
2006-03-01,1,650.0,272
2011-04-01,1,800.0,273
2010-10-01,3,5790.0,273
2008-01-01,1,4875.0,274
2009-01-01,1,3100.0,274
2011-01-01,1,120.0,274
2014-01-01,1,4056.0,274
2016-01-01,2,13878.66,274
2017-01-01,3,43203.82,274
2018-01-01,2,29835.18,274
2019-01-01,1,3709.0,274
2021-01-01,3,11795.0,274
2022-01-01,1,10159.18,274
2023-01-01,3,9699.66,274
2003-02-01,1,3235.0,274
2006-02-01,1,2560.0,274
2012-02-01,1,120.0,274
2013-02-01,3,6496.0,274
2016-02-01,3,21879.96,274
2017-02-01,2,25566.72,274
2019-02-01,3,14188.84,274
2020-02-01,1,4493.84,274
2021-02-01,3,8470.0,274
2022-02-01,4,18169.06,274
2023-02-01,1,2829.0,274
2024-02-01,1,5329.02,274
2009-03-01,2,450.0,274
2010-03-01,1,650.0,274
2011-03-01,1,870.0,274
2013-03-01,3,3750.0,274
2014-03-01,4,30325.1,274
2015-03-01,4,32600.5,274
2016-03-01,2,16519.26,274
2017-03-01,3,20711.94,274
2020-03-01,1,2802.0,274
2021-03-01,3,9158.42,274
2022-03-01,2,8704.32,274
2023-03-01,2,21121.77,274
2010-04-01,1,5786.0,274
2011-04-01,2,2500.0,274
2014-04-01,1,6131.92,274
2015-04-01,10,21479.02,274
2016-04-01,3,4300.0,274
2019-04-01,2,5231.78,274
2020-04-01,1,3962.0,274
2021-04-01,1,1661.0,274
2023-04-01,3,20838.93,274
2010-05-01,1,120.0,274
2011-05-01,4,1610.0,274
2012-05-01,1,400.0,274
2013-05-01,3,3640.0,274
2016-05-01,1,12054.46,274
2017-05-01,3,12097.52,274
2018-05-01,1,1550.0,274
2019-05-01,2,2784.0,274
2020-05-01,1,6609.0,274
2022-05-01,3,9401.22,274
2023-05-01,4,19924.32,274
2024-05-01,1,3302.02,274
2007-06-01,1,5130.0,274
2011-06-01,1,3310.0,274
2012-06-01,3,6495.0,274
2013-06-01,1,1390.0,274
2014-06-01,2,13704.74,274
2015-06-01,1,13185.78,274
2016-06-01,1,7216.0,274
2017-06-01,2,6202.0,274
2019-06-01,2,4491.0,274
2020-06-01,3,5838.0,274
2021-06-01,1,5327.96,274
2022-06-01,2,3096.0,274
2023-06-01,3,8137.0,274
2007-07-01,2,4296.0,274
2011-07-01,1,7150.0,274
2012-07-01,1,5710.0,274
2013-07-01,3,3486.0,274
2014-07-01,2,19675.5,274
2015-07-01,8,46519.48,274
2016-07-01,6,41767.34,274
2017-07-01,1,15916.06,274
2018-07-01,1,2932.0,274
2019-07-01,2,5548.0,274
2021-07-01,1,4211.0,274
2022-07-01,1,5300.46,274
2023-07-01,1,2899.6,274
2008-08-01,2,1200.0,274
2011-08-01,1,5060.0,274
2012-08-01,1,240.0,274
2013-08-01,3,8982.0,274
2014-08-01,1,3328.6,274
2015-08-01,4,20148.54,274
2016-08-01,1,7189.64,274
2017-08-01,3,12418.7,274
2018-08-01,2,7751.16,274
2019-08-01,1,3132.0,274
2020-08-01,1,3346.0,274
2021-08-01,1,1661.0,274
2022-08-01,1,3872.0,274
2024-08-01,1,3376.71,274
2006-09-01,2,6795.0,274
2013-09-01,2,11871.12,274
2014-09-01,2,12619.94,274
2015-09-01,3,11628.78,274
2016-09-01,1,18257.52,274
2017-09-01,3,21905.82,274
2018-09-01,2,6110.38,274
2019-09-01,3,12021.0,274
2020-09-01,1,1869.0,274
2022-09-01,2,13712.2,274
2023-09-01,2,4135.0,274
2024-09-01,2,8203.9,274
2009-10-01,2,10382.0,274
2013-10-01,4,44925.3,274
2014-10-01,3,28917.86,274
2015-10-01,1,11487.6,274
2016-10-01,1,9126.18,274
2017-10-01,2,6561.38,274
2018-10-01,3,23667.96,274
2020-10-01,2,4742.0,274
2021-10-01,1,6225.54,274
2022-10-01,2,6556.0,274
2023-10-01,1,1242.0,274
2024-10-01,1,4924.7,274
2010-11-01,1,1110.0,274
2011-11-01,1,4510.0,274
2012-11-01,1,3175.0,274
2013-11-01,1,5330.0,274
2014-11-01,3,30275.49,274
2015-11-01,1,11796.12,274
2016-11-01,1,15287.6,274
2017-11-01,3,57600.9,274
2018-11-01,2,11175.48,274
2020-11-01,1,5283.28,274
2021-11-01,4,21376.61,274
2023-11-01,2,3415.0,274
2010-12-01,1,7995.0,274
2011-12-01,1,3920.0,274
2013-12-01,4,11946.94,274
2014-12-01,2,20185.76,274
2017-12-01,1,17523.8,274
2019-12-01,1,2619.0,274
2020-12-01,1,2872.0,274
2021-12-01,3,14884.3,274
2022-12-01,3,6374.0,274
2014-05-01,1,1080.0,275
2003-12-01,1,180.0,275
2008-01-01,3,3550.0,276
2007-02-01,1,650.0,276
2012-02-01,1,4435.0,276
2013-05-01,1,1080.0,277
2003-08-01,1,1940.0,278
2018-08-01,1,6567.78,279
2015-01-01,1,2532.02,280
2014-04-01,1,4213.58,280
2017-07-01,5,6920.76,281
2017-08-01,7,2513.86,281
2020-02-01,1,2668.21,282
2023-02-01,1,480.0,282
2024-04-01,1,4021.57,282
2021-11-01,1,850.0,282
2011-06-01,1,250.0,283
2022-01-01,1,2800.74,284
2010-02-01,1,6500.0,284
2020-02-01,1,8618.76,284
2021-02-01,2,2340.01,284
2024-02-01,1,3348.0,284
2013-03-01,1,5272.0,284
2020-03-01,1,650.0,284
2019-05-01,1,8492.56,284
2024-08-01,1,3380.36,284
2018-09-01,1,4664.56,284
2018-10-01,1,9362.4,284
2023-10-01,1,2275.2,284
2023-11-01,2,5229.66,284
2009-12-01,1,3325.0,284
2021-01-01,2,9056.84,285
2022-01-01,4,12006.04,285
2023-01-01,1,850.02,285
2021-02-01,4,5058.72,285
2021-03-01,3,3633.23,285
2022-03-01,1,1664.79,285
2021-04-01,2,2354.65,285
2022-04-01,1,2868.63,285
2019-05-01,1,1242.0,285
2021-05-01,5,6843.9,285
2022-05-01,3,4787.35,285
2023-05-01,1,1333.91,285
2021-06-01,9,21160.38,285
2022-06-01,4,5648.04,285
2023-06-01,3,4088.24,285
2021-07-01,4,4522.4,285
2022-07-01,1,3710.02,285
2021-08-01,2,1439.93,285
2022-08-01,1,1555.78,285
2023-08-01,6,9098.4,285
2021-09-01,2,1708.84,285
2022-09-01,1,1093.78,285
2023-09-01,4,5859.35,285
2021-10-01,2,2698.73,285
2023-10-01,6,10437.1,285
2020-11-01,1,1482.63,285
2021-11-01,7,10247.97,285
2022-11-01,1,1074.86,285
2023-11-01,1,1440.5,285
2020-12-01,2,1988.3,285
2021-12-01,2,2575.42,285
2015-05-01,1,2050.0,286
2012-02-01,1,2770.0,287
2015-04-01,1,2980.72,287
2013-05-01,1,860.0,287
2014-05-01,1,2771.12,287
1998-09-01,1,295.0,287
2012-12-01,2,3740.0,287
2015-01-01,1,3468.76,288
2010-02-01,1,800.0,288
2013-03-01,1,1240.0,288
2022-03-01,2,10397.74,288
2013-04-01,1,1380.0,288
2018-04-01,1,6926.88,288
2023-05-01,1,3776.83,288
2014-06-01,4,15836.8,288
2021-06-01,1,2360.04,288
2008-09-01,1,3123.3,288
2013-09-01,1,1890.0,288
2019-09-01,1,9715.94,288
2013-10-01,1,1920.0,288
2015-10-01,1,3924.8,288
2004-11-01,1,885.0,288
2014-01-01,2,7151.2,289
2014-02-01,1,3595.27,289
2014-07-01,2,7147.35,289
2012-02-01,2,1490.0,290
2011-09-01,5,3385.0,290
2014-12-01,1,8857.64,290
2015-12-01,1,4320.32,290
2024-08-01,1,3475.95,291
2009-05-01,1,1260.0,292
2001-06-01,1,627.0,292
2017-04-01,1,7469.98,293
2015-06-01,1,3307.78,293
2016-06-01,1,3300.86,293
2015-09-01,1,6078.26,293
2015-10-01,1,2767.5,293
2017-10-01,1,2602.1,293
2010-06-01,1,4605.0,294
2018-08-01,1,2150.0,294
2004-09-01,1,3300.0,294
2017-11-01,1,2150.0,294
2024-01-01,1,1796.82,295
2017-02-01,1,1395.0,295
2023-03-01,1,7493.75,295
2023-04-01,1,9053.04,295
2022-05-01,2,18212.76,295
2020-11-01,1,2120.0,295
2017-02-01,1,450.0,296
2020-11-01,1,2289.06,296
2017-07-01,1,7360.0,297
2021-12-01,1,3469.0,297
2002-04-01,1,2500.0,298
2004-04-01,1,230.0,298
2005-05-01,1,3395.0,298
2015-05-01,1,3066.0,298
2007-06-01,1,345.0,298
2009-06-01,1,2571.0,298
2006-07-01,1,4945.0,298
2007-07-01,1,2740.0,298
2017-07-01,1,4200.1,298
2006-10-01,1,2455.0,298
2008-11-01,1,3285.0,298
2007-12-01,1,2475.0,298
2013-03-01,1,1540.0,299
2005-07-01,1,1648.4,300
2003-11-01,1,596.01,300
2023-07-01,1,3186.38,301
2023-09-01,1,2340.42,301
2022-11-01,1,2736.16,301
2021-12-01,1,4276.0,301
2024-05-01,1,2422.35,302
2018-03-01,1,200.0,303
2017-02-01,1,11004.74,304
2014-03-01,1,2567.08,304
2016-07-01,1,8644.28,304
2014-05-01,1,4685.04,305
2011-06-01,1,215.0,305
2005-08-01,1,2950.0,306
2013-01-01,1,2990.0,307
2013-03-01,1,4004.0,307
2017-03-01,1,9531.98,307
2017-04-01,1,1645.0,307
2011-06-01,1,360.0,307
2021-06-01,3,7005.38,307
2017-07-01,1,2479.0,307
2004-09-01,1,0.0,307
2011-09-01,1,250.0,307
2015-10-01,1,3871.6,307
2021-10-01,1,4373.66,307
2014-11-01,2,5051.66,307
2021-11-01,1,4318.5,307
2022-11-01,1,3294.18,307
2014-12-01,2,9057.74,307
2013-02-01,2,2396.0,308
2015-02-01,1,8440.0,308
2007-03-01,1,710.0,308
2014-03-01,1,4540.0,308
2014-04-01,1,1975.0,308
2015-06-01,1,4166.8,308
2015-07-01,1,4826.0,308
1999-08-01,1,0.0,308
2011-08-01,1,2550.0,308
2013-09-01,1,1280.0,308
2015-09-01,2,12362.0,308
2012-10-01,1,1610.0,308
2012-11-01,1,1320.0,308
2003-12-01,1,6014.0,308
2012-12-01,1,740.0,308
2010-02-01,1,530.0,309
2016-02-01,1,1222.9,309
2017-02-01,1,5253.5,310
2019-02-01,1,2550.0,310
2021-02-01,1,12694.43,310
2019-03-01,1,1260.0,310
2024-03-01,1,1242.0,310
2015-04-01,2,299.8,310
2019-05-01,2,9345.01,310
2020-05-01,1,2243.15,310
2003-06-01,2,22497.0,310
2022-06-01,1,1890.0,310
2023-06-01,1,3309.0,310
2015-07-01,1,2250.0,310
2022-07-01,1,2849.0,310
2023-07-01,1,1542.0,310
2022-08-01,1,1610.0,310
2014-09-01,1,720.0,310
2020-09-01,1,4135.0,310
2009-10-01,1,9140.0,310
2013-10-01,1,650.0,310
2014-10-01,1,4330.0,310
2020-10-01,1,2388.5,310
2007-11-01,1,8185.0,310
2018-11-01,5,11006.55,310
2023-11-01,1,5804.94,310
2016-12-01,1,3187.5,310
2019-12-01,1,1950.0,310
2020-12-01,1,6340.15,310
2021-12-01,2,6657.15,310
2022-12-01,1,1060.0,310
2010-08-01,1,2135.0,311
2024-08-01,1,2663.04,311
2013-09-01,1,400.0,311
2023-09-01,1,3544.22,311
2010-08-01,1,240.0,312
2013-09-01,1,1250.0,312
2015-02-01,1,3359.0,313
2017-02-01,1,3640.0,314
2021-02-01,1,5235.45,314
2022-03-01,1,2438.1,314
2023-07-01,1,2926.56,314
2021-08-01,1,6797.88,314
2020-09-01,1,1580.0,314
2020-11-01,1,4150.0,314
2024-11-01,1,3315.47,314
2021-12-01,1,9214.52,314
2011-01-01,1,5715.0,315
2005-04-01,1,930.0,315
2013-04-01,1,1040.0,315
2008-07-01,1,250.0,315
2011-09-01,1,3118.0,315
2012-09-01,1,5790.0,315
2010-11-01,1,3044.0,315
2011-11-01,1,5230.0,315
2014-02-01,1,3524.62,316
2005-03-01,1,2305.0,316
2021-04-01,1,100.0,316
2013-06-01,1,8135.0,316
2013-10-01,1,720.0,316
2013-11-01,1,9548.0,316
2019-02-01,1,53.32,317
2010-06-01,2,3540.0,318
2004-07-01,1,590.0,318
2010-07-01,1,7620.0,318
2003-09-01,1,590.0,318
2004-01-01,1,4596.0,319
2005-01-01,1,3250.0,319
2006-01-01,4,16626.0,319
2008-01-01,4,9015.0,319
2001-02-01,1,180.0,319
2005-02-01,1,755.0,319
2007-03-01,4,4050.0,319
2009-03-01,1,3200.0,319
1999-04-01,1,3100.0,319
2007-04-01,2,5685.0,319
2002-05-01,1,2495.0,319
2006-05-01,1,890.0,319
1999-07-01,1,5162.5,319
2003-07-01,1,4255.0,319
2005-08-01,2,12660.0,319
2009-08-01,2,2770.0,319
2002-09-01,1,1420.0,319
2005-09-01,1,2680.0,319
2006-09-01,1,3380.0,319
2007-09-01,4,7599.0,319
2002-10-01,1,755.0,319
2003-10-01,1,570.0,319
2005-10-01,1,250.0,319
2007-10-01,3,5679.0,319
2009-10-01,2,6302.0,319
2003-11-01,1,1330.0,319
2009-11-01,1,1794.0,319
2003-12-01,1,1285.0,319
2005-12-01,1,4170.0,319
2007-12-01,2,6275.0,319
2009-12-01,1,5129.0,319
2014-10-01,1,3357.72,320
2016-11-01,1,2889.0,320
2021-01-01,1,1989.0,321
2016-02-01,1,400.0,321
2017-02-01,2,2340.0,321
2019-04-01,2,4530.0,321
2022-04-01,1,1992.0,321
2022-05-01,1,750.0,321
2009-06-01,1,1095.0,321
2020-07-01,1,2549.0,321
2014-08-01,1,3050.0,321
2022-08-01,1,1140.0,321
2013-09-01,1,3140.0,321
2015-09-01,1,200.0,321
2020-10-01,1,250.0,321
2021-11-01,1,625.0,321
2021-12-01,1,485.0,321
2016-08-01,1,503.54,322
2019-03-01,1,6080.16,323
2022-04-01,1,10145.28,323
2024-08-01,1,2869.0,323
2018-12-01,1,8371.6,323
2011-12-01,1,2870.0,324
2002-12-01,1,220.0,325
2017-01-01,1,245.37,326
2018-01-01,8,2496.2,326
2019-01-01,5,255.97,326
2017-02-01,1,663.31,326
2018-03-01,2,106.28,326
2022-03-01,1,48.36,326
2018-04-01,1,659.71,326
2019-04-01,1,638.77,326
2016-05-01,8,1596.15,326
2018-05-01,1,111.68,326
2016-06-01,72,8216.89,326
2019-06-01,1,51.41,326
2023-06-01,1,1620.8,326
2019-07-01,1,51.41,326
2017-08-01,1,723.64,326
2018-08-01,2,692.05,326
2019-08-01,2,277.31,326
2021-08-01,1,51.41,326
2018-09-01,1,51.41,326
2016-10-01,1,588.8,326
2018-10-01,1,47.05,326
2020-10-01,5,1552.22,326
2021-10-01,3,209.61,326
2015-11-01,18,2541.06,326
2020-11-01,5,839.11,326
2021-11-01,3,154.23,326
2022-11-01,1,1541.57,326
2023-11-01,1,1451.27,326
2015-12-01,1,601.67,326
2016-12-01,2,863.29,326
2019-12-01,1,51.41,326
2023-12-01,1,1107.8,326
2020-03-01,1,1060.0,327
2016-08-01,1,3337.82,328
2018-11-01,1,2140.0,328
2006-01-01,1,5450.0,329
2016-01-01,1,3730.0,329
2017-01-01,1,395.0,329
2020-01-01,3,21706.36,329
2021-01-01,2,8471.72,329
2023-01-01,1,1989.0,329
2006-02-01,3,12602.0,329
2007-02-01,2,4813.0,329
2012-02-01,1,4185.0,329
2014-02-01,2,8560.4,329
2023-02-01,1,5372.65,329
2014-03-01,1,5710.0,329
2018-03-01,1,1993.8,329
2023-03-01,3,11965.6,329
2020-04-01,2,9602.82,329
2021-04-01,1,4349.0,329
2022-04-01,1,7102.6,329
2024-04-01,1,2133.36,329
2011-05-01,1,6320.0,329
2012-05-01,2,7182.2,329
2017-05-01,1,3742.0,329
2020-05-01,1,4209.0,329
2021-05-01,3,10741.82,329
2023-05-01,3,10735.43,329
2024-05-01,1,1765.92,329
2016-06-01,1,2158.0,329
2017-06-01,2,5331.8,329
2018-06-01,2,8725.6,329
2020-06-01,1,4311.4,329
2022-06-01,2,6316.6,329
2023-06-01,3,9092.57,329
1998-07-01,1,295.0,329
2014-07-01,1,2250.0,329
2019-07-01,1,4464.6,329
2020-07-01,3,17765.4,329
2021-07-01,1,2954.12,329
2023-07-01,5,13692.93,329
2005-08-01,1,480.0,329
2018-08-01,1,4100.0,329
2019-08-01,2,8911.99,329
2004-09-01,1,200.0,329
2006-09-01,1,885.0,329
2013-09-01,2,8076.0,329
2014-09-01,2,5753.6,329
2018-09-01,1,5632.2,329
2019-09-01,1,5040.0,329
2021-09-01,1,6347.8,329
2022-09-01,1,4784.8,329
2002-10-01,1,295.0,329
2003-10-01,1,885.0,329
2007-10-01,1,3090.0,329
2014-10-01,2,11110.96,329
2015-10-01,2,7375.2,329
2016-10-01,3,12633.0,329
2017-10-01,3,11345.6,329
2020-10-01,1,2707.2,329
2003-11-01,1,2125.0,329
2007-11-01,1,1520.91,329
2012-11-01,1,1950.0,329
2013-11-01,3,8224.2,329
2014-11-01,1,4345.0,329
2019-11-01,1,5109.9,329
2022-11-01,1,4947.84,329
2004-12-01,1,2760.0,329
2014-12-01,1,4284.0,329
2015-12-01,1,4748.0,329
2018-12-01,1,2306.4,329
2020-12-01,1,4559.0,329
2021-12-01,1,4433.0,329
2016-01-01,1,3667.12,330
2006-02-01,2,5430.0,330
2007-02-01,1,6145.0,330
2012-02-01,1,800.0,330
2014-02-01,2,3640.0,330
2014-03-01,1,1770.0,330
2018-03-01,1,2964.08,330
2007-04-01,1,4630.0,330
2010-04-01,1,3995.0,330
2015-04-01,1,570.0,330
2007-05-01,1,3570.0,330
2012-05-01,1,1520.0,330
2017-05-01,1,4506.98,330
2016-06-01,1,4537.44,330
2017-06-01,2,8238.64,330
2018-06-01,2,6272.96,330
1998-07-01,1,1475.0,330
2014-07-01,1,1975.0,330
2019-07-01,1,2267.58,330
2018-08-01,1,2209.38,330
2019-08-01,2,5524.94,330
2006-09-01,1,3900.0,330
2013-09-01,2,400.0,330
2014-09-01,2,1850.0,330
2018-09-01,1,1798.5,330
2019-09-01,1,2349.4,330
2002-10-01,1,3795.0,330
2003-10-01,1,5725.0,330
2005-10-01,1,250.0,330
2006-10-01,1,400.0,330
2007-10-01,1,5730.0,330
2014-10-01,1,870.0,330
2015-10-01,2,8361.02,330
2016-10-01,3,12289.56,330
2017-10-01,3,12882.88,330
2003-11-01,1,4130.0,330
2007-11-01,1,3175.0,330
2013-11-01,2,2848.0,330
2014-11-01,1,1955.0,330
2014-12-01,1,1015.0,330
2015-12-01,1,680.0,330
2018-08-01,1,0.0,331
2015-01-01,1,1897.98,332
2000-03-01,1,180.0,332
2013-03-01,1,120.0,332
2015-03-01,2,6291.16,332
2010-07-01,1,120.0,332
2013-07-01,1,1120.0,332
2015-07-01,1,3350.04,332
2014-09-01,1,3154.56,332
2014-11-01,1,250.0,332
2014-01-01,1,2880.94,333
2017-01-01,1,2059.46,333
2023-01-01,2,8512.61,333
2019-02-01,1,5974.63,333
2019-03-01,2,11369.48,333
2013-04-01,1,5599.1,333
2019-04-01,1,6113.36,333
2015-05-01,1,7499.7,333
2017-05-01,1,5973.52,333
2020-05-01,1,6050.04,333
2022-05-01,1,3078.32,333
2014-06-01,2,7696.54,333
2015-06-01,1,2920.72,333
2020-06-01,1,9654.38,333
2011-07-01,1,240.0,333
2014-08-01,1,3467.64,333
2021-08-01,1,5241.68,333
2024-08-01,1,2568.51,333
2013-09-01,1,518.98,333
2019-09-01,7,44825.84,333
2013-10-01,1,5252.52,333
2016-10-01,1,9803.96,333
2019-10-01,1,8395.16,333
2021-10-01,4,19496.66,333
2023-10-01,1,2786.27,333
2021-11-01,1,4999.94,333
2021-12-01,1,4587.4,333
2007-01-01,1,2670.0,334
2011-01-01,2,2250.0,334
2013-01-01,6,7575.0,334
2014-01-01,1,1735.42,334
2015-01-01,1,5223.48,334
2016-01-01,1,7726.02,334
2018-01-01,2,14574.06,334
2020-01-01,1,8210.28,334
2021-01-01,1,3459.0,334
2009-02-01,1,7799.9,334
2010-02-01,1,8147.0,334
2012-02-01,2,7054.0,334
2013-02-01,2,4285.0,334
2014-02-01,2,6674.78,334
2015-02-01,1,8256.84,334
2018-02-01,1,9569.48,334
2019-02-01,1,4838.66,334
2020-02-01,1,3939.0,334
2008-03-01,5,13580.0,334
2009-03-01,4,14805.0,334
2010-03-01,1,960.0,334
2014-03-01,1,4738.16,334
2015-03-01,1,3424.64,334
2017-03-01,1,8197.56,334
2020-03-01,1,7082.92,334
2021-03-01,1,5752.62,334
2022-03-01,1,5319.0,334
2008-04-01,4,7054.0,334
2011-04-01,4,8789.0,334
2013-04-01,1,2892.0,334
2017-04-01,1,6111.42,334
2021-04-01,1,8362.82,334
2024-04-01,1,2222.98,334
2008-05-01,6,26223.25,334
2010-05-01,1,2450.0,334
2014-05-01,2,10767.56,334
2015-05-01,1,6518.46,334
2016-05-01,3,20816.1,334
2017-05-01,2,19839.0,334
2018-05-01,1,7064.12,334
2008-06-01,6,21090.0,334
2009-06-01,4,23100.0,334
2010-06-01,1,2137.0,334
2011-06-01,1,2570.0,334
2012-06-01,2,9991.0,334
2014-06-01,2,13721.46,334
2016-06-01,1,9476.74,334
2017-06-01,1,6362.0,334
2018-06-01,1,7750.78,334
2022-06-01,1,4432.52,334
2008-07-01,3,15410.45,334
2011-07-01,1,4587.0,334
2012-07-01,2,610.0,334
2014-07-01,1,6711.62,334
2020-07-01,1,8368.37,334
2022-07-01,2,11445.33,334
2007-08-01,3,11383.0,334
2008-08-01,4,23224.0,334
2011-08-01,1,3705.0,334
2013-08-01,1,1650.0,334
2014-08-01,1,2794.68,334
2015-08-01,2,14716.76,334
2017-08-01,2,12590.84,334
2018-08-01,2,13215.08,334
2019-08-01,1,6062.98,334
2007-09-01,3,14890.0,334
2009-09-01,5,14681.0,334
2012-09-01,1,1880.0,334
2013-09-01,3,6083.0,334
2014-09-01,3,19347.14,334
2017-09-01,1,9546.8,334
2018-09-01,1,5536.92,334
2021-09-01,1,5293.5,334
2022-09-01,1,3554.38,334
2007-10-01,2,3950.0,334
2008-10-01,4,14612.0,334
2009-10-01,2,9556.0,334
2011-10-01,1,7800.0,334
2013-10-01,1,1205.0,334
2014-10-01,2,7393.8,334
2016-10-01,1,5860.9,334
2007-11-01,1,570.0,334
2008-11-01,1,5626.0,334
2013-11-01,1,670.0,334
2015-11-01,1,2673.52,334
2018-11-01,1,7943.81,334
2007-12-01,1,2280.0,334
2008-12-01,2,4740.0,334
2009-12-01,1,575.0,334
2013-12-01,2,6459.28,334
2016-12-01,1,5759.14,334
2022-12-01,1,3694.41,334
2024-03-01,1,1050.33,335
2017-02-01,1,1000.0,336
2014-03-01,1,200.0,336
2020-10-01,1,1080.0,336
2020-01-01,1,4540.0,337
2021-04-01,2,8308.0,337
2023-04-01,1,1542.0,337
2020-06-01,1,4946.48,337
2017-07-01,1,2736.0,337
2019-07-01,1,9840.32,337
2006-10-01,1,2445.0,337
2011-10-01,1,2655.0,337
2008-11-01,1,3120.0,337
2021-11-01,1,1242.0,337
2016-12-01,1,4576.0,337
2019-12-01,1,6916.48,337
2016-01-01,1,650.0,338
2019-01-01,1,2685.0,338
2016-02-01,1,650.0,338
2018-02-01,1,2739.7,338
2018-03-01,1,6630.86,338
2023-03-01,1,4939.9,338
2005-04-01,1,3989.0,338
2018-04-01,1,6812.72,338
2007-05-01,2,5060.0,338
2016-05-01,3,10042.18,338
2023-05-01,2,4494.02,338
2003-06-01,1,1725.0,338
2016-06-01,2,8968.96,338
2017-06-01,1,2682.46,338
2018-06-01,1,1535.58,338
2016-07-01,1,2589.56,338
2018-07-01,1,2522.58,338
2016-08-01,1,3910.0,338
2019-08-01,1,200.0,338
2022-08-01,1,5517.7,338
2017-09-01,1,2913.28,338
2008-10-01,1,2525.0,338
2016-10-01,1,720.0,338
2017-10-01,1,5040.0,338
2018-10-01,1,3833.66,338
2009-11-01,1,4760.0,338
2012-12-01,1,200.0,338
2016-01-01,1,2686.76,339
2016-02-01,1,3134.64,339
2015-07-01,1,3040.44,339
2016-10-01,1,2368.36,339
2014-11-01,1,3362.94,339
2012-12-01,1,560.0,339
2018-01-01,1,5045.0,340
2022-01-01,3,9358.62,340
2023-01-01,6,13909.17,340
2018-02-01,2,5858.4,340
2019-02-01,2,8020.48,340
2021-02-01,1,4004.55,340
2022-02-01,3,8415.25,340
2023-02-01,1,3055.48,340
