NUMERO_DO_CASO,DATA_ABERTURA,TOTAL_CASOS,TOTAL_NAO_ABANDONADOS,TOTAL_ABANDONADOS,TOTAL_FATURADO_DOLAR,SERVICO_AGRUPADO
1876660,08/2018,1,0,1,2154.38,J;B;C
1876708,08/2018,1,1,0,8204.32,J;G;B;E;C
1876716,08/2018,1,0,1,1602.0,J;B;C
1876724,08/2018,1,1,0,9463.63,D;J;G;B;E;C
1876732,08/2018,1,1,0,8215.52,D;J;G;H;B;E;C
1876740,08/2018,1,0,1,9307.3,D;J;G;H;B;C
1877020,08/2018,1,1,0,6546.74,D;J;G;B;E;C
1877089,08/2018,1,1,0,7509.16,J;G;H;B;C
1877127,08/2018,1,1,0,6650.0,J;G;H;B;E
1877135,08/2018,1,0,1,2752.0,J;G;H
1877151,08/2018,1,1,0,5937.35,D;J;G;B;E;C
1949284,08/2019,1,0,1,7847.84,J;G;H;C
1949292,08/2019,1,0,1,3203.1,D;J;G;H;B
1949373,08/2019,1,1,0,13005.52,D;J;G;H;B;E;C
1949381,08/2019,1,1,0,5499.85,D;J;G;H;B;C
1949446,08/2019,1,0,1,11870.95,D;J;G;B;C
1949462,08/2019,1,0,1,4297.2,D;J;G;C
1949470,08/2019,1,0,1,686.99,J
1949527,08/2019,1,1,0,11538.86,J;G;H;B;E;C
1949543,08/2019,1,1,0,5919.0,D;J;G;H;B;E
1949551,08/2019,1,1,0,12350.99,J;G;H;B;C
1949560,08/2019,1,1,0,13013.42,J;G;H;B;C
1949624,08/2019,1,1,0,6074.18,D;J;G;B;E;C
1949675,08/2019,1,1,0,6328.42,D;J;G;B;E;C
1949705,08/2019,1,1,0,6542.32,J;G;H;B;E;C
1949748,08/2019,1,1,0,6683.99,J;G;H;B;E;C
1949764,08/2019,1,1,0,6571.6,J;G;B;E;C
1949772,08/2019,1,1,0,6509.42,J;G;B;E;C
1949780,08/2019,1,0,1,2807.72,J;G;B;C
1949853,08/2019,1,1,0,4244.53,J;G;B;E;C
1950029,08/2019,1,0,1,2092.69,J;C
1950053,08/2019,1,0,1,3650.98,J;C
1950061,08/2019,1,0,1,8600.56,J;G;H;C
1950312,08/2019,1,1,0,7720.8,D;J;G;H;B;C
1950592,08/2019,1,1,0,6443.48,J;G;B;E;C
1950606,08/2019,1,1,0,7034.34,J;G;B;E;C
1950665,08/2019,1,1,0,4933.18,I;D;J;G;H;C
1950703,08/2019,1,0,1,4020.0,B
1950789,08/2019,1,1,0,5319.0,D;J;G;H;B
1950800,08/2019,1,1,0,5366.78,D;J;G;B;E;C
1950827,08/2019,1,0,1,3563.34,J;G;C
1950975,08/2019,1,1,0,5114.76,J;G;H;C
1951050,08/2019,1,0,1,10393.2,J;G;H;B;C
1951068,08/2019,1,0,1,6289.46,D;J;G;H;B;C
1951084,08/2019,1,0,1,3010.72,D;J;G;C
1951092,08/2019,1,1,0,7989.0,D;J;G;H;B;E
1951106,08/2019,1,1,0,5712.48,J;G;A;B;E;C
1951319,08/2019,1,0,1,3829.0,D;J;G;H;B
1951416,08/2019,1,1,0,15838.8,D;J;G;H;B;C
1951459,08/2019,1,1,0,9800.28,D;J;G;H;B;E;C
1951467,08/2019,1,0,1,5053.38,D;J;H;C
1951475,08/2019,1,0,1,7505.96,D;J;G;H;B;C
1951491,08/2019,1,1,0,7992.82,J;G;H;B;E;C
1951645,08/2019,1,1,0,4549.0,D;J;G;H;B;E
1951653,08/2019,1,0,1,6311.81,D;J;G;B;C
1951661,08/2019,1,1,0,6419.62,D;J;G;H;B;E;C
1951688,08/2019,1,1,0,5582.01,J;G;B
1951734,08/2019,1,1,0,8029.12,J;G;B;E;C
1951793,08/2019,1,0,1,8811.7,D;J;G;H;C
1951831,08/2019,1,1,0,6389.82,D;J;G;B;E;C
1951890,08/2019,1,0,1,4298.66,J;G;C
1951904,08/2019,1,0,1,2127.32,D;J;G
1951971,08/2019,1,1,0,2670.69,J;G;C
1951980,08/2019,1,1,0,3993.2,J;G;B;E;C
1952005,08/2019,1,1,0,3132.0,J;G;H;B
1952048,08/2019,1,1,0,10751.82,J;G;B;E;C
1952056,08/2019,1,1,0,9496.3,D;J;G;B;E;C
1952072,08/2019,1,1,0,7077.72,J;G;H;B;E;C
1952099,08/2019,1,1,0,9128.94,D;J;G;H;B;E;C
1952110,08/2019,1,0,1,4980.15,D;J;G;H;B
1952129,08/2019,1,1,0,8580.25,J;G;B;C
1952137,08/2019,1,1,0,6574.62,J;G;H;B;E;C
1952269,08/2019,1,1,0,7933.02,D;J;G;H;B;E;C
1952412,08/2019,1,1,0,3727.54,J;G;H;C
1952455,08/2019,1,0,1,5740.88,D;J;G;H;C
1952617,08/2019,1,1,0,6415.86,J;G;B;E;C
1952641,08/2019,1,1,0,5222.14,D;J;G;C
1952692,08/2019,1,1,0,4132.44,J;G;H;C
1952773,08/2019,1,0,1,6593.92,J;C
1952978,08/2019,1,0,1,2451.59,D;J;G;B;E
1953001,08/2019,1,1,0,6841.14,D;J;G;B;E;C
1953010,08/2019,1,0,1,5635.82,J;G;H;B;C
1953028,08/2019,1,0,1,4179.44,J;G;H;C
1953036,08/2019,1,1,0,5856.68,J;G;B;E;C
1953044,08/2019,1,0,1,3368.01,D;J;G;C
1953052,08/2019,1,0,1,5979.93,J;G;B;E;C
1953257,08/2019,1,0,1,3479.49,J;C
1953265,08/2019,1,1,0,8953.36,D;J;G;B;C
1953273,08/2019,1,0,1,4206.0,J;G;H;B;C
1953281,08/2019,1,1,0,7278.86,D;J;G;B;E;C
1953290,08/2019,1,0,1,2643.52,J;C
1953303,08/2019,1,1,0,5629.0,D;J;G;H;B;E
1953575,08/2019,1,0,1,10562.74,D;J;G;H;B;C
1953583,08/2019,1,1,0,5415.56,J;G;H;B;E;C
1953613,08/2019,1,1,0,6838.32,D;J;G;B;E;C
1953621,08/2019,1,0,1,5602.0,D;J;G;H;B
1953630,08/2019,1,0,1,5152.0,D;J;G;H;B
1953710,08/2019,1,0,1,9214.46,D;J;G;H;B;C
1953729,08/2019,1,1,0,9429.97,D;J;G;H;B;E;C
1953753,08/2019,1,0,1,2700.12,J;B;C
1953761,08/2019,1,1,0,5362.9,J;G;B;C
1953818,08/2019,1,0,1,3532.0,D;J;G;H;B
1953826,08/2019,1,1,0,1017.1,B;E
1954415,08/2019,1,1,0,6062.98,J;G;H;B;E;C
1954490,08/2019,1,1,0,7872.68,D;J;G;H;B;E;C
1954571,08/2019,1,1,0,7777.5,J;G;H;B;C
1954580,08/2019,1,0,1,1133.54,G;B
1954598,08/2019,1,1,0,2101.54,G;B;E
1954601,08/2019,1,0,1,1992.74,G;B;E
1954679,08/2019,1,1,0,3512.96,G;B;E
1954695,08/2019,1,1,0,6748.66,D;J;G;H;B;E;C
1954750,08/2019,1,1,0,5119.0,D;J;G;H;B;E
1955209,08/2019,1,0,1,1478.75,J;B
1955420,08/2019,1,1,0,5063.33,D;J;G;H;B;E;C
1955934,08/2019,1,1,0,6148.98,J;G;H;B;C
2051842,08/2020,1,1,0,5957.56,J;G;H;B;E;C
2051850,08/2020,1,1,0,6798.17,J;G;B;E;C
2051877,08/2020,1,1,0,3357.47,J;G;H;A;C
2052067,08/2020,1,1,0,6026.8,J;G;B;E;C
2052130,08/2020,1,0,1,14629.2,J;G;H;C
2052156,08/2020,1,0,1,1747.7,J;C
2052210,08/2020,1,1,0,8258.76,D;J;G;B;E;C
2052229,08/2020,1,1,0,7446.36,D;J;G;B;E;C
2052237,08/2020,1,1,0,3057.99,J;G;B;E;C
2052610,08/2020,1,1,0,4801.23,J;G;H;B;C
2052628,08/2020,1,1,0,2620.49,J;G;C
2052636,08/2020,1,1,0,3162.0,J;G;H;B;E
2052644,08/2020,1,1,0,2674.24,J;G;B;C
2052679,08/2020,1,0,1,1573.07,J;B;C
2052687,08/2020,1,1,0,4613.23,J;H;B;E;C
2052784,08/2020,1,1,0,7358.11,D;J;G;H;C
2052849,08/2020,1,0,1,4072.22,J;G;B;C
2052865,08/2020,1,1,0,7687.7,J;G;B;E;C
2052903,08/2020,1,0,1,2400.0,B
2060183,08/2020,1,1,0,8256.9,D;J;G;H;B;E;C
2060310,08/2020,1,1,0,3412.0,J;G;B
2060531,08/2020,1,1,0,4091.31,J;G;B;E;C
2060574,08/2020,1,1,0,4148.57,J;G;B
2060612,08/2020,1,1,0,3784.75,G;A;B
2060760,08/2020,1,0,1,2421.8,J;G;C
2060779,08/2020,1,1,0,3216.0,D;J;G;E;C
2060930,08/2020,1,1,0,4375.0,D;J;G;B;E;C
2060949,08/2020,1,0,1,3931.68,J;C
2061090,08/2020,1,0,1,1542.0,J;B
2061104,08/2020,1,1,0,5734.82,J;G;B;E;C
2061287,08/2020,1,1,0,7072.97,J;G;H;B;E;C
2061295,08/2020,1,1,0,7101.24,D;J;G;B;E;C
2061309,08/2020,1,1,0,4393.92,J;G;H;B;E;C
2061570,08/2020,1,1,0,3794.62,D;J;G;H;C
2061627,08/2020,1,1,0,8620.1,J;G;H;C
2061783,08/2020,1,0,1,1989.5,D;J;G
2061813,08/2020,1,1,0,3212.08,G;H;B;E
2061821,08/2020,1,1,0,5546.17,G;H;B
2061830,08/2020,1,1,0,11748.6,J;G;H;C
2061848,08/2020,1,1,0,185.0,I;A;B;C
2062240,08/2020,1,1,0,5971.2,J;G;H;B;E;C
2062259,08/2020,1,1,0,8309.18,D;J;G;B;E;C
2062267,08/2020,1,1,0,3029.0,D;J;G;H;E
2062283,08/2020,1,1,0,3029.0,D;J;G;H;E
2062291,08/2020,1,1,0,4179.0,D;J;G;H;B
2062305,08/2020,1,1,0,3879.0,D;J;G;H;B
2062313,08/2020,1,1,0,3029.0,D;J;G;H;E
2062321,08/2020,1,1,0,3029.0,D;J;G;H;E
2062330,08/2020,1,1,0,3979.0,D;J;G;H;B
2062348,08/2020,1,1,0,3029.0,D;J;G;H;E
2062356,08/2020,1,0,1,3789.0,D;J;G;H;B
2062399,08/2020,1,1,0,4789.0,D;J;G;H;B;E
2062410,08/2020,1,1,0,4311.0,J;G;H;B;C
2062445,08/2020,1,0,1,5387.28,J;G;H;B;C
2062496,08/2020,1,1,0,685.04,J;G
2062500,08/2020,1,1,0,10695.48,J;G;H;C
2062534,08/2020,1,1,0,685.04,J;G
2062585,08/2020,1,1,0,6389.59,D;J;G;B;E;C
2062666,08/2020,1,1,0,2379.96,A;B;E
2062674,08/2020,1,1,0,2302.48,A;B;E
2062720,08/2020,1,1,0,2826.4,A;B;E
2062739,08/2020,1,0,1,5490.0,D;J;G;H;B
2062747,08/2020,1,0,1,2250.65,J;G;C
2062771,08/2020,1,1,0,5124.0,D;J;G;H;B;E
2062780,08/2020,1,1,0,5124.0,D;J;G;H;B;E
2062798,08/2020,1,1,0,5124.0,D;J;G;H;B;E
2062801,08/2020,1,1,0,5124.0,D;J;G;H;B;E
2062852,08/2020,1,1,0,3202.0,J;G;H;B
2062887,08/2020,1,0,1,3339.0,D;J;G;H;B
2062909,08/2020,1,1,0,6858.42,D;J;G;B;E;C
2062917,08/2020,1,1,0,4691.58,J;G;B;E;C
2062941,08/2020,1,1,0,5893.79,D;J;G;B;E;C
2062950,08/2020,1,1,0,3104.28,J;G;H;B;C
2062968,08/2020,1,0,1,610.7,A
2062976,08/2020,1,0,1,985.83,A;B
2062984,08/2020,1,1,0,1181.94,A;E
2063000,08/2020,1,1,0,1306.95,A;E
2063018,08/2020,1,1,0,661.77,E
2063026,08/2020,1,0,1,1281.82,A;E
2063034,08/2020,1,1,0,700.72,E
2063042,08/2020,1,1,0,1309.14,A;E
2063050,08/2020,1,1,0,2079.92,B;E
2063069,08/2020,1,1,0,1263.22,A;E
2063077,08/2020,1,1,0,1221.6,A;E
2063085,08/2020,1,1,0,1540.24,B;E
2063093,08/2020,1,1,0,2100.0,B;E
2063107,08/2020,1,1,0,1894.52,B;E
2063115,08/2020,1,1,0,2113.05,B;E
2063123,08/2020,1,0,1,610.7,A
2063131,08/2020,1,1,0,1860.0,B;E
2063140,08/2020,1,0,1,610.7,A
2063182,08/2020,1,1,0,7424.0,D;J;G;H;B;E
2063190,08/2020,1,1,0,7424.0,D;J;G;H;B;E
2063204,08/2020,1,1,0,7424.0,D;J;G;H;B;E
2063212,08/2020,1,1,0,7424.0,D;J;G;H;B;E
2063255,08/2020,1,1,0,7477.66,D;J;G;H;C
2063301,08/2020,1,1,0,3554.56,D;J;G;H;B;E;C
2063310,08/2020,1,1,0,3552.0,D;J;G;H;B;E;C
2063344,08/2020,1,1,0,3885.5,G;H;A;B;E
2063611,08/2020,1,1,0,5454.95,J;G;B;E;C
2063620,08/2020,1,1,0,6695.46,J;G;B;E;C
2064014,08/2020,1,1,0,4090.46,D;J;G;B;E;C
2064073,08/2020,1,0,1,7538.78,D;J;G;H;B;C
2064162,08/2020,1,1,0,7272.53,D;J;G;A;B;E;C
2064324,08/2020,1,1,0,6023.05,D;J;G;H;B;E;C
2064332,08/2020,1,1,0,6410.62,D;J;G;H;B;E;C
2064375,08/2020,1,0,1,1673.1,D;J;G;H
2064464,08/2020,1,1,0,2324.0,D;J;G;H;E;C
2064472,08/2020,1,1,0,2323.2,D;J;G;H;E;C
2064499,08/2020,1,1,0,2349.92,D;J;G;H;E;C
2064570,08/2020,1,1,0,4419.9,D;J;G;B;E;C
2064650,08/2020,1,1,0,5186.8,D;J;G;H;A;B;E
2064669,08/2020,1,1,0,8358.12,D;J;G;B;E;C
2064693,08/2020,1,0,1,2350.0,A;B;E
2064723,08/2020,1,1,0,7067.32,J;G;H;C
2064790,08/2020,1,1,0,505.83,D;J;G
2064863,08/2020,1,0,1,3319.0,D;J;G;H;B
2064880,08/2020,1,1,0,3346.0,J;G;H;B;C
2065037,08/2020,1,0,1,289.89,D;J
2065053,08/2020,1,0,1,289.89,D;J
2065088,08/2020,1,0,1,289.89,D;J
2065215,08/2020,1,0,1,97.17,D
2065223,08/2020,1,0,1,97.17,D
2196794,08/2021,1,1,0,6429.0,D;J;G;H;B;E
2196808,08/2021,1,1,0,6359.0,D;J;G;H;B;E
2196859,08/2021,1,1,0,2266.91,G;H;A;B
2197111,08/2021,1,1,0,2151.57,G;A;B
2197138,08/2021,1,1,0,2700.0,J;G;B;C
2197146,08/2021,1,1,0,2989.28,D;J;G;C
2197308,08/2021,1,1,0,6819.0,D;J;G;H;B;E
2197316,08/2021,1,1,0,8685.0,J;G;H;C
2199700,08/2021,1,1,0,7303.93,D;J;G;A;B;E;C
2199718,08/2021,1,1,0,5397.5,D;J;G;H;C
2199726,08/2021,1,1,0,6165.24,D;J;G;H;B;C
2199734,08/2021,1,1,0,4241.77,J;G;H;B
2200007,08/2021,1,1,0,4888.0,J;G;B;E;C
2200023,08/2021,1,1,0,6900.81,D;J;G;H;C
2200228,08/2021,1,1,0,5873.18,D;J;G;B;E;C
2200236,08/2021,1,1,0,6130.59,D;J;G;H;B;C
2200333,08/2021,1,1,0,5642.1,D;J;G;H;A;B
2200554,08/2021,1,1,0,7234.46,J;G;H;B;C
2200589,08/2021,1,1,0,2559.0,D;J;G;E
2200597,08/2021,1,0,1,2118.12,J;C
2200600,08/2021,1,0,1,1224.21,D;J
2200775,08/2021,1,1,0,6270.83,D;J;G;H;B;C
2200783,08/2021,1,1,0,6769.54,D;J;G;H;B;C
2200945,08/2021,1,1,0,5371.59,J;G;B;E;C
2201127,08/2021,1,1,0,4027.0,J;G;H;B
2201445,08/2021,1,0,1,772.24,J
2201739,08/2021,1,1,0,6925.68,D;J;G;B;C
2201747,08/2021,1,1,0,6183.42,D;J;G;H;C
2201755,08/2021,1,0,1,9168.02,J;H;B;C
2201763,08/2021,1,1,0,5413.68,J;G;B;E;C
2201801,08/2021,1,1,0,2962.0,J;G;H;A
2201810,08/2021,1,1,0,50.0,A
2202050,08/2021,1,0,1,4299.0,D;J;G;H;B
2202069,08/2021,1,0,1,4299.0,D;J;G;H;B
2202077,08/2021,1,1,0,3172.81,J;G;C
2202085,08/2021,1,1,0,2234.26,J;G;C
2202093,08/2021,1,1,0,5184.48,J;G;B;E;C
2202107,08/2021,1,0,1,5225.92,D;J;C
2202310,08/2021,1,1,0,2461.82,G;H;A;B;E
2202328,08/2021,1,0,1,4975.0,J;G;H;B;C
2202336,08/2021,1,1,0,4886.25,D;J;G;H;C
2202344,08/2021,1,1,0,4549.48,D;J;G;H;B;C
2202352,08/2021,1,1,0,5008.96,D;J;G;C
2202360,08/2021,1,0,1,3854.22,D;J;H;C
2202379,08/2021,1,0,1,2379.0,D;J;G;A
2202450,08/2021,1,1,0,4418.82,D;J;G;H;C
2202468,08/2021,1,1,0,5241.68,D;J;G;B;C
2202573,08/2021,1,1,0,3242.0,D;J;G;H
2202581,08/2021,1,1,0,4124.54,J;G;H;B;C
2202760,08/2021,1,1,0,4045.46,D;J;G;C
2202930,08/2021,1,0,1,2479.0,D;J;G;A
2203030,08/2021,1,1,0,8859.0,D;J;G;H;A;B
2203049,08/2021,1,1,0,3137.94,J;G;C
2203057,08/2021,1,1,0,6659.4,J;G;H;B;E;C
2203120,08/2021,1,1,0,5236.37,D;J;G;H;B;C
2203189,08/2021,1,1,0,438.0,I;C
2203278,08/2021,1,1,0,6797.88,D;J;G;H;B;C
2203286,08/2021,1,0,1,3651.0,J;G;H;B;C
2203294,08/2021,1,1,0,5129.0,D;J;G;H;B;E
2203588,08/2021,1,1,0,2685.17,D;J;G;H;C
2203782,08/2021,1,1,0,1314.88,J;G;C
2203790,08/2021,1,1,0,6043.72,D;J;G;H;B;E
2203812,08/2021,1,1,0,4706.1,D;J;G;H;B;E
2203820,08/2021,1,1,0,3608.96,J;G;H;C
2203855,08/2021,1,0,1,1423.9,J;B;C
2203944,08/2021,1,1,0,4171.11,G;H;A;B;E
2204401,08/2021,1,0,1,1000.7,J;C
2204410,08/2021,1,0,1,850.1,J;C
2204436,08/2021,1,1,0,4623.36,D;J;G;B;C
2204452,08/2021,1,0,1,1049.6,J;C
2204460,08/2021,1,0,1,6033.26,D;J;G;H;B;C
2204479,08/2021,1,1,0,3418.29,J;G;H;B;C
2204819,08/2021,1,0,1,1328.56,J
2204851,08/2021,1,0,1,889.6,J;C
2204860,08/2021,1,0,1,1156.1,J;C
2204878,08/2021,1,1,0,3583.8,J;G;H;B;E;C
2205106,08/2021,1,0,1,1028.3,J;C
2205114,08/2021,1,1,0,1300.0,G;A;E
2205122,08/2021,1,1,0,9622.6,D;J;G;A;B;E;C
2205203,08/2021,1,0,1,6561.66,J;G;H;C
2205211,08/2021,1,1,0,5799.0,D;J;G;H;B;E
2205319,08/2021,1,0,1,9768.26,J;G;H;A;B;C
2205408,08/2021,1,1,0,9404.05,J;G;H;B;C
2205416,08/2021,1,1,0,4419.94,J;G;B;C
2205572,08/2021,1,1,0,6675.51,D;J;G;H;B;C
2205580,08/2021,1,1,0,3240.82,D;J;G;C
2205599,08/2021,1,1,0,5491.76,D;J;G;H;C
2205734,08/2021,1,1,0,4861.44,D;J;G;B;C
2205866,08/2021,1,1,0,1424.76,J;G;C
2205874,08/2021,1,1,0,5003.5,D;J;G;B;E;C
2205963,08/2021,1,1,0,6275.23,J;G;H;B;C
2206013,08/2021,1,1,0,1582.57,G;H;A;B;E
2206501,08/2021,1,1,0,4254.32,J;G;H;C
2206510,08/2021,1,0,1,2438.14,J;B;C
2206595,08/2021,1,1,0,2272.0,J;G;H
2206650,08/2021,1,1,0,2513.86,J;G;C
2207117,08/2021,1,0,1,8794.28,D;J;G;H;C
2207176,08/2021,1,1,0,6971.15,D;J;G;A;B;E;C
2207311,08/2021,1,1,0,800.0,A;B
2207370,08/2021,1,1,0,5184.79,J;G;B;C
2207397,08/2021,1,1,0,5170.49,J;G;B;C
2207516,08/2021,1,0,1,5169.0,D;J;G;H;B;E
2207788,08/2021,1,1,0,3040.39,J;G;C
2207982,08/2021,1,0,1,1926.18,J;C
2207990,08/2021,1,1,0,2036.0,J;G;C
2208032,08/2021,1,1,0,3471.0,J;G;H;B;C
2208059,08/2021,1,0,1,1542.0,J;B
2208091,08/2021,1,0,1,1286.0,J
2208164,08/2021,1,1,0,4474.67,J;G;H;B
2208180,08/2021,1,0,1,3032.58,J;B;C
2208199,08/2021,1,0,1,4089.62,J;G;B;C
2208334,08/2021,1,1,0,3108.47,J;G;B
2208369,08/2021,1,1,0,2473.55,J;G;H;C
2208377,08/2021,1,0,1,2379.0,D;J;G;H
2208431,08/2021,1,1,0,909.81,G;H;A;E
2208466,08/2021,1,1,0,5360.88,D;J;G;H;B;C
2208474,08/2021,1,1,0,4162.44,D;J;G;B;C
2208563,08/2021,1,0,1,1770.54,J;C
2208571,08/2021,1,1,0,6185.0,J;G;H;B;C
2316137,08/2022,1,1,0,2752.0,J;G;H;B
2316145,08/2022,1,1,0,35050.1,J;G;H;B;C
2316153,08/2022,1,0,1,3256.34,D;J;G;C
2316161,08/2022,1,1,0,15715.56,D;J;G;H;C
2316307,08/2022,1,1,0,6270.47,J;G;H;B;C
2316536,08/2022,1,1,0,3773.74,D;J;G;C
2316544,08/2022,1,1,0,5167.17,D;J;G;C
2316587,08/2022,1,0,1,2202.0,J;H
2316617,08/2022,1,1,0,1091.92,J;G;C
2316714,08/2022,1,0,1,856.77,J;C
2316730,08/2022,1,0,1,1812.8,D;J;C
2316749,08/2022,1,0,1,2185.2,D;J;C
2317214,08/2022,1,1,0,7216.48,J;G;B;C
2317222,08/2022,1,1,0,1062.79,J;B;C
2317230,08/2022,1,1,0,975.61,J;C
2317265,08/2022,1,0,1,712.0,I;C
2317281,08/2022,1,1,0,3373.52,J;G;H;B;C
2317710,08/2022,1,0,1,2252.0,J;G;B
2317826,08/2022,1,1,0,5055.65,D;J;G;A;B;E
2317834,08/2022,1,1,0,7570.91,D;J;G;H;B;E;C
2317850,08/2022,1,1,0,4553.58,D;J;G;B;C
2318008,08/2022,1,1,0,3860.59,J;G;H;B;C
2318105,08/2022,1,1,0,630.0,G;H;A
2318113,08/2022,1,1,0,2793.1,J;G;H;B
2318130,08/2022,1,1,0,4892.72,D;J;G;H;C
2318156,08/2022,1,0,1,1119.64,J;C
2318172,08/2022,1,1,0,1140.0,D;G;A
2318199,08/2022,1,1,0,4909.0,D;J;G;H;A;B;E
2318202,08/2022,1,1,0,2084.95,J;G;C
2318210,08/2022,1,1,0,4997.35,J;G;H;C
2318237,08/2022,1,1,0,1246.83,J;G;C
2318261,08/2022,1,1,0,7918.11,D;J;G;B;C
2318288,08/2022,1,1,0,6192.2,D;J;G;A;B;E;C
2318296,08/2022,1,0,1,5189.0,D;J;G;H;B
2318300,08/2022,1,1,0,5517.7,J;G;C
2318326,08/2022,1,1,0,2710.87,D;J;B;C
2318598,08/2022,1,0,1,2814.63,J;B;C
2318610,08/2022,1,1,0,5919.52,J;G;B;C
2318628,08/2022,1,1,0,1033.83,J;C
2318636,08/2022,1,0,1,5312.26,J;G;H;C
2318644,08/2022,1,1,0,936.31,J;C
2318660,08/2022,1,1,0,3270.0,D;F;G
2318768,08/2022,1,1,0,8006.11,D;J;G;H;B;E;C
2318776,08/2022,1,1,0,5833.06,J;G;H;B;C
2318806,08/2022,1,1,0,4571.1,D;J;G;C
2318814,08/2022,1,1,0,6292.07,J;G;H;C
2318822,08/2022,1,1,0,858.94,J;C
2318873,08/2022,1,1,0,8942.41,J;G;H;B;C
2318903,08/2022,1,1,0,2990.0,J;G;H
2319080,08/2022,1,1,0,44.68,A
2319098,08/2022,1,1,0,5556.17,J;G;C
2319110,08/2022,1,1,0,3062.7,D;J;G;C
2319160,08/2022,1,1,0,3707.9,J;G;C
2319217,08/2022,1,1,0,1150.75,J;G;C
2319241,08/2022,1,1,0,1647.14,J;G;C
2319578,08/2022,1,1,0,3388.7,J;G;C
2319586,08/2022,1,1,0,6619.62,J;G;H;B;E;C
2319594,08/2022,1,1,0,3250.98,D;J;G;B;C
2319608,08/2022,1,1,0,2786.82,J;G;C
2319624,08/2022,1,1,0,679.0,B;E
2319632,08/2022,1,1,0,5870.25,D;J;G;B;C
2319659,08/2022,1,1,0,142.13,E
2319667,08/2022,1,0,1,756.35,B;E
2319675,08/2022,1,1,0,679.0,B;E
2319683,08/2022,1,1,0,1755.7,B;E
2319691,08/2022,1,1,0,865.08,B;E
2319756,08/2022,1,1,0,3577.0,D;J;G;H;B
2319772,08/2022,1,1,0,688.46,B;E
2319829,08/2022,1,1,0,679.0,B;E
2319845,08/2022,1,1,0,4639.4,J;G;A;B;C
2319888,08/2022,1,1,0,2479.64,J;G;H;C
2319926,08/2022,1,1,0,2243.34,J;G;C
2320126,08/2022,1,1,0,4924.0,D;J;G;H;A;B
2320207,08/2022,1,1,0,13045.91,D;J;G;H;B;C
2320215,08/2022,1,0,1,2299.0,D;J;G
2320240,08/2022,1,1,0,3461.98,D;J;G;C
2320258,08/2022,1,1,0,5287.29,J;G;B;C
2320746,08/2022,1,1,0,2105.14,J;G;H;B;C
2320754,08/2022,1,1,0,4890.83,D;J;G;B;E;C
2320762,08/2022,1,1,0,6988.81,D;J;G;B;C
2320770,08/2022,1,1,0,883.25,J;G;C
2320789,08/2022,1,0,1,1420.9,J;C
2320797,08/2022,1,1,0,1892.0,J;G
2320819,08/2022,1,1,0,3128.57,J;G;H;B;C
2321653,08/2022,1,1,0,3162.0,J;G;H
2321661,08/2022,1,0,1,10434.9,J;H;B;C
2321670,08/2022,1,0,1,2412.0,J;G
2321688,08/2022,1,1,0,1260.66,J;G;C
2321696,08/2022,1,0,1,1482.0,J;H
2321718,08/2022,1,1,0,74.13,D
2321777,08/2022,1,1,0,3416.42,J;G;H;C
2321840,08/2022,1,0,1,1646.0,J;B;C
2321947,08/2022,1,0,1,4126.68,J;B;C
2321955,08/2022,1,1,0,3703.2,D;J;G;A;B
2321963,08/2022,1,1,0,3703.2,D;J;G;A;B
2321998,08/2022,1,1,0,6439.61,D;J;G;H;B;C
2322013,08/2022,1,1,0,5397.6,D;J;G;H;B;C
2322021,08/2022,1,1,0,2839.46,J;G;H;C
2322196,08/2022,1,1,0,4925.53,J;G;H;B;C
2323052,08/2022,1,1,0,1608.17,J;G;C
2323141,08/2022,1,1,0,8626.66,J;G;H;C
2323150,08/2022,1,1,0,3211.79,D;J;G;C
2323184,08/2022,1,1,0,5149.48,D;J;G;H;C
2323230,08/2022,1,0,1,3268.94,D;J;G;B;C
2323257,08/2022,1,1,0,2251.77,J;G;C
2323346,08/2022,1,1,0,1812.0,J;G
2323370,08/2022,1,1,0,14975.96,J;G;H;B;C
2323397,08/2022,1,1,0,2451.75,D;J;G;H;A;E
2323443,08/2022,1,0,1,4005.5,D;J;G;H;C
2323630,08/2022,1,1,0,2052.0,J;G
2323699,08/2022,1,1,0,2272.0,J;G;H
2323702,08/2022,1,1,0,5539.4,J;G;H;B;C
2323729,08/2022,1,1,0,1588.6,D;J
2323737,08/2022,1,1,0,1519.74,D;J
2323761,08/2022,1,1,0,1190.8,J;G
2323770,08/2022,1,1,0,2410.22,J;G;H;C
2323788,08/2022,1,1,0,1164.8,J;G
2323800,08/2022,1,0,1,2961.78,J;H;B;C
2324180,08/2022,1,0,1,1869.0,J;H
2324199,08/2022,1,0,1,2147.92,D;J;B;C
2324407,08/2022,1,1,0,2781.72,D;J;G;C
2324504,08/2022,1,1,0,6868.28,D;J;G;B;C
2324539,08/2022,1,0,1,2666.08,J;C
2324563,08/2022,1,0,1,1633.5,J;C
2324571,08/2022,1,1,0,924.47,J;C
2324580,08/2022,1,1,0,3824.48,J;G;C
2324598,08/2022,1,1,0,3237.26,J;G;C
2324610,08/2022,1,1,0,7230.98,D;J;G;H;C
2324628,08/2022,1,1,0,5243.06,J;G;H;B;E;C
2324709,08/2022,1,1,0,6824.4,D;J;G;H;C
2324717,08/2022,1,1,0,4634.84,D;J;G;C
