NUMERO_DO_CASO,DATA_ABERTURA,TOTAL_CASOS,TOTAL_NAO_ABANDONADOS,TOTAL_ABANDONADOS,TOTAL_FATURADO_DOLAR,SERVICO_AGRUPADO
46027,01/2000,1,0,1,845.0,A;B;C
80454,01/2000,1,1,0,885.0,D;A
91391,01/2000,1,0,1,220.0,E
108855,01/2000,1,1,0,885.0,D;A
278599,01/2000,1,0,1,1180.0,D;A
107271,01/2001,1,0,1,440.0,D
175781,01/2001,1,0,1,3520.0,A;B;C
175790,01/2001,1,0,1,2840.0,A;B;E;C
205427,01/2001,1,0,1,300.0,D;B
287202,01/2001,1,0,1,4856.75,D;A;B;E;C
490660,01/2001,1,0,1,1273.5,B
494500,01/2001,1,0,1,710.0,A;B;C
512214,01/2002,1,0,1,940.0,D;E
512230,01/2002,1,0,1,340.0,D;E
512273,01/2002,1,1,0,2352.5,A;B;E;C
512532,01/2002,1,0,1,2507.5,A;B;E;C
512990,01/2002,1,0,1,-530.0,A;B
513385,01/2002,1,0,1,230.0,A;B
513636,01/2002,1,0,1,2105.0,A;B;E;C
514276,01/2002,1,1,0,2545.0,A;B;E;C
514373,01/2002,1,0,1,710.0,A;B;C
514411,01/2002,1,0,1,1770.0,D;A
514535,01/2002,1,1,0,1690.0,D;E
514780,01/2002,1,0,1,1300.0,D;A
515876,01/2002,1,0,1,4930.0,D;A;B;E;C
601810,01/2003,1,0,1,3460.0,D;B;E
601888,01/2003,1,0,1,2800.0,D;A;B;E;C
602531,01/2003,1,0,1,816.0,F;A;B
602590,01/2003,1,0,1,1475.0,D;A
602752,01/2003,1,0,1,5250.0,D;A;B;E
603031,01/2003,1,0,1,1171.0,D;B
603180,01/2003,1,0,1,3250.0,D;B;E
603198,01/2003,1,0,1,2130.0,D;A;B
603201,01/2003,1,0,1,2080.0,D;A;B
603252,01/2003,1,0,1,180.0,B
603260,01/2003,1,0,1,1805.0,A;B;E
604755,01/2003,1,0,1,570.0,E
604852,01/2003,1,0,1,2275.0,A;B;E;C
604909,01/2003,1,1,0,570.0,E
605670,01/2003,1,0,1,220.0,E
606499,01/2003,1,0,1,800.0,B
606634,01/2003,1,0,1,1380.0,A;B;E
666327,01/2004,1,0,1,440.0,D
666700,01/2004,1,0,1,230.0,A;B
666769,01/2004,1,0,1,590.0,A
666793,01/2004,1,1,0,738.0,E
666807,01/2004,1,0,1,1495.0,D;A
666955,01/2004,1,0,1,297.5,E
666980,01/2004,1,0,1,2825.0,A;B;E;C
667013,01/2004,1,0,1,3308.63,A;B;E;C
667102,01/2004,1,0,1,985.0,D;A;E
667455,01/2004,1,0,1,4713.0,A;B;C
667650,01/2004,1,0,1,2320.0,A;B;E;C
667676,01/2004,1,0,1,627.0,D;B
667749,01/2004,1,1,0,8730.0,A;B;C
667951,01/2004,1,0,1,484.5,E
668117,01/2004,1,0,1,1180.0,D;A
669105,01/2004,1,0,1,650.0,E
669245,01/2004,1,0,1,570.0,E
669318,01/2004,1,0,1,250.0,B
669458,01/2004,1,1,0,4565.0,A;B;C
669580,01/2004,1,0,1,6140.0,B;E
669601,01/2004,1,0,1,6440.0,B;E
669610,01/2004,1,0,1,3585.0,A;B;E;C
669814,01/2004,1,0,1,513.0,E
669946,01/2004,1,0,1,570.0,E
669997,01/2004,1,0,1,4700.0,B
670073,01/2004,1,0,1,450.0,B
670200,01/2004,1,0,1,4596.0,B
728683,01/2005,1,0,1,2610.0,D;B
728853,01/2005,1,0,1,250.0,B
728896,01/2005,1,0,1,800.0,B
728918,01/2005,1,0,1,3865.0,A;B
728950,01/2005,1,0,1,1882.75,A;B;E;C
729175,01/2005,1,0,1,5325.6,B
729183,01/2005,1,1,0,4275.0,B;E
729205,01/2005,1,0,1,2380.0,B;E
729248,01/2005,1,0,1,3490.0,D;B
729647,01/2005,1,0,1,3250.0,B
729701,01/2005,1,0,1,3606.25,A;B;E;C
729710,01/2005,1,0,1,710.0,D
729787,01/2005,1,0,1,1897.5,D;B
730106,01/2005,1,1,0,2830.0,B;E
730211,01/2005,1,0,1,2905.0,B;E
730220,01/2005,1,0,1,2525.0,A;B;E;C
730300,01/2005,1,0,1,5980.0,A;B
731242,01/2005,1,0,1,1300.0,A;B;C
731250,01/2005,1,0,1,4137.5,A;B;C
731544,01/2005,1,1,0,5142.0,A;B;E;C
731650,01/2005,1,0,1,12146.5,G;A;B
731722,01/2005,1,0,1,1912.5,A;B;E;C
731803,01/2005,1,1,0,3060.0,D;B;E
731811,01/2005,1,0,1,2555.0,A;B;C
731943,01/2005,1,0,1,3000.0,B;E
788155,01/2006,1,0,1,2825.0,B
788180,01/2006,1,1,0,2465.0,B;E
788309,01/2006,1,0,1,440.0,D
788325,01/2006,1,0,1,120.0,D
788821,01/2006,1,0,1,575.0,A;B;C
788830,01/2006,1,0,1,575.0,A;B;C
788910,01/2006,1,0,1,230.0,A;B
788929,01/2006,1,1,0,2355.0,B;E
789046,01/2006,1,1,0,3865.0,H;B;E
789178,01/2006,1,1,0,9310.7,G;A;B;E
789534,01/2006,1,1,0,4870.5,D;A;B;E
789542,01/2006,1,0,1,195.5,A;B
789550,01/2006,1,0,1,895.0,A;B;C
789623,01/2006,1,1,0,8916.0,B;E
789631,01/2006,1,1,0,2530.0,B;E
789950,01/2006,1,1,0,3250.0,B;E
790249,01/2006,1,1,0,16015.0,D;H;A;B;E
790702,01/2006,1,0,1,4045.0,A;B;E;C
790788,01/2006,1,0,1,240.0,D
790796,01/2006,1,0,1,120.0,D
790800,01/2006,1,0,1,1460.0,B
791059,01/2006,1,0,1,3115.0,D;B
791156,01/2006,1,0,1,4581.16,B
791164,01/2006,1,0,1,1215.0,D;B
791342,01/2006,1,1,0,3520.0,A;B;E;C
791369,01/2006,1,1,0,3310.0,D;B;E
791377,01/2006,1,1,0,3275.0,D;B;E
791385,01/2006,1,1,0,3785.0,D;B;E
791393,01/2006,1,1,0,3141.0,D;B;E
791490,01/2006,1,0,1,2405.0,A;B;E
791601,01/2006,1,1,0,570.0,E
791610,01/2006,1,0,1,755.0,B
791679,01/2006,1,1,0,2500.0,A;B;E;C
791920,01/2006,1,1,0,2540.0,B;E
791954,01/2006,1,1,0,5450.0,B;E
791962,01/2006,1,0,1,5700.0,D;A;B;C
846031,01/2007,1,1,0,11990.0,B
846040,01/2007,1,0,1,560.51,B
846066,01/2007,1,0,1,4315.0,A;B;C
846333,01/2007,1,0,1,2389.5,B;E
846341,01/2007,1,0,1,845.0,A;B;C
846376,01/2007,1,0,1,1700.0,D;E
846554,01/2007,1,0,1,5385.0,D;B;E
846732,01/2007,1,1,0,3710.0,D;B;E
846791,01/2007,1,0,1,440.0,D
846945,01/2007,1,1,0,6435.0,A;B;E
847089,01/2007,1,1,0,2330.0,B;E
847380,01/2007,1,0,1,2730.0,I;A;B;E;C
847437,01/2007,1,0,1,960.0,B
847658,01/2007,1,0,1,440.0,D
847682,01/2007,1,0,1,440.0,D
847690,01/2007,1,0,1,440.0,D
847712,01/2007,1,0,1,450.0,B
847747,01/2007,1,1,0,3020.0,B;E
847780,01/2007,1,0,1,440.0,D
847933,01/2007,1,1,0,9792.5,G;B;E
847941,01/2007,1,1,0,2995.0,B;E
848140,01/2007,1,0,1,1705.0,D;E
848190,01/2007,1,0,1,250.0,B
848670,01/2007,1,1,0,5485.0,D;A;B;E;C
848727,01/2007,1,0,1,2907.79,B;E
848743,01/2007,1,0,1,440.0,D
848751,01/2007,1,0,1,440.0,D
848778,01/2007,1,1,0,4691.0,D;B;E
848808,01/2007,1,0,1,250.0,B
849006,01/2007,1,1,0,4030.0,D;B;E
849219,01/2007,1,0,1,6995.0,B;E
849308,01/2007,1,1,0,10524.0,I;F;G;A;B;E;C
849448,01/2007,1,1,0,1805.0,A;E;C
849510,01/2007,1,0,1,2670.0,B;E
849693,01/2007,1,0,1,4438.0,B
849707,01/2007,1,0,1,560.0,D
849723,01/2007,1,0,1,1700.0,B
849774,01/2007,1,0,1,760.0,D
849782,01/2007,1,0,1,4130.0,D;A;B;C
849839,01/2007,1,1,0,2625.5,B;E
849847,01/2007,1,0,1,760.0,D
849863,01/2007,1,0,1,760.0,D
923516,01/2008,1,1,0,2550.0,B;E
923559,01/2008,1,0,1,4830.0,D;B;E
923567,01/2008,1,1,0,2240.3,H;A;B;E
923621,01/2008,1,0,1,800.0,B
923648,01/2008,1,1,0,1281.0,D;E
923672,01/2008,1,1,0,3270.0,B;E
923745,01/2008,1,1,0,650.0,E
923800,01/2008,1,0,1,4285.0,D;B;E
923893,01/2008,1,0,1,120.0,D
923907,01/2008,1,1,0,3455.0,D;B;E
923923,01/2008,1,0,1,790.0,D;B
923940,01/2008,1,0,1,1584.0,B
924008,01/2008,1,0,1,800.0,B
924040,01/2008,1,0,1,800.0,B
924091,01/2008,1,0,1,6892.0,I;B;C
924180,01/2008,1,0,1,850.0,B
924229,01/2008,1,1,0,4020.0,B
924342,01/2008,1,0,1,3863.0,I;A;B;E;C
924601,01/2008,1,1,0,2462.38,D;A;B;E;C
924628,01/2008,1,0,1,1860.0,A;B;E
924687,01/2008,1,1,0,4160.0,H;B;E
924733,01/2008,1,0,1,120.0,D
924741,01/2008,1,0,1,120.0,D
924806,01/2008,1,1,0,6215.0,B;E
924881,01/2008,1,0,1,1565.0,B
924920,01/2008,1,0,1,2450.0,B;E
924938,01/2008,1,0,1,2600.0,B;E
924954,01/2008,1,0,1,3530.0,B
925047,01/2008,1,0,1,3502.5,B
925292,01/2008,1,0,1,2775.0,B;E
925314,01/2008,1,0,1,440.0,D
925373,01/2008,1,0,1,4452.75,B
925500,01/2008,1,0,1,4272.5,B;E
925608,01/2008,1,0,1,240.0,D
925624,01/2008,1,0,1,4921.5,D;B
925780,01/2008,1,1,0,3628.0,D;B;E
925799,01/2008,1,0,1,1416.0,D;B
925837,01/2008,1,0,1,7205.0,D;B;E
926515,01/2008,1,0,1,4850.8,A;B;C
926540,01/2008,1,1,0,1802.24,H;B
926710,01/2008,1,1,0,4233.57,B;E;C
926833,01/2008,1,1,0,3770.0,B;E
926884,01/2008,1,1,0,2653.7,B;E;C
926892,01/2008,1,1,0,6952.0,A;B;E
926906,01/2008,1,1,0,3170.0,B;E
926914,01/2008,1,1,0,2885.0,B;E
926922,01/2008,1,0,1,240.0,D
927139,01/2008,1,1,0,4020.0,B;E
927147,01/2008,1,1,0,2970.0,B;E
927180,01/2008,1,0,1,3114.0,B
927279,01/2008,1,0,1,1285.0,B
927317,01/2008,1,1,0,2268.0,D;E
927325,01/2008,1,1,0,1573.0,D;E
927333,01/2008,1,1,0,5610.0,A;B;E;C
927341,01/2008,1,0,1,200.0,B
927627,01/2008,1,1,0,2676.95,B;E;C
927635,01/2008,1,0,1,1025.0,B
927660,01/2008,1,0,1,440.0,D
927767,01/2008,1,0,1,462.5,B
927961,01/2008,1,0,1,240.0,D
927970,01/2008,1,0,1,120.0,D
928194,01/2008,1,1,0,650.0,E
928232,01/2008,1,1,0,5125.0,B;E
928275,01/2008,1,0,1,2300.0,B;E
928380,01/2008,1,0,1,440.0,D
928470,01/2008,1,1,0,2780.0,A;B;E;C
928496,01/2008,1,0,1,5330.0,D;B
928500,01/2008,1,0,1,3425.0,D;B;E
928674,01/2008,1,0,1,1415.0,D;B
928739,01/2008,1,1,0,1195.0,B;E
1020188,01/2009,1,0,1,2765.0,D;B;E
1020315,01/2009,1,1,0,4420.0,B;E
1020323,01/2009,1,1,0,2366.0,B;E
1020331,01/2009,1,0,1,640.0,D
1020340,01/2009,1,1,0,3115.0,D;B;E
1020560,01/2009,1,0,1,3506.0,B
1020609,01/2009,1,1,0,2680.0,B;E
1020625,01/2009,1,1,0,7584.0,B;E
1020633,01/2009,1,1,0,2790.0,B;E
1020641,01/2009,1,1,0,3078.0,B;E
1020650,01/2009,1,1,0,2350.0,B;E
1020773,01/2009,1,0,1,136.03,D
1020781,01/2009,1,0,1,106.79,D
1020790,01/2009,1,0,1,131.87,D
1020803,01/2009,1,0,1,1448.27,I;D;G;A;B;E
1020811,01/2009,1,0,1,379.81,D;A
1020820,01/2009,1,1,0,1667.0,I;D;A;B
1020838,01/2009,1,0,1,124.56,D
1020870,01/2009,1,0,1,120.0,D
1021150,01/2009,1,0,1,2870.01,B;E
1021168,01/2009,1,1,0,6568.12,B;E
1021397,01/2009,1,0,1,1250.0,D;A;B
1021621,01/2009,1,0,1,5961.5,I;D;A;B;E;C
1021648,01/2009,1,1,0,2420.0,B;E
1021672,01/2009,1,1,0,3774.0,H;A;B;E
1021966,01/2009,1,1,0,10685.0,D;B;E
1022075,01/2009,1,1,0,4854.44,B;E
1022083,01/2009,1,0,1,2082.5,B;E
1022105,01/2009,1,0,1,4228.5,D;G;B;E
1022580,01/2009,1,1,0,4224.0,D;G;B;E
1022644,01/2009,1,0,1,3100.0,B
1022806,01/2009,1,0,1,1200.0,B
1022822,01/2009,1,1,0,4595.0,H;B;E
1022890,01/2009,1,0,1,3020.0,B
1023004,01/2009,1,1,0,4426.5,D;B;E
1023012,01/2009,1,0,1,114.0,D
1023136,01/2009,1,0,1,965.0,A;B;C
1023179,01/2009,1,0,1,4320.0,B
1023276,01/2009,1,0,1,1950.0,B
1023284,01/2009,1,0,1,2640.0,D;B
1023292,01/2009,1,0,1,240.0,D
1023357,01/2009,1,0,1,1180.0,D;A
1023365,01/2009,1,0,1,222.0,D
1023381,01/2009,1,1,0,2622.67,B;E
1023390,01/2009,1,1,0,2068.26,B;E
1023438,01/2009,1,0,1,3076.5,D;B;E
1023446,01/2009,1,1,0,4147.5,D;G;B;E
1023454,01/2009,1,1,0,7097.0,B;E
1023489,01/2009,1,0,1,4710.55,D;B;E
1023497,01/2009,1,0,1,120.0,D
1023624,01/2009,1,1,0,3967.5,B;E
1023632,01/2009,1,1,0,4573.0,A;B;E
1023640,01/2009,1,0,1,120.0,D
1023691,01/2009,1,1,0,5247.8,B;E;C
1023705,01/2009,1,1,0,3987.5,B;E
1023985,01/2009,1,1,0,2290.0,A;B;E
1024051,01/2009,1,1,0,1725.0,B;E
1024191,01/2009,1,0,1,2665.0,B;E
1024205,01/2009,1,0,1,3930.0,D;B;E
1024353,01/2009,1,0,1,2460.25,B;E
1024361,01/2009,1,1,0,2044.9,B;E
1024370,01/2009,1,0,1,336.0,D
1024400,01/2009,1,0,1,1847.2,I;D;B;C
1024604,01/2009,1,0,1,2015.0,B
1120522,01/2010,1,0,1,1353.29,B
1120611,01/2010,1,0,1,3055.0,B;E
1120620,01/2010,1,0,1,700.0,B
1120646,01/2010,1,1,0,2125.0,B;E
1120808,01/2010,1,0,1,4220.0,B;E
1120840,01/2010,1,0,1,200.0,B
1120905,01/2010,1,1,0,2450.0,B;E
1121073,01/2010,1,0,1,1671.18,B
1121081,01/2010,1,0,1,2385.5,B
1121120,01/2010,1,1,0,1835.5,B;E
1121154,01/2010,1,0,1,2031.25,B
1121472,01/2010,1,0,1,99.99,D;G
1121499,01/2010,1,0,1,98.97,D
1121502,01/2010,1,0,1,357.78,D;G
1121537,01/2010,1,0,1,350.12,D;G
1121570,01/2010,1,0,1,131.9,D
1121790,01/2010,1,0,1,256.5,D;A
1121804,01/2010,1,0,1,256.5,D;A
1121901,01/2010,1,0,1,4645.6,B
1121928,01/2010,1,0,1,120.0,D
1121995,01/2010,1,0,1,5854.0,A;B;E
1122010,01/2010,1,0,1,628.0,D
1122410,01/2010,1,0,1,2420.0,B
1122630,01/2010,1,0,1,6916.5,B
1122649,01/2010,1,1,0,17718.6,B;E;C
1122657,01/2010,1,1,0,7050.0,B;E
1122746,01/2010,1,0,1,135.0,A
1122770,01/2010,1,1,0,4750.0,B
1122851,01/2010,1,0,1,3859.0,D;B
1123130,01/2010,1,0,1,300.0,B
1123157,01/2010,1,0,1,400.0,B
1123289,01/2010,1,0,1,480.0,B
1123297,01/2010,1,0,1,1620.0,D;A;B
1123378,01/2010,1,1,0,2564.69,D;A;B;E
1123505,01/2010,1,0,1,524.0,D
1123521,01/2010,1,0,1,2659.45,B
1123530,01/2010,1,0,1,2505.0,B;E
1123548,01/2010,1,0,1,1870.0,B;E
1123572,01/2010,1,1,0,2890.0,D;B;E
1123793,01/2010,1,0,1,830.0,D
1123807,01/2010,1,0,1,4815.0,D;B;E
1123815,01/2010,1,0,1,2532.0,D;B
1123858,01/2010,1,0,1,827.61,A;B;C
1124331,01/2010,1,1,0,2090.0,B;E
1124404,01/2010,1,0,1,1256.63,B
1124439,01/2010,1,0,1,94.9,D
1124455,01/2010,1,0,1,92.81,D
1124471,01/2010,1,0,1,447.78,D;A;B
1124480,01/2010,1,0,1,135.12,D
1124498,01/2010,1,0,1,383.94,D;G
1124552,01/2010,1,0,1,4255.0,D;G;B;E
1124757,01/2010,1,0,1,1637.2,B;E
1124919,01/2010,1,0,1,640.0,D
1124960,01/2010,1,0,1,1850.0,B;E
1125141,01/2010,1,0,1,3065.0,B;E
1201549,01/2011,1,0,1,120.0,D
1201557,01/2011,1,0,1,3060.0,B
1201581,01/2011,1,0,1,1100.0,B
1201751,01/2011,1,0,1,440.0,D;A
1201859,01/2011,1,1,0,2952.0,B;E
1201867,01/2011,1,1,0,8190.0,B
1201891,01/2011,1,0,1,3810.0,B;E
1201905,01/2011,1,1,0,2010.0,B;E
1201980,01/2011,1,0,1,3400.0,B
1202189,01/2011,1,0,1,240.0,D
1202197,01/2011,1,0,1,3660.11,B;E
1202200,01/2011,1,0,1,405.0,B
1202421,01/2011,1,0,1,240.0,D
1202448,01/2011,1,0,1,500.0,B
1202510,01/2011,1,0,1,440.0,D
1202529,01/2011,1,0,1,663.83,D;A
1202685,01/2011,1,0,1,3886.5,D;A;B;E
1202723,01/2011,1,0,1,1344.0,B
1202740,01/2011,1,1,0,6591.0,D;A;B
1202758,01/2011,1,0,1,370.5,D;A
1203126,01/2011,1,0,1,1820.0,D;H;B
1203258,01/2011,1,1,0,7790.0,H;A;B
1203266,01/2011,1,1,0,4250.0,G;B;E
1203274,01/2011,1,1,0,4050.0,B;E
1203282,01/2011,1,1,0,4410.0,B;E
1203355,01/2011,1,0,1,2040.0,B
1203371,01/2011,1,0,1,3922.5,D;A;B;E
1203380,01/2011,1,0,1,370.5,D;A
1203398,01/2011,1,1,0,3036.0,D;A;B;E
1203436,01/2011,1,1,0,3335.0,D;B;E
1203614,01/2011,1,0,1,1800.0,B
1203657,01/2011,1,1,0,3128.0,I;B;E;C
1203673,01/2011,1,1,0,2277.71,B;E
1203720,01/2011,1,1,0,1530.0,B;E
1203738,01/2011,1,1,0,2150.0,B;E
1203924,01/2011,1,0,1,876.0,D
1203932,01/2011,1,0,1,5407.4,H;B;E
1204050,01/2011,1,1,0,5666.0,B;E;C
1204114,01/2011,1,0,1,3180.0,B
1204149,01/2011,1,0,1,500.0,B
1204459,01/2011,1,0,1,400.0,B
1204548,01/2011,1,0,1,204.0,D
1204556,01/2011,1,1,0,5484.4,B;E
1204572,01/2011,1,1,0,3950.0,B;E
1204580,01/2011,1,0,1,4055.0,B;E
1204734,01/2011,1,0,1,240.0,D
1204785,01/2011,1,0,1,1850.0,B;E
1204793,01/2011,1,0,1,2170.0,B;E
1204807,01/2011,1,0,1,300.0,B
1204815,01/2011,1,0,1,650.0,E
1204823,01/2011,1,0,1,710.0,G;A;B
1204831,01/2011,1,0,1,375.0,I;C
1204840,01/2011,1,0,1,440.0,D
1204866,01/2011,1,0,1,400.0,B
1204904,01/2011,1,1,0,3316.0,B;E
1205340,01/2011,1,0,1,120.0,D
1205420,01/2011,1,0,1,1000.0,B
1205439,01/2011,1,1,0,3570.0,B;E
1205617,01/2011,1,0,1,120.0,D
1205641,01/2011,1,0,1,440.0,D
1205650,01/2011,1,0,1,120.0,D
1207199,01/2011,1,0,1,2778.0,D;B
1207210,01/2011,1,1,0,8065.0,G;A;B;E
1207261,01/2011,1,0,1,3375.0,B;E
1207288,01/2011,1,1,0,8800.0,B;E
1207296,01/2011,1,1,0,5935.0,B
1207300,01/2011,1,0,1,400.0,B
1207318,01/2011,1,0,1,1950.0,B;E
1210351,01/2011,1,1,0,6293.4,B;E
1210840,01/2011,1,0,1,1100.0,B
1211340,01/2011,1,0,1,3344.0,A;B;E
1211358,01/2011,1,0,1,1615.85,B
1211366,01/2011,1,1,0,4268.98,B;E;C
1211480,01/2011,1,0,1,171.82,B
1211579,01/2011,1,1,0,3992.0,B;E
1211595,01/2011,1,1,0,3941.0,B;E
1211609,01/2011,1,0,1,5715.0,B
1211633,01/2011,1,0,1,427.03,D;G;A
1212150,01/2011,1,0,1,3843.0,D;B
1212168,01/2011,1,1,0,3575.0,B;E
1282956,01/2012,1,1,0,4472.75,D;B;E
1283022,01/2012,1,0,1,1045.0,I;G;H;A;C
1283073,01/2012,1,1,0,5685.0,D;H;B;E
1283081,01/2012,1,0,1,980.0,G;H;A
1283235,01/2012,1,0,1,1000.0,G;H;A
1283294,01/2012,1,1,0,2150.0,B;E
1283308,01/2012,1,1,0,2180.0,B;E
1283316,01/2012,1,1,0,3578.5,D;B;E
1283324,01/2012,1,0,1,923.0,D;A
1283413,01/2012,1,1,0,3925.0,B;E
1283421,01/2012,1,0,1,2680.0,B
1283464,01/2012,1,0,1,344.0,G;A
1283553,01/2012,1,1,0,2975.0,B;E
1283561,01/2012,1,0,1,240.0,D
1283570,01/2012,1,0,1,4935.0,D;B;E
1283596,01/2012,1,0,1,3120.0,D;B
1283618,01/2012,1,0,1,120.0,D
1283634,01/2012,1,0,1,250.0,B
1283731,01/2012,1,0,1,465.34,D;A;C
1283820,01/2012,1,0,1,630.0,B
1284053,01/2012,1,0,1,300.03,D;G;A
1284118,01/2012,1,0,1,240.0,D
1284134,01/2012,1,0,1,200.0,B
1284142,01/2012,1,0,1,311.56,D;G
1284207,01/2012,1,0,1,2904.0,B
1284223,01/2012,1,0,1,400.0,B
1284231,01/2012,1,0,1,3820.0,B
1284240,01/2012,1,0,1,1620.0,D;G;H;A
1284258,01/2012,1,0,1,640.0,D
1284380,01/2012,1,1,0,3800.0,B;E
1284398,01/2012,1,0,1,6840.0,A;B
1284401,01/2012,1,1,0,2020.0,A;B;E
1284410,01/2012,1,0,1,253.48,D;G;A
1284436,01/2012,1,1,0,3081.25,B;E
1284606,01/2012,1,0,1,1112.5,B
1284614,01/2012,1,0,1,400.0,B
1284622,01/2012,1,0,1,2262.0,D;B
1284630,01/2012,1,1,0,2732.0,B;E
1284711,01/2012,1,0,1,710.0,D
1284770,01/2012,1,1,0,6170.0,D;B;E
1284827,01/2012,1,1,0,3390.0,D;B;E
1284878,01/2012,1,0,1,552.5,E
1284991,01/2012,1,0,1,2899.5,D;B
1285025,01/2012,1,0,1,240.0,D
1285033,01/2012,1,0,1,4134.0,D;B;E
1285165,01/2012,1,0,1,240.0,D
1285394,01/2012,1,1,0,5056.0,B;E
1285416,01/2012,1,0,1,1840.0,D;B
1285475,01/2012,1,1,0,5054.1,D;B;E
1285564,01/2012,1,1,0,4175.0,B;E
1285629,01/2012,1,0,1,120.0,D
1285688,01/2012,1,0,1,720.0,D;G;A;B
1285742,01/2012,1,0,1,5900.0,B;E
1285793,01/2012,1,1,0,3550.0,B;E
1285807,01/2012,1,0,1,1180.0,D;G;H;A
1286021,01/2012,1,0,1,114.0,D
1286030,01/2012,1,0,1,1180.5,D;G;A
1286048,01/2012,1,0,1,1800.0,G;A;B
1286064,01/2012,1,1,0,1650.0,B;E
1286170,01/2012,1,1,0,6390.0,G;A;B;E;C
1286226,01/2012,1,0,1,2740.0,D;B
1286234,01/2012,1,1,0,4140.0,B;E
1286323,01/2012,1,0,1,120.0,D
1286617,01/2012,1,0,1,200.0,B
1286706,01/2012,1,0,1,120.0,D
1286714,01/2012,1,0,1,4750.0,B;E
1286757,01/2012,1,0,1,200.0,B
1286765,01/2012,1,0,1,2745.0,B;E
1286773,01/2012,1,0,1,120.0,D
1286846,01/2012,1,0,1,6195.0,B
1287036,01/2012,1,1,0,1850.0,B;E
1287109,01/2012,1,1,0,2090.0,B;E
1287125,01/2012,1,1,0,7194.12,A;B
1287141,01/2012,1,0,1,1545.83,B
1287150,01/2012,1,1,0,3017.5,B;E
1287168,01/2012,1,1,0,2072.0,G;H;E
1287176,01/2012,1,0,1,1355.0,D;B
1287192,01/2012,1,0,1,2600.0,B;E
1287206,01/2012,1,1,0,7791.0,B
1287214,01/2012,1,0,1,3120.0,B
1287222,01/2012,1,0,1,1190.0,D;A;B
1287320,01/2012,1,1,0,3187.5,B;E
1287338,01/2012,1,1,0,3102.5,B;E
1287346,01/2012,1,1,0,3118.5,B;E
1287435,01/2012,1,1,0,2975.0,B;E
1287451,01/2012,1,1,0,3349.0,B;E
1287460,01/2012,1,1,0,4046.25,B;E
1287478,01/2012,1,1,0,3102.5,B;E
1287486,01/2012,1,1,0,3421.25,B;E
1287494,01/2012,1,0,1,1260.0,D;G;A
1358766,01/2013,1,0,1,510.0,G;A
1358812,01/2013,1,1,0,3374.0,D;B;E
1358839,01/2013,1,0,1,1315.0,G;A;B
1358855,01/2013,1,0,1,1425.0,D;G;A
1358863,01/2013,1,0,1,5568.0,G;H;B
1358871,01/2013,1,1,0,2505.51,D;G;A;B;E
1358880,01/2013,1,1,0,2478.23,D;G;A;B;E
1358898,01/2013,1,1,0,4501.9,D;G;H;A;B;E;C
1358901,01/2013,1,1,0,5605.8,D;G;H;B;E;C
1358910,01/2013,1,0,1,1279.5,D;B
1358928,01/2013,1,1,0,4590.0,D;G;H;A;B;E
1358952,01/2013,1,0,1,0.0,D
1358979,01/2013,1,0,1,550.0,G
1358987,01/2013,1,1,0,4110.33,A;B;E
1359002,01/2013,1,0,1,2779.5,D;B
1359010,01/2013,1,1,0,5393.0,D;G;B;E
1359029,01/2013,1,1,0,3707.0,D;H;B;E
1359096,01/2013,1,1,0,3520.0,D;G;A;B;E
1359126,01/2013,1,0,1,237.55,D;G
1359207,01/2013,1,1,0,8023.0,D;B;E
1359215,01/2013,1,1,0,5956.0,D;G;A;B;E
1359223,01/2013,1,1,0,7135.0,D;A;B;E;C
1359231,01/2013,1,1,0,8869.0,D;A;B;E;C
1359240,01/2013,1,1,0,5230.4,D;G;H;A;B;E;C
1359258,01/2013,1,1,0,8230.0,D;A;B;C
1359266,01/2013,1,1,0,6360.0,D;A;B;E
1359410,01/2013,1,0,1,4430.0,G;H;A;B;E
1359428,01/2013,1,0,1,940.0,D;G;A
1359436,01/2013,1,0,1,4747.25,G;H;A;B
1359444,01/2013,1,0,1,570.0,G;A
1359452,01/2013,1,0,1,1430.0,G;H;B
1359487,01/2013,1,0,1,1090.0,G;H;A
1359509,01/2013,1,0,1,920.0,D;G;A;B
1359517,01/2013,1,0,1,920.0,D;G;A;B
1359525,01/2013,1,0,1,920.0,D;G;A;B
1359533,01/2013,1,1,0,3470.0,D;G;A;B;E
1359550,01/2013,1,0,1,920.0,D;G;A;B
1359568,01/2013,1,0,1,600.0,G;A
1359576,01/2013,1,0,1,600.0,G;A
1359622,01/2013,1,0,1,600.0,G
1359630,01/2013,1,0,1,3170.0,D;G;A;B;E
1359649,01/2013,1,0,1,467.5,G
1359657,01/2013,1,1,0,4220.0,D;G;H;A;B;E
1359916,01/2013,1,0,1,989.4,I;G;A;C
1359924,01/2013,1,0,1,11054.0,D;G;H;A;B
1359932,01/2013,1,0,1,1536.02,D;G;A;B;E
1359940,01/2013,1,0,1,500.0,G;A
1359959,01/2013,1,0,1,510.0,G
1359967,01/2013,1,0,1,990.0,G;H
1359975,01/2013,1,0,1,550.0,G;A
1359983,01/2013,1,1,0,4010.0,G;A;B;E
1360116,01/2013,1,0,1,2825.0,D;G;A;B
1360124,01/2013,1,1,0,5824.4,D;G;B;E;C
1360159,01/2013,1,0,1,5255.86,D;H;B;E;C
1360167,01/2013,1,0,1,3825.0,B;E
