DATA_ABERTURA_CASO,NUMERO_DO_CASO,TIPO_PAGADOR,ID
11/2021,2235994,Escritório,285
11/2021,2236095,Escritório,211
11/2021,2236125,Escritório,953
11/2021,2236133,Escritório,930
11/2021,2236168,Escritório,953
11/2021,2236214,Escritório,1131
11/2021,2237377,Escritório,1537
11/2021,2237393,Escritório,109
11/2021,2237407,Escritório,1239
11/2021,2237725,Escritório,818
11/2021,2237849,Escritório,953
11/2021,2237920,Empresa,1482
11/2021,2237938,Empresa,269
11/2021,2237989,Empresa,1422
11/2021,2237997,Escritório,485
11/2021,2238012,Escritório,437
11/2021,2238063,Empresa,614
11/2021,2238080,Escritório,953
11/2021,2238110,Empresa,1422
11/2021,2238128,Escritório,910
11/2021,2238195,Escritório,1068
11/2021,2238284,Empresa,342
11/2021,2238292,Escritório,437
11/2021,2238489,Empresa,953
11/2021,2238519,Escritório,989
11/2021,2238640,Empresa,340
11/2021,2238829,Escritório,437
11/2021,2238942,Escritório,1078
11/2021,2238950,Escritório,879
11/2021,2238969,Escritório,285
11/2021,2238977,Escritório,1297
11/2021,2239310,Escritório,1415
11/2021,2239485,Empresa,972
11/2021,2239582,Escritório,393
11/2021,2239590,Escritório,393
11/2021,2239604,Escritório,393
11/2021,2239612,Escritório,1588
11/2021,2239620,Escritório,573
11/2021,2239639,Escritório,573
11/2021,2239647,Empresa,129
11/2021,2239655,Escritório,1096
11/2021,2239760,Escritório,475
11/2021,2239817,Escritório,1333
11/2021,2239850,Escritório,1539
11/2021,2239981,Escritório,986
11/2021,2239990,Escritório,986
11/2021,2240041,Empresa,1005
11/2021,2240106,Escritório,1333
11/2021,2240114,Escritório,720
11/2021,2240122,Escritório,1376
11/2021,2240130,Escritório,999
11/2021,2240165,Escritório,999
11/2021,2240211,Escritório,528
11/2021,2240238,Escritório,1096
11/2021,2240246,Empresa,129
11/2021,2240254,Empresa,359
11/2022,2342464,Escritório,1326
11/2022,2342626,Escritório,424
11/2022,2342820,Escritório,121
11/2022,2342847,Empresa,263
11/2022,2342979,Empresa,129
11/2022,2343029,Empresa,171
11/2022,2343045,Empresa,171
11/2022,2343053,Empresa,171
11/2022,2343142,Empresa,129
11/2022,2343150,Empresa,1517
11/2022,2343258,Escritório,1364
11/2022,2343266,Empresa,326
11/2022,2343304,Escritório,682
11/2022,2343312,Empresa,263
11/2022,2343339,Escritório,1370
11/2022,2343347,Empresa,1517
11/2022,2343363,Escritório,301
11/2022,2343398,Empresa,129
11/2022,2343428,Escritório,525
11/2022,2343444,Escritório,525
11/2022,2343460,Empresa,129
11/2022,2343487,Escritório,525
11/2022,2343495,Escritório,525
11/2022,2343525,Escritório,599
11/2022,2343614,Empresa,614
11/2022,2343649,Escritório,1041
11/2022,2343673,Empresa,263
11/2022,2343720,Escritório,1574
11/2022,2343738,Escritório,482
11/2022,2343800,Escritório,474
11/2022,2343827,Escritório,211
11/2022,2343835,Escritório,829
11/2022,2343886,Empresa,704
11/2022,2343908,Empresa,1001
11/2022,2344017,Empresa,108
11/2022,2344971,Escritório,644
11/2022,2345072,Escritório,237
11/2022,2345200,Escritório,1574
11/2022,2345455,Escritório,1370
11/2022,2345463,Escritório,1370
11/2022,2345471,Escritório,1370
11/2022,2345480,Escritório,618
11/2022,2345498,Empresa,509
11/2022,2345510,Escritório,439
11/2022,2345579,Escritório,1537
11/2022,2345595,Escritório,1370
11/2022,2345609,Escritório,1370
11/2022,2345617,Escritório,1537
11/2022,2345625,Escritório,1537
11/2022,2345706,Escritório,231
11/2022,2345870,Escritório,815
11/2022,2345919,Empresa,704
11/2022,2346630,Empresa,1594
11/2022,2346656,Escritório,1549
11/2022,2346664,Escritório,945
11/2022,2346680,Escritório,1549
11/2022,2346761,Empresa,1594
11/2022,2346770,Empresa,614
11/2022,2346842,Escritório,1254
11/2022,2346869,Empresa,509
11/2022,2346907,Empresa,340
11/2022,2346940,Escritório,953
11/2022,2347016,Empresa,129
11/2022,2347024,Empresa,129
11/2022,2347032,Escritório,1194
11/2022,2347040,Escritório,910
11/2022,2347059,Escritório,1211
11/2022,2347067,Empresa,861
11/2022,2347121,Escritório,676
11/2022,2347210,Escritório,1549
11/2022,2347245,Escritório,241
11/2022,2347342,Empresa,430
11/2022,2347598,Escritório,956
11/2022,2347610,Escritório,1588
11/2022,2347644,Empresa,263
11/2022,2347652,Empresa,263
11/2022,2347741,Empresa,340
11/2022,2347946,Empresa,263
11/2022,2347954,Escritório,23
11/2022,2347970,Escritório,1574
11/2022,2347989,Escritório,307
11/2022,2347997,Escritório,720
11/2022,2348004,Empresa,129
11/2022,2348012,Escritório,720
11/2022,2348039,Escritório,84
11/2022,2348080,Escritório,1262
11/2022,2348110,Escritório,720
11/2022,2348136,Escritório,517
11/2022,2348144,Escritório,720
11/2022,2348152,Escritório,720
11/2022,2348519,Escritório,720
11/2022,2348527,Escritório,1015
11/2022,2348535,Escritório,720
11/2022,2348594,Escritório,859
11/2022,2348659,Escritório,725
11/2022,2348705,Escritório,1373
11/2022,2349035,Escritório,329
11/2022,2349051,Escritório,640
11/2022,2349159,Escritório,682
11/2022,2349167,Empresa,129
11/2022,2349175,Escritório,682
11/2022,2349205,Empresa,1258
11/2022,2349230,Empresa,263
11/2022,2349540,Empresa,7
11/2022,2349647,Escritório,856
11/2022,2349663,Empresa,616
11/2022,2349671,Escritório,234
11/2022,2349680,Empresa,616
11/2022,2349698,Escritório,1079
11/2022,2349841,Empresa,7
11/2022,2349850,Empresa,7
11/2022,2349868,Empresa,7
11/2022,2349876,Empresa,7
11/2022,2349884,Escritório,84
11/2022,2349949,Empresa,509
11/2022,2349973,Empresa,129
11/2022,2350009,Empresa,263
11/2022,2350076,Escritório,423
11/2022,2350092,Escritório,1537
11/2022,2350122,Escritório,1297
11/2022,2350246,Escritório,68
11/2022,2350300,Escritório,897
11/2022,2350319,Escritório,68
11/2022,2350513,Escritório,234
11/2022,2350572,Escritório,1326
11/2022,2350696,Empresa,340
11/2022,2350700,Empresa,7
11/2022,2350726,Escritório,393
11/2022,2350777,Empresa,340
11/2022,2350807,Escritório,815
11/2022,2350815,Empresa,340
11/2022,2350920,Escritório,953
11/2022,2350939,Empresa,340
11/2022,2350947,Escritório,806
11/2022,2350955,Empresa,340
11/2022,2350963,Escritório,806
11/2022,2351048,Escritório,1239
11/2022,2351064,Escritório,1194
11/2022,2351072,Escritório,1574
11/2022,2351102,Escritório,1297
11/2022,2351145,Empresa,1113
11/2022,2351153,Empresa,1113
11/2022,2351161,Empresa,1113
11/2022,2351170,Empresa,614
11/2023,2440504,Escritório,1090
11/2023,2440512,Escritório,285
11/2023,2440601,Empresa,1001
11/2023,2440628,Escritório,485
11/2023,2440806,Empresa,263
11/2023,2440881,Empresa,263
11/2023,2440890,Empresa,263
11/2023,2440903,Escritório,960
11/2023,2440911,Escritório,347
11/2023,2440920,Escritório,1133
11/2023,2440938,Escritório,237
11/2023,2440946,Escritório,720
11/2023,2440954,Empresa,1133
11/2023,2440989,Escritório,1500
11/2023,2440997,Escritório,393
11/2023,2441020,Escritório,439
11/2023,2441047,Empresa,676
11/2023,2441055,Empresa,676
11/2023,2441071,Escritório,310
11/2023,2441080,Escritório,1520
11/2023,2441101,Escritório,936
11/2023,2441152,Escritório,784
11/2023,2441233,Escritório,1581
11/2023,2441373,Empresa,1133
11/2023,2441381,Escritório,830
11/2023,2441390,Empresa,10
11/2023,2441403,Empresa,10
11/2023,2441411,Empresa,10
11/2023,2441420,Empresa,886
11/2023,2441446,Empresa,10
11/2023,2441454,Empresa,10
11/2023,2441462,Empresa,10
11/2023,2441470,Empresa,10
11/2023,2441489,Empresa,886
11/2023,2441497,Empresa,886
11/2023,2441500,Empresa,10
11/2023,2441519,Empresa,10
11/2023,2441527,Empresa,10
11/2023,2441535,Empresa,10
11/2023,2441543,Empresa,10
11/2023,2441578,Empresa,886
11/2023,2441586,Empresa,10
11/2023,2441594,Empresa,10
11/2023,2441608,Empresa,10
11/2023,2441616,Empresa,10
11/2023,2441624,Empresa,886
11/2023,2441640,Empresa,10
11/2023,2441659,Empresa,10
11/2023,2441667,Empresa,886
11/2023,2441675,Empresa,886
11/2023,2441683,Empresa,10
11/2023,2441691,Empresa,886
11/2023,2441705,Empresa,10
11/2023,2441721,Empresa,10
11/2023,2441730,Empresa,10
11/2023,2441748,Empresa,10
11/2023,2441756,Empresa,10
11/2023,2441764,Empresa,10
11/2023,2441772,Empresa,10
11/2023,2441799,Empresa,10
11/2023,2441802,Empresa,10
11/2023,2441810,Empresa,886
11/2023,2441829,Empresa,10
11/2023,2441837,Empresa,10
11/2023,2441845,Empresa,10
11/2023,2441853,Escritório,886
11/2023,2441861,Empresa,886
11/2023,2441870,Escritório,886
11/2023,2441888,Empresa,10
11/2023,2441896,Empresa,10
11/2023,2441900,Empresa,10
11/2023,2441918,Empresa,10
11/2023,2441926,Empresa,10
11/2023,2441934,Empresa,10
11/2023,2441942,Empresa,10
11/2023,2441969,Empresa,10
11/2023,2441977,Empresa,10
11/2023,2441993,Empresa,10
11/2023,2442000,Escritório,886
11/2023,2442019,Empresa,10
11/2023,2442027,Empresa,10
11/2023,2442035,Empresa,10
11/2023,2442043,Empresa,886
11/2023,2442051,Empresa,10
11/2023,2442060,Empresa,10
11/2023,2442078,Empresa,10
11/2023,2442086,Empresa,10
11/2023,2442094,Empresa,10
11/2023,2442108,Empresa,10
11/2023,2442116,Empresa,10
11/2023,2442124,Empresa,10
11/2023,2442132,Escritório,886
11/2023,2442140,Empresa,886
11/2023,2442159,Empresa,10
11/2023,2442167,Empresa,10
11/2023,2442175,Empresa,10
11/2023,2442183,Empresa,10
11/2023,2442191,Empresa,10
11/2023,2442213,Empresa,10
11/2023,2442221,Empresa,10
11/2023,2442230,Empresa,10
11/2023,2442248,Empresa,10
11/2023,2442256,Empresa,10
11/2023,2442264,Empresa,10
11/2023,2442272,Empresa,10
11/2023,2442280,Empresa,10
11/2023,2442299,Empresa,10
11/2023,2442302,Empresa,10
11/2023,2442310,Empresa,10
11/2023,2442329,Empresa,10
11/2023,2442337,Empresa,10
11/2023,2442345,Empresa,10
11/2023,2442353,Empresa,10
11/2023,2442361,Empresa,10
11/2023,2442370,Empresa,10
11/2023,2442388,Empresa,10
11/2023,2442396,Empresa,10
11/2023,2442418,Empresa,10
11/2023,2442434,Empresa,10
11/2023,2442442,Empresa,10
11/2023,2442450,Empresa,10
11/2023,2442469,Empresa,10
11/2023,2442477,Empresa,10
11/2023,2442485,Empresa,10
11/2023,2442493,Empresa,10
11/2023,2442507,Empresa,10
11/2023,2442515,Empresa,886
11/2023,2442523,Empresa,886
11/2023,2442531,Empresa,10
11/2023,2442540,Empresa,10
11/2023,2442558,Empresa,10
11/2023,2442566,Empresa,10
11/2023,2442574,Empresa,10
11/2023,2442582,Empresa,10
11/2023,2442590,Empresa,10
11/2023,2442612,Empresa,886
11/2023,2442620,Empresa,10
11/2023,2442639,Empresa,886
11/2023,2442647,Empresa,10
11/2023,2442680,Empresa,10
11/2023,2442965,Empresa,263
11/2023,2443031,Escritório,522
11/2023,2443171,Empresa,10
11/2023,2443198,Empresa,263
11/2023,2443210,Empresa,263
11/2023,2443279,Escritório,953
11/2023,2443562,Empresa,37
11/2023,2443570,Escritório,1131
11/2023,2443589,Escritório,1392
11/2023,2443694,Escritório,1579
11/2023,2443848,Escritório,859
11/2023,2443864,Escritório,84
11/2023,2443872,Empresa,1218
11/2023,2443899,Empresa,340
11/2023,2443910,Escritório,1574
11/2023,2443996,Escritório,887
11/2023,2444127,Empresa,129
11/2023,2444135,Empresa,129
11/2023,2444143,Empresa,129
11/2023,2444151,Empresa,129
11/2023,2444160,Empresa,129
11/2023,2444178,Empresa,129
11/2023,2444186,Empresa,129
11/2023,2444194,Empresa,129
11/2023,2444208,Empresa,129
11/2023,2444216,Empresa,129
11/2023,2444224,Empresa,129
11/2023,2444232,Empresa,129
11/2023,2444240,Empresa,129
11/2023,2444259,Empresa,129
11/2023,2444267,Empresa,129
11/2023,2444275,Empresa,129
11/2023,2444283,Empresa,129
11/2023,2444291,Empresa,129
11/2023,2444305,Empresa,129
11/2023,2444313,Empresa,129
11/2023,2444321,Empresa,129
11/2023,2444330,Empresa,129
11/2023,2444348,Empresa,129
11/2023,2444356,Empresa,129
11/2023,2444364,Empresa,129
11/2023,2444372,Empresa,129
11/2023,2444380,Empresa,129
11/2023,2444399,Empresa,129
11/2023,2444402,Empresa,129
11/2023,2444410,Empresa,129
11/2023,2444429,Empresa,129
11/2023,2444437,Empresa,129
11/2023,2444445,Empresa,129
11/2023,2444453,Empresa,129
11/2023,2444461,Empresa,129
11/2023,2444470,Empresa,129
11/2023,2444488,Empresa,129
11/2023,2444496,Empresa,129
11/2023,2444500,Empresa,129
11/2023,2444518,Empresa,129
11/2023,2444526,Empresa,129
11/2023,2444534,Empresa,129
11/2023,2444542,Empresa,129
11/2023,2444550,Empresa,129
11/2023,2444569,Empresa,129
11/2023,2444577,Empresa,129
11/2023,2444585,Empresa,129
11/2023,2444720,Escritório,437
11/2023,2444755,Escritório,393
11/2023,2444763,Escritório,393
11/2023,2444917,Escritório,1488
11/2023,2444933,Empresa,906
11/2023,2445174,Escritório,807
11/2023,2445212,Escritório,482
11/2023,2445360,Escritório,1537
11/2023,2445468,Empresa,263
11/2023,2445590,Empresa,263
11/2023,2445646,Escritório,379
11/2023,2445654,Empresa,263
11/2023,2445662,Escritório,996
11/2023,2445689,Empresa,263
11/2023,2445697,Empresa,263
11/2023,2445700,Empresa,263
11/2023,2445964,Escritório,284
11/2023,2445972,Escritório,393
11/2023,2445980,Escritório,790
11/2023,2445999,Escritório,522
11/2023,2446006,Empresa,340
11/2023,2446014,Escritório,790
11/2023,2446022,Empresa,1001
11/2023,2446030,Escritório,1211
11/2023,2446049,Empresa,326
11/2023,2446065,Escritório,284
11/2023,2446081,Escritório,482
11/2023,2446103,Escritório,21
11/2023,2446120,Empresa,1094
11/2023,2446146,Escritório,23
11/2023,2446162,Escritório,494
11/2023,2446189,Empresa,1219
11/2023,2446200,Empresa,263
11/2023,2446219,Empresa,428
11/2023,2446235,Empresa,263
11/2023,2446243,Empresa,263
11/2023,2446251,Empresa,263
11/2023,2446278,Empresa,1219
11/2023,2446286,Empresa,1219
11/2023,2446324,Empresa,1219
11/2023,2446332,Empresa,1219
11/2023,2446340,Empresa,1219
11/2023,2446359,Empresa,1219
11/2023,2446367,Empresa,1219
11/2023,2446375,Empresa,1219
11/2023,2446391,Empresa,1219
11/2023,2446405,Empresa,1219
11/2023,2446413,Empresa,1219
11/2023,2446421,Empresa,1219
11/2023,2446430,Empresa,1219
11/2023,2446456,Empresa,1219
11/2023,2446464,Empresa,1219
11/2023,2446472,Empresa,1219
11/2023,2446499,Empresa,1219
11/2023,2446502,Empresa,1219
11/2023,2446510,Empresa,1219
11/2023,2446529,Empresa,1219
11/2023,2446537,Empresa,1219
11/2023,2446545,Empresa,1219
11/2023,2446553,Empresa,1219
11/2023,2446561,Empresa,1219
11/2023,2446570,Empresa,1219
11/2023,2446588,Empresa,1219
11/2023,2446596,Empresa,1219
11/2023,2446600,Empresa,1219
11/2023,2446618,Empresa,1219
11/2023,2446626,Empresa,1219
11/2023,2446634,Empresa,1219
11/2023,2446642,Empresa,1219
11/2023,2446650,Empresa,1219
11/2023,2446669,Empresa,1219
11/2023,2446685,Empresa,1219
11/2023,2446693,Empresa,1219
11/2023,2446707,Empresa,1219
11/2023,2446723,Empresa,1219
11/2023,2446731,Empresa,1219
11/2023,2446740,Empresa,1219
11/2023,2446758,Empresa,1219
11/2023,2446774,Empresa,1219
11/2023,2446782,Empresa,1219
11/2023,2446790,Empresa,1219
11/2023,2446804,Empresa,1219
11/2023,2446812,Empresa,1219
11/2023,2446820,Empresa,1219
11/2023,2446847,Empresa,1219
11/2023,2446855,Empresa,1219
11/2023,2446863,Empresa,1219
11/2023,2446871,Empresa,1219
11/2023,2446898,Empresa,1219
11/2023,2446901,Empresa,1219
11/2023,2446910,Empresa,1219
11/2023,2446944,Empresa,1219
11/2023,2446952,Empresa,1219
11/2023,2446979,Empresa,1219
11/2023,2446995,Empresa,1219
11/2023,2447002,Empresa,106
11/2023,2447029,Empresa,106
11/2023,2447037,Empresa,106
11/2023,2447096,Escritório,217
11/2023,2447150,Escritório,792
11/2023,2447363,Empresa,263
11/2023,2447380,Empresa,3
11/2023,2447460,Escritório,522
11/2023,2447479,Escritório,1170
11/2023,2447487,Escritório,964
11/2023,2447592,Escritório,211
11/2023,2447606,Escritório,856
11/2023,2447614,Empresa,263
11/2023,2447622,Escritório,1381
11/2023,2447630,Escritório,982
11/2023,2447649,Empresa,263
11/2023,2447657,Empresa,483
11/2023,2447673,Escritório,480
11/2023,2447681,Escritório,984
11/2023,2447690,Escritório,984
11/2023,2447878,Escritório,1214
11/2023,2447894,Escritório,953
11/2023,2447975,Escritório,516
11/2023,2448025,Escritório,360
11/2023,2448092,Empresa,263
11/2023,2448106,Empresa,509
11/2023,2448220,Escritório,534
11/2023,2448238,Escritório,475
11/2023,2448254,Escritório,117
11/2023,2448300,Escritório,439
11/2023,2448335,Escritório,904
11/2023,2448467,Empresa,342
11/2023,2448475,Empresa,342
11/2023,2448483,Empresa,342
11/2023,2448491,Escritório,424
11/2023,2448513,Escritório,1312
11/2023,2448556,Escritório,1500
11/2023,2448580,Empresa,1005
11/2023,2448653,Escritório,859
11/2023,2448670,Escritório,481
11/2023,2448696,Empresa,611
11/2023,2448815,Escritório,522
11/2023,2448904,Escritório,1572
11/2023,2448912,Escritório,423
11/2023,2448920,Empresa,1473
11/2023,2448939,Escritório,1488
11/2023,2449188,Empresa,129
11/2023,2449196,Escritório,121
11/2023,2449200,Escritório,393
11/2023,2449226,Escritório,1574
11/2023,2449285,Escritório,762
11/2023,2449412,Escritório,274
11/2023,2449560,Escritório,1520
11/2023,2449609,Escritório,1500
11/2023,2449617,Escritório,1574
11/2023,2449641,Escritório,1500
11/2023,2449650,Escritório,95
11/2023,2449706,Escritório,953
11/2023,2449986,Empresa,1258
11/2023,2450100,Escritório,45
11/2023,2450119,Escritório,45
11/2023,2450178,Empresa,1133
11/2023,2450305,Empresa,263
11/2023,2450313,Escritório,21
11/2023,2450321,Empresa,263
11/2023,2450330,Escritório,246
11/2023,2450348,Escritório,936
11/2023,2450356,Empresa,263
11/2023,2450372,Escritório,274
11/2023,2450380,Escritório,996
11/2023,2450437,Escritório,503
11/2023,2450445,Empresa,1594
11/2023,2450615,Escritório,503
11/2024,2553376,Escritório,856
11/2024,2553384,Escritório,1156
11/2024,2553392,Escritório,437
11/2024,2553686,Empresa,1258
11/2024,2553880,Empresa,1258
11/2024,2553910,Escritório,1574
11/2024,2553937,Empresa,217
11/2024,2554089,Escritório,1056
11/2024,2554224,Empresa,181
11/2024,2554240,Empresa,649
11/2024,2554275,Escritório,109
11/2024,2554623,Empresa,217
11/2024,2554682,Escritório,1214
11/2024,2554763,Escritório,1297
11/2024,2554771,Escritório,72
11/2024,2554887,Escritório,1520
11/2024,2554984,Escritório,887
11/2024,2555050,Empresa,243
11/2024,2555107,Escritório,974
11/2024,2555212,Escritório,1297
11/2024,2555239,Escritório,812
11/2024,2555310,Escritório,1320
11/2024,2555395,Escritório,162
11/2024,2555450,Empresa,340
11/2024,2555476,Escritório,1214
11/2024,2555557,Escritório,82
11/2024,2555654,Escritório,260
11/2024,2555662,Escritório,1312
11/2024,2555670,Escritório,1312
11/2024,2555689,Escritório,1581
11/2024,2555697,Escritório,109
11/2024,2555700,Escritório,109
11/2024,2555719,Escritório,109
11/2024,2556103,Empresa,509
11/2024,2556260,Escritório,1265
11/2024,2556324,Escritório,69
11/2024,2556391,Escritório,996
11/2024,2556898,Escritório,879
11/2024,2557525,Escritório,921
11/2024,2557541,Empresa,340
11/2024,2557649,Escritório,208
11/2024,2557703,Escritório,119
11/2024,2557711,Empresa,263
11/2024,2557770,Empresa,509
11/2024,2557789,Escritório,314
11/2024,2558327,Escritório,1404
11/2024,2558408,Escritório,439
11/2024,2558467,Escritório,423
11/2024,2558483,Empresa,509
11/2024,2558599,Empresa,346
11/2024,2558653,Escritório,887
11/2024,2558882,Escritório,437
11/2024,2559706,Escritório,921
11/2024,2560232,Escritório,1312
11/2024,2560291,Empresa,340
12/2000,6319,Empresa,114
12/2000,65013,Escritório,1577
12/2000,83038,Escritório,1240
12/2000,146870,Escritório,423
12/2000,192309,Empresa,649
12/2001,508080,Escritório,1104
12/2001,508470,Escritório,1391
12/2001,508543,Escritório,1321
12/2001,509000,Escritório,1223
12/2001,509507,Escritório,1391
12/2001,509515,Escritório,1391
12/2001,509540,Empresa,1383
12/2001,509566,Escritório,120
12/2001,509850,Escritório,1391
12/2001,509884,Empresa,1383
12/2001,509906,Escritório,1381
12/2001,510130,Empresa,1128
12/2001,510688,Escritório,794
12/2001,511323,Escritório,1066
12/2001,511668,Escritório,989
12/2002,597724,Escritório,1066
12/2002,597805,Empresa,191
12/2002,597830,Escritório,1381
12/2002,598461,Escritório,521
12/2002,599158,Empresa,1383
12/2002,599441,Empresa,82
12/2002,599476,Escritório,325
12/2002,599832,Escritório,725
12/2002,599840,Escritório,1227
12/2002,599948,Empresa,1383
12/2002,600105,Empresa,470
12/2002,600210,Escritório,1066
12/2002,601462,Escritório,1085
12/2002,601470,Escritório,1085
12/2003,661872,Escritório,1251
12/2003,661961,Empresa,319
12/2003,661988,Escritório,1398
12/2003,662240,Empresa,1383
12/2003,662437,Empresa,491
12/2003,662445,Empresa,491
12/2003,662496,Empresa,1095
12/2003,662607,Escritório,864
12/2003,662780,Escritório,1319
12/2003,662933,Empresa,1383
12/2003,663212,Escritório,520
12/2003,663344,Escritório,1477
12/2003,663395,Escritório,982
12/2003,663450,Escritório,1163
12/2003,663913,Empresa,340
12/2003,663972,Escritório,1391
12/2003,664073,Escritório,1214
12/2003,664081,Escritório,1386
12/2003,664120,Empresa,1383
12/2003,664367,Empresa,1114
12/2003,664812,Escritório,134
12/2003,664839,Escritório,982
12/2003,664847,Empresa,1067
12/2003,664855,Escritório,215
12/2003,664863,Escritório,215
12/2003,664871,Escritório,215
12/2003,664880,Empresa,649
12/2003,664898,Escritório,1275
12/2003,665100,Escritório,275
12/2003,665118,Escritório,308
12/2003,665649,Empresa,1383
12/2003,665657,Escritório,1066
12/2003,665665,Empresa,368
12/2003,665673,Empresa,114
12/2003,665851,Escritório,1334
12/2004,725137,Empresa,470
12/2004,725234,Empresa,729
12/2004,725307,Escritório,1066
12/2004,725331,Empresa,491
12/2004,725439,Escritório,590
12/2004,725749,Empresa,1258
12/2004,725757,Empresa,1258
12/2004,725790,Escritório,177
12/2004,726249,Escritório,329
12/2004,726257,Empresa,509
12/2004,726303,Escritório,456
12/2004,726370,Empresa,470
12/2004,726508,Escritório,1383
12/2004,726729,Empresa,1218
12/2004,726907,Escritório,1578
12/2004,726931,Escritório,1066
12/2004,727164,Escritório,1462
12/2004,727245,Empresa,1218
12/2004,727989,Empresa,1383
12/2004,728322,Empresa,673
12/2004,728381,Empresa,439
12/2005,782661,Escritório,1051
12/2005,782670,Empresa,1383
12/2005,782750,Empresa,271
12/2005,782866,Empresa,1383
12/2005,783234,Empresa,368
12/2005,783307,Escritório,119
12/2005,783668,Escritório,776
12/2005,784060,Empresa,1383
12/2005,784133,Escritório,856
12/2005,784150,Escritório,982
12/2005,784419,Escritório,161
12/2005,784427,Empresa,614
12/2005,784460,Empresa,368
12/2005,784478,Empresa,470
12/2005,784907,Escritório,73
12/2005,784915,Empresa,319
12/2005,784923,Escritório,9
12/2005,784966,Escritório,982
12/2005,785210,Escritório,520
12/2005,785377,Escritório,119
12/2005,786691,Escritório,879
12/2005,786705,Escritório,487
12/2005,786730,Empresa,614
12/2005,786870,Escritório,1381
12/2005,786900,Escritório,1243
12/2005,786969,Empresa,368
12/2005,787213,Escritório,1179
12/2005,787221,Empresa,509
12/2005,787280,Escritório,1107
12/2005,787299,Empresa,1067
12/2005,787604,Escritório,569
12/2005,787736,Escritório,982
12/2005,787868,Escritório,524
12/2006,841650,Escritório,986
12/2006,841668,Empresa,509
12/2006,841781,Escritório,982
12/2006,841838,Escritório,676
12/2006,842079,Escritório,683
12/2006,842320,Escritório,914
12/2006,842621,Escritório,469
12/2006,842737,Escritório,119
12/2006,842753,Escritório,904
12/2006,842796,Escritório,1381
12/2006,842800,Escritório,698
12/2006,842826,Empresa,28
12/2006,842907,Escritório,1574
12/2006,842974,Empresa,874
12/2006,842982,Escritório,1032
12/2006,843083,Escritório,1188
12/2006,843148,Escritório,119
12/2006,843288,Escritório,562
12/2006,843385,Empresa,614
12/2006,843393,Escritório,982
12/2006,843415,Escritório,982
12/2006,843610,Escritório,1191
12/2006,843636,Escritório,1370
12/2006,843857,Escritório,558
12/2006,844160,Empresa,1494
12/2006,844721,Empresa,6
12/2006,844993,Escritório,1251
12/2006,845051,Escritório,121
12/2006,845191,Empresa,342
12/2006,845442,Escritório,982
12/2006,845698,Escritório,125
12/2006,845728,Escritório,982
12/2007,918229,Empresa,1561
12/2007,918261,Escritório,119
12/2007,918393,Escritório,945
12/2007,918407,Empresa,1561
12/2007,918458,Escritório,298
12/2007,918466,Escritório,1179
12/2007,918520,Escritório,1391
12/2007,918539,Empresa,368
12/2007,918571,Empresa,1561
12/2007,918806,Escritório,134
12/2007,918814,Escritório,134
12/2007,918920,Empresa,614
12/2007,918970,Escritório,721
12/2007,919110,Empresa,614
12/2007,919152,Escritório,450
12/2007,919160,Empresa,470
12/2007,919225,Escritório,134
12/2007,919306,Escritório,134
12/2007,919411,Escritório,885
12/2007,919454,Escritório,119
12/2007,919802,Empresa,614
12/2007,919810,Escritório,1070
12/2007,919888,Empresa,1218
12/2007,920720,Escritório,698
12/2007,920746,Empresa,491
12/2007,920886,Escritório,1068
12/2007,920932,Escritório,423
12/2007,921513,Empresa,614
12/2007,921769,Empresa,319
12/2007,921912,Empresa,614
12/2007,921920,Empresa,614
12/2007,921980,Escritório,698
12/2007,921998,Escritório,1536
12/2007,922013,Empresa,319
12/2007,922021,Escritório,1386
12/2007,922358,Empresa,217
12/2007,922366,Escritório,1040
12/2007,922382,Escritório,1391
12/2007,922510,Escritório,1587
12/2007,922544,Empresa,3
12/2007,922587,Empresa,890
12/2007,922625,Escritório,813
12/2007,922820,Escritório,125
12/2007,922838,Empresa,904
12/2007,922994,Escritório,698
12/2007,923044,Escritório,698
12/2007,923052,Empresa,368
12/2007,923346,Escritório,558
12/2007,923354,Escritório,1179
12/2007,923362,Empresa,1561
12/2007,923370,Escritório,177
12/2008,1015516,Empresa,649
12/2008,1015567,Escritório,175
12/2008,1015990,Escritório,982
12/2008,1016083,Escritório,982
12/2008,1016156,Empresa,217
12/2008,1016296,Escritório,879
12/2008,1016300,Escritório,503
12/2008,1016318,Empresa,1218
12/2008,1016407,Escritório,982
12/2008,1016490,Escritório,503
12/2008,1016512,Escritório,21
12/2008,1016539,Escritório,1213
12/2008,1016695,Empresa,614
12/2008,1016709,Escritório,904
12/2008,1016962,Escritório,334
12/2008,1017101,Escritório,982
12/2008,1017144,Empresa,1517
12/2008,1017160,Empresa,1517
12/2008,1017179,Empresa,1517
12/2008,1017225,Empresa,1258
12/2008,1017292,Escritório,982
12/2008,1017462,Escritório,251
12/2008,1017500,Empresa,509
12/2008,1017551,Empresa,614
12/2008,1017616,Escritório,213
12/2008,1017632,Empresa,491
12/2008,1017799,Empresa,509
12/2008,1017810,Empresa,614
12/2008,1017829,Empresa,614
12/2008,1017845,Escritório,214
12/2008,1017918,Escritório,856
12/2008,1018043,Escritório,982
12/2008,1018060,Escritório,1392
12/2008,1018094,Escritório,1489
12/2008,1018280,Empresa,614
12/2008,1018299,Escritório,982
