DATA_ABERTURA_CASO,NUMERO_DO_CASO,TIPO_PAGADOR,ID
01/2000,46027,Escritório,642
01/2000,80454,Empresa,1207
01/2000,91391,Escritório,217
01/2000,108855,Escritório,1070
01/2000,278599,Escritório,41
01/2001,107271,Empresa,1044
01/2001,175781,Empresa,1383
01/2001,175790,Empresa,1383
01/2001,205427,Escritório,1302
01/2001,287202,Escritório,982
01/2001,490660,Escritório,904
01/2001,494500,Escritório,1560
01/2002,512214,Escritório,1392
01/2002,512230,Escritório,1066
01/2002,512273,Empresa,1383
01/2002,512532,Escritório,187
01/2002,512990,Escritório,77
01/2002,513385,Empresa,906
01/2002,513636,Empresa,48
01/2002,514276,Empresa,1383
01/2002,514373,Escritório,778
01/2002,514411,Escritório,1032
01/2002,514535,Escritório,1071
01/2002,514780,Escritório,423
01/2002,515876,Escritório,1066
01/2003,601810,Escritório,1066
01/2003,601888,Escritório,1066
01/2003,602531,Escritório,191
01/2003,602590,Empresa,264
01/2003,602752,Escritório,1131
01/2003,603031,Empresa,983
01/2003,603180,Escritório,1392
01/2003,603198,Escritório,1392
01/2003,603201,Escritório,1392
01/2003,603252,Escritório,1381
01/2003,603260,Empresa,77
01/2003,604755,Escritório,879
01/2003,604852,Empresa,48
01/2003,604909,Escritório,1391
01/2003,605670,Escritório,1375
01/2003,606499,Escritório,1381
01/2003,606634,Escritório,1468
01/2004,666327,Empresa,1207
01/2004,666700,Escritório,449
01/2004,666769,Escritório,1493
01/2004,666793,Empresa,649
01/2004,666807,Escritório,1100
01/2004,666955,Empresa,1218
01/2004,666980,Empresa,1383
01/2004,667013,Empresa,491
01/2004,667102,Escritório,134
01/2004,667455,Escritório,815
01/2004,667650,Escritório,879
01/2004,667676,Escritório,982
01/2004,667749,Empresa,1383
01/2004,667951,Empresa,491
01/2004,668117,Escritório,507
01/2004,669105,Empresa,649
01/2004,669245,Empresa,1279
01/2004,669318,Empresa,348
01/2004,669458,Escritório,725
01/2004,669580,Escritório,1383
01/2004,669601,Escritório,1383
01/2004,669610,Escritório,1383
01/2004,669814,Empresa,649
01/2004,669946,Escritório,1386
01/2004,669997,Empresa,1114
01/2004,670073,Escritório,676
01/2004,670200,Empresa,319
01/2005,728683,Escritório,1066
01/2005,728853,Empresa,470
01/2005,728896,Escritório,885
01/2005,728918,Escritório,1536
01/2005,728950,Empresa,491
01/2005,729175,Empresa,1383
01/2005,729183,Empresa,1383
01/2005,729205,Empresa,1383
01/2005,729248,Escritório,1085
01/2005,729647,Empresa,319
01/2005,729701,Empresa,491
01/2005,729710,Empresa,271
01/2005,729787,Escritório,982
01/2005,730106,Empresa,509
01/2005,730211,Empresa,470
01/2005,730220,Escritório,1240
01/2005,730300,Escritório,1383
01/2005,731242,Escritório,1240
01/2005,731250,Escritório,1398
01/2005,731544,Escritório,720
01/2005,731650,Escritório,1173
01/2005,731722,Empresa,491
01/2005,731803,Escritório,507
01/2005,731811,Escritório,1392
01/2005,731943,Empresa,1383
01/2006,788155,Empresa,319
01/2006,788180,Empresa,1218
01/2006,788309,Escritório,1188
01/2006,788325,Escritório,1188
01/2006,788821,Escritório,1549
01/2006,788830,Empresa,1494
01/2006,788910,Empresa,1095
01/2006,788929,Empresa,319
01/2006,789046,Escritório,119
01/2006,789178,Escritório,1381
01/2006,789534,Escritório,982
01/2006,789542,Empresa,6
01/2006,789550,Escritório,879
01/2006,789623,Empresa,319
01/2006,789631,Empresa,319
01/2006,789950,Escritório,1391
01/2006,790249,Escritório,910
01/2006,790702,Escritório,683
01/2006,790788,Escritório,698
01/2006,790796,Escritório,698
01/2006,790800,Escritório,582
01/2006,791059,Escritório,1515
01/2006,791156,Empresa,614
01/2006,791164,Escritório,660
01/2006,791342,Escritório,1251
01/2006,791369,Escritório,378
01/2006,791377,Escritório,378
01/2006,791385,Escritório,378
01/2006,791393,Escritório,378
01/2006,791490,Empresa,1383
01/2006,791601,Escritório,914
01/2006,791610,Escritório,1240
01/2006,791679,Escritório,1398
01/2006,791920,Escritório,1078
01/2006,791954,Escritório,329
01/2006,791962,Escritório,69
01/2007,846031,Escritório,1088
01/2007,846040,Escritório,813
01/2007,846066,Empresa,77
01/2007,846333,Empresa,683
01/2007,846341,Escritório,1536
01/2007,846376,Escritório,165
01/2007,846554,Escritório,785
01/2007,846732,Escritório,577
01/2007,846791,Escritório,698
01/2007,846945,Escritório,161
01/2007,847089,Escritório,1375
01/2007,847380,Escritório,119
01/2007,847437,Escritório,579
01/2007,847658,Escritório,423
01/2007,847682,Escritório,423
01/2007,847690,Escritório,423
01/2007,847712,Escritório,917
01/2007,847747,Escritório,1398
01/2007,847780,Escritório,698
01/2007,847933,Empresa,904
01/2007,847941,Empresa,368
01/2007,848140,Escritório,1244
01/2007,848190,Escritório,227
01/2007,848670,Escritório,1100
01/2007,848727,Empresa,614
01/2007,848743,Escritório,423
01/2007,848751,Escritório,698
01/2007,848778,Escritório,1040
01/2007,848808,Empresa,1095
01/2007,849006,Escritório,683
01/2007,849219,Escritório,683
01/2007,849308,Escritório,856
01/2007,849448,Empresa,3
01/2007,849510,Escritório,334
01/2007,849693,Escritório,1398
01/2007,849707,Escritório,1066
01/2007,849723,Escritório,1398
01/2007,849774,Escritório,1066
01/2007,849782,Escritório,215
01/2007,849839,Escritório,904
01/2007,849847,Escritório,1066
01/2007,849863,Escritório,1066
01/2008,923516,Escritório,360
01/2008,923559,Escritório,1354
01/2008,923567,Escritório,361
01/2008,923621,Empresa,470
01/2008,923648,Escritório,982
01/2008,923672,Empresa,319
01/2008,923745,Empresa,319
01/2008,923800,Escritório,177
01/2008,923893,Escritório,1093
01/2008,923907,Escritório,1188
01/2008,923923,Escritório,177
01/2008,923940,Empresa,649
01/2008,924008,Escritório,403
01/2008,924040,Escritório,177
01/2008,924091,Escritório,999
01/2008,924180,Empresa,509
01/2008,924229,Escritório,745
01/2008,924342,Empresa,1420
01/2008,924601,Escritório,982
01/2008,924628,Escritório,683
01/2008,924687,Escritório,203
01/2008,924733,Escritório,1188
01/2008,924741,Escritório,1188
01/2008,924806,Escritório,724
01/2008,924881,Empresa,319
01/2008,924920,Escritório,1515
01/2008,924938,Escritório,1515
01/2008,924954,Empresa,319
01/2008,925047,Empresa,3
01/2008,925292,Escritório,1515
01/2008,925314,Escritório,698
01/2008,925373,Empresa,614
01/2008,925500,Empresa,217
01/2008,925608,Escritório,698
01/2008,925624,Escritório,683
01/2008,925780,Empresa,1561
01/2008,925799,Escritório,982
01/2008,925837,Escritório,185
01/2008,926515,Escritório,1234
01/2008,926540,Empresa,509
01/2008,926710,Escritório,1331
01/2008,926833,Empresa,1331
01/2008,926884,Empresa,1331
01/2008,926892,Empresa,1331
01/2008,926906,Empresa,1330
01/2008,926914,Escritório,1391
01/2008,926922,Escritório,1392
01/2008,927139,Empresa,1331
01/2008,927147,Empresa,1331
01/2008,927180,Empresa,1330
01/2008,927279,Empresa,614
01/2008,927317,Empresa,1561
01/2008,927325,Empresa,1561
01/2008,927333,Empresa,904
01/2008,927341,Empresa,1218
01/2008,927627,Empresa,1331
01/2008,927635,Escritório,251
01/2008,927660,Escritório,698
01/2008,927767,Escritório,420
01/2008,927961,Escritório,1188
01/2008,927970,Escritório,698
01/2008,928194,Escritório,116
01/2008,928232,Escritório,1058
01/2008,928275,Escritório,215
01/2008,928380,Escritório,698
01/2008,928470,Empresa,904
01/2008,928496,Escritório,177
01/2008,928500,Escritório,177
01/2008,928674,Escritório,1267
01/2008,928739,Empresa,904
01/2009,1020188,Escritório,698
01/2009,1020315,Escritório,720
01/2009,1020323,Escritório,1574
01/2009,1020331,Escritório,1188
01/2009,1020340,Escritório,1188
01/2009,1020560,Empresa,3
01/2009,1020609,Escritório,720
01/2009,1020625,Escritório,720
01/2009,1020633,Escritório,720
01/2009,1020641,Escritório,720
01/2009,1020650,Escritório,720
01/2009,1020773,Empresa,1517
01/2009,1020781,Empresa,1517
01/2009,1020790,Empresa,1517
01/2009,1020803,Empresa,1517
01/2009,1020811,Empresa,1517
01/2009,1020820,Empresa,1517
01/2009,1020838,Empresa,1517
01/2009,1020870,Escritório,1392
01/2009,1021150,Empresa,739
01/2009,1021168,Escritório,1327
01/2009,1021397,Escritório,973
01/2009,1021621,Escritório,982
01/2009,1021648,Empresa,470
01/2009,1021672,Empresa,1383
01/2009,1021966,Escritório,1070
01/2009,1022075,Empresa,649
01/2009,1022083,Empresa,1218
01/2009,1022105,Escritório,982
01/2009,1022580,Escritório,982
01/2009,1022644,Escritório,274
01/2009,1022806,Empresa,509
01/2009,1022822,Escritório,210
01/2009,1022890,Escritório,193
01/2009,1023004,Escritório,982
01/2009,1023012,Escritório,982
01/2009,1023136,Escritório,1489
01/2009,1023179,Escritório,1370
01/2009,1023276,Empresa,1396
01/2009,1023284,Escritório,499
01/2009,1023292,Escritório,350
01/2009,1023357,Escritório,1099
01/2009,1023365,Escritório,1193
01/2009,1023381,Escritório,1106
01/2009,1023390,Empresa,614
01/2009,1023438,Escritório,982
01/2009,1023446,Escritório,982
01/2009,1023454,Empresa,904
01/2009,1023489,Escritório,698
01/2009,1023497,Escritório,698
01/2009,1023624,Empresa,904
01/2009,1023632,Escritório,1313
01/2009,1023640,Escritório,698
01/2009,1023691,Escritório,1251
01/2009,1023705,Escritório,1251
01/2009,1023985,Empresa,614
01/2009,1024051,Empresa,904
01/2009,1024191,Escritório,371
01/2009,1024205,Escritório,119
01/2009,1024353,Empresa,1258
01/2009,1024361,Empresa,1258
01/2009,1024370,Escritório,982
01/2009,1024400,Escritório,1193
01/2009,1024604,Empresa,108
01/2010,1120522,Empresa,614
01/2010,1120611,Escritório,879
01/2010,1120620,Escritório,74
01/2010,1120646,Empresa,491
01/2010,1120808,Escritório,1381
01/2010,1120840,Empresa,108
01/2010,1120905,Escritório,201
01/2010,1121073,Empresa,614
01/2010,1121081,Empresa,1258
01/2010,1121120,Escritório,1381
01/2010,1121154,Empresa,1258
01/2010,1121472,Empresa,1517
01/2010,1121499,Empresa,1517
01/2010,1121502,Empresa,1517
01/2010,1121537,Empresa,1517
01/2010,1121570,Empresa,1517
01/2010,1121790,Escritório,982
01/2010,1121804,Escritório,982
01/2010,1121901,Empresa,1370
01/2010,1121928,Escritório,875
01/2010,1121995,Empresa,103
01/2010,1122010,Escritório,1344
01/2010,1122410,Empresa,3
01/2010,1122630,Empresa,683
01/2010,1122649,Empresa,342
01/2010,1122657,Empresa,342
01/2010,1122746,Escritório,904
01/2010,1122770,Escritório,745
01/2010,1122851,Escritório,1030
01/2010,1123130,Empresa,470
01/2010,1123157,Empresa,108
01/2010,1123289,Escritório,856
01/2010,1123297,Escritório,899
01/2010,1123378,Empresa,62
01/2010,1123505,Escritório,1030
01/2010,1123521,Empresa,614
01/2010,1123530,Empresa,3
01/2010,1123548,Empresa,1218
01/2010,1123572,Escritório,698
01/2010,1123793,Escritório,1419
01/2010,1123807,Escritório,643
01/2010,1123815,Escritório,1573
01/2010,1123858,Escritório,214
01/2010,1124331,Empresa,989
01/2010,1124404,Empresa,614
01/2010,1124439,Empresa,1517
01/2010,1124455,Empresa,1517
01/2010,1124471,Empresa,1517
01/2010,1124480,Empresa,1517
01/2010,1124498,Empresa,1517
01/2010,1124552,Escritório,119
01/2010,1124757,Escritório,214
01/2010,1124919,Escritório,423
01/2010,1124960,Escritório,1245
01/2010,1125141,Escritório,217
01/2011,1201549,Escritório,1029
01/2011,1201557,Empresa,1218
01/2011,1201581,Escritório,1009
01/2011,1201751,Escritório,1093
01/2011,1201859,Escritório,226
01/2011,1201867,Escritório,721
01/2011,1201891,Escritório,1386
01/2011,1201905,Escritório,1574
01/2011,1201980,Escritório,659
01/2011,1202189,Escritório,215
01/2011,1202197,Escritório,1106
01/2011,1202200,Escritório,676
01/2011,1202421,Escritório,1456
01/2011,1202448,Empresa,808
01/2011,1202510,Empresa,583
01/2011,1202529,Empresa,1382
01/2011,1202685,Escritório,982
01/2011,1202723,Empresa,674
01/2011,1202740,Escritório,982
01/2011,1202758,Escritório,982
01/2011,1203126,Escritório,1193
01/2011,1203258,Escritório,683
01/2011,1203266,Escritório,1398
01/2011,1203274,Escritório,1398
01/2011,1203282,Escritório,1398
01/2011,1203355,Escritório,659
01/2011,1203371,Escritório,982
01/2011,1203380,Escritório,982
01/2011,1203398,Escritório,982
01/2011,1203436,Escritório,68
01/2011,1203614,Escritório,933
01/2011,1203657,Escritório,1493
01/2011,1203673,Escritório,214
01/2011,1203720,Escritório,575
01/2011,1203738,Escritório,1228
01/2011,1203924,Escritório,982
01/2011,1203932,Escritório,1106
01/2011,1204050,Empresa,342
01/2011,1204114,Escritório,1537
01/2011,1204149,Empresa,509
01/2011,1204459,Escritório,78
01/2011,1204548,Escritório,1193
01/2011,1204556,Escritório,599
01/2011,1204572,Empresa,342
01/2011,1204580,Empresa,674
01/2011,1204734,Escritório,1564
01/2011,1204785,Escritório,1205
01/2011,1204793,Escritório,1205
01/2011,1204807,Empresa,1221
01/2011,1204815,Escritório,334
01/2011,1204823,Escritório,1386
01/2011,1204831,Escritório,1536
01/2011,1204840,Escritório,1304
01/2011,1204866,Empresa,614
01/2011,1204904,Escritório,1381
01/2011,1205340,Escritório,494
01/2011,1205420,Empresa,342
01/2011,1205439,Escritório,910
01/2011,1205617,Escritório,274
01/2011,1205641,Empresa,1346
01/2011,1207199,Escritório,982
01/2011,1207210,Empresa,1594
01/2011,1207261,Escritório,215
01/2011,1207288,Escritório,924
01/2011,1207296,Escritório,924
01/2011,1207300,Escritório,75
01/2011,1207318,Escritório,75
01/2011,1210351,Empresa,1218
01/2011,1210840,Empresa,1130
01/2011,1211340,Escritório,215
01/2011,1211358,Empresa,614
01/2011,1211366,Empresa,509
01/2011,1211480,Escritório,214
01/2011,1211579,Empresa,471
01/2011,1211595,Escritório,687
01/2011,1211609,Escritório,315
01/2011,1211633,Empresa,384
01/2011,1212150,Escritório,899
01/2011,1212168,Escritório,936
01/2012,1282956,Escritório,1193
01/2012,1283022,Escritório,855
01/2012,1283073,Escritório,982
01/2012,1283081,Empresa,1383
01/2012,1283235,Empresa,1383
01/2012,1283294,Escritório,720
01/2012,1283308,Escritório,720
01/2012,1283316,Escritório,237
01/2012,1283324,Escritório,982
01/2012,1283413,Escritório,720
01/2012,1283421,Empresa,3
01/2012,1283464,Escritório,558
01/2012,1283553,Escritório,1327
01/2012,1283561,Escritório,784
01/2012,1283570,Escritório,578
01/2012,1283596,Escritório,578
01/2012,1283618,Escritório,578
01/2012,1283634,Empresa,509
01/2012,1283731,Escritório,386
01/2012,1283820,Escritório,879
01/2012,1284053,Empresa,1517
01/2012,1284118,Escritório,578
01/2012,1284134,Empresa,3
01/2012,1284142,Empresa,1517
01/2012,1284207,Empresa,1217
01/2012,1284223,Empresa,1217
01/2012,1284231,Escritório,1327
01/2012,1284240,Escritório,930
01/2012,1284258,Escritório,107
01/2012,1284380,Escritório,720
01/2012,1284398,Escritório,130
01/2012,1284401,Escritório,720
01/2012,1284410,Empresa,1517
01/2012,1284436,Empresa,1218
01/2012,1284606,Escritório,21
01/2012,1284614,Escritório,683
01/2012,1284622,Escritório,1193
01/2012,1284630,Empresa,103
01/2012,1284711,Escritório,21
01/2012,1284770,Escritório,1070
01/2012,1284827,Escritório,460
01/2012,1284878,Empresa,1218
01/2012,1284991,Escritório,982
01/2012,1285025,Escritório,1057
01/2012,1285033,Escritório,1417
01/2012,1285165,Escritório,708
01/2012,1285394,Escritório,226
01/2012,1285416,Escritório,1392
01/2012,1285475,Escritório,982
01/2012,1285564,Escritório,1058
01/2012,1285629,Escritório,1027
01/2012,1285688,Escritório,1370
01/2012,1285742,Empresa,342
01/2012,1285793,Escritório,551
01/2012,1285807,Escritório,1069
01/2012,1286021,Escritório,982
01/2012,1286030,Escritório,982
01/2012,1286048,Escritório,717
01/2012,1286064,Escritório,406
01/2012,1286170,Escritório,221
01/2012,1286226,Escritório,1456
01/2012,1286234,Empresa,217
01/2012,1286323,Escritório,734
01/2012,1286617,Empresa,3
01/2012,1286706,Escritório,388
01/2012,1286714,Empresa,550
01/2012,1286757,Empresa,509
01/2012,1286765,Empresa,550
01/2012,1286773,Escritório,1029
01/2012,1286846,Escritório,914
01/2012,1287036,Escritório,1164
01/2012,1287109,Escritório,936
01/2012,1287125,Escritório,953
01/2012,1287141,Escritório,214
01/2012,1287150,Empresa,1218
01/2012,1287168,Escritório,683
01/2012,1287176,Empresa,1202
01/2012,1287192,Empresa,550
01/2012,1287206,Empresa,904
01/2012,1287214,Empresa,890
01/2012,1287222,Escritório,899
01/2012,1287320,Empresa,1218
01/2012,1287338,Empresa,1218
01/2012,1287346,Empresa,649
01/2012,1287435,Empresa,1218
01/2012,1287451,Empresa,1218
01/2012,1287460,Empresa,1218
01/2012,1287478,Empresa,1218
01/2012,1287486,Empresa,1218
01/2012,1287494,Escritório,930
01/2013,1358766,Escritório,564
01/2013,1358812,Escritório,415
01/2013,1358839,Escritório,234
01/2013,1358855,Escritório,734
01/2013,1358863,Empresa,3
01/2013,1358871,Escritório,1575
01/2013,1358880,Escritório,1575
01/2013,1358898,Escritório,751
01/2013,1358901,Escritório,751
01/2013,1358910,Escritório,982
01/2013,1358928,Escritório,485
01/2013,1358952,Escritório,116
01/2013,1358960,Escritório,116
01/2013,1358979,Empresa,1383
01/2013,1358987,Empresa,614
01/2013,1359002,Escritório,1193
01/2013,1359010,Escritório,1169
01/2013,1359029,Escritório,31
01/2013,1359096,Escritório,215
01/2013,1359126,Empresa,1517
01/2013,1359207,Escritório,1090
01/2013,1359215,Escritório,1090
01/2013,1359223,Escritório,1090
01/2013,1359231,Escritório,1090
01/2013,1359240,Escritório,1090
01/2013,1359258,Escritório,1090
01/2013,1359266,Escritório,1090
01/2013,1359410,Escritório,643
01/2013,1359428,Escritório,1580
01/2013,1359436,Empresa,972
01/2013,1359444,Escritório,900
01/2013,1359452,Empresa,158
01/2013,1359487,Escritório,82
01/2013,1359509,Escritório,1151
01/2013,1359517,Escritório,1151
01/2013,1359525,Escritório,1151
01/2013,1359533,Escritório,1574
01/2013,1359550,Escritório,1151
01/2013,1359568,Escritório,1345
01/2013,1359576,Escritório,1345
01/2013,1359622,Empresa,800
01/2013,1359630,Escritório,1392
01/2013,1359649,Empresa,491
01/2013,1359657,Empresa,988
01/2013,1359916,Escritório,1022
01/2013,1359924,Escritório,1392
01/2013,1359932,Empresa,263
01/2013,1359940,Empresa,470
01/2013,1359959,Empresa,3
01/2013,1359967,Empresa,3
01/2013,1359975,Empresa,1217
01/2013,1359983,Escritório,651
01/2013,1360116,Escritório,1105
01/2013,1360124,Escritório,378
01/2013,1360159,Escritório,612
01/2013,1360167,Empresa,3
01/2013,1360256,Escritório,1227
01/2013,1360272,Empresa,1346
01/2013,1360280,Escritório,953
01/2013,1360582,Escritório,1459
01/2013,1360604,Empresa,384
01/2013,1360671,Empresa,217
01/2013,1360680,Escritório,334
01/2013,1360698,Empresa,649
01/2013,1360701,Empresa,822
01/2013,1360736,Escritório,720
01/2013,1360744,Escritório,720
01/2013,1360795,Escritório,720
01/2013,1360809,Escritório,720
01/2013,1360817,Escritório,1459
01/2013,1360833,Escritório,972
01/2013,1360841,Escritório,822
01/2013,1360850,Escritório,1142
01/2013,1360868,Empresa,712
01/2013,1360876,Empresa,712
01/2013,1360884,Escritório,215
01/2013,1360892,Escritório,334
01/2013,1360906,Empresa,703
01/2013,1360922,Empresa,1218
01/2013,1360930,Empresa,550
01/2013,1361058,Escritório,720
01/2013,1361066,Escritório,720
01/2013,1361074,Escritório,720
01/2013,1361082,Empresa,550
01/2013,1361090,Escritório,1051
01/2013,1361104,Escritório,624
01/2013,1361155,Escritório,1381
01/2013,1361180,Escritório,213
01/2013,1361198,Escritório,683
01/2013,1361210,Empresa,103
01/2013,1361228,Empresa,1383
01/2013,1361236,Escritório,930
01/2013,1361260,Escritório,1459
01/2013,1361309,Escritório,654
01/2013,1361414,Escritório,712
01/2013,1361546,Escritório,643
01/2013,1361554,Escritório,953
01/2013,1361562,Escritório,1398
01/2013,1361589,Escritório,423
01/2013,1361597,Empresa,1383
01/2013,1361600,Escritório,654
01/2013,1361767,Escritório,720
01/2013,1361775,Escritório,720
01/2013,1361783,Escritório,527
01/2013,1361791,Escritório,527
01/2013,1361805,Escritório,490
01/2013,1361830,Escritório,612
01/2013,1361848,Escritório,740
01/2013,1361856,Empresa,1258
01/2013,1362011,Empresa,822
01/2013,1362020,Escritório,1095
01/2013,1362038,Escritório,990
01/2013,1362046,Escritório,990
01/2013,1362054,Escritório,1370
01/2013,1362062,Escritório,1251
01/2013,1362070,Escritório,1251
01/2013,1362089,Escritório,1020
01/2013,1362097,Escritório,1262
01/2013,1362100,Escritório,926
01/2013,1362119,Escritório,953
01/2013,1362283,Escritório,1251
01/2013,1362291,Escritório,1251
01/2013,1362305,Escritório,578
01/2013,1362321,Empresa,94
01/2013,1362330,Escritório,982
01/2013,1362348,Escritório,1265
01/2013,1362364,Empresa,988
01/2013,1362372,Empresa,988
01/2013,1362380,Escritório,926
01/2013,1362399,Escritório,926
01/2013,1362402,Escritório,494
01/2013,1362410,Empresa,1258
01/2013,1362437,Escritório,982
01/2013,1362488,Empresa,1517
01/2013,1362569,Escritório,612
01/2013,1362577,Escritório,139
01/2013,1362585,Empresa,1218
01/2013,1362593,Escritório,307
01/2013,1362607,Escritório,982
01/2013,1362615,Escritório,930
01/2013,1362658,Escritório,50
01/2013,1362836,Escritório,1251
01/2013,1362852,Escritório,1115
01/2013,1362860,Escritório,982
01/2013,1362887,Empresa,3
01/2013,1362909,Escritório,982
01/2013,1362917,Escritório,930
01/2013,1363026,Escritório,759
01/2013,1363077,Escritório,1370
01/2013,1363085,Escritório,904
01/2013,1363107,Empresa,1218
01/2013,1363115,Escritório,420
01/2013,1363123,Escritório,930
01/2013,1363131,Escritório,930
01/2013,1363247,Escritório,904
01/2013,1363336,Escritório,1466
01/2013,1363344,Escritório,1345
01/2013,1363352,Escritório,654
01/2013,1363379,Escritório,930
01/2013,1363387,Empresa,1258
01/2013,1363492,Empresa,729
01/2013,1363514,Escritório,683
01/2013,1363581,Escritório,485
01/2013,1363590,Escritório,926
01/2013,1363603,Empresa,1383
01/2013,1363611,Empresa,739
01/2013,1363891,Empresa,583
01/2013,1363930,Escritório,1131
01/2013,1363948,Escritório,215
01/2013,1363956,Empresa,1383
01/2013,1363980,Escritório,1273
01/2013,1363999,Escritório,215
01/2013,1364006,Empresa,822
01/2013,1364014,Escritório,953
01/2013,1364022,Empresa,263
01/2013,1364030,Escritório,930
01/2013,1364200,Escritório,1035
01/2013,1364235,Escritório,815
01/2013,1364243,Escritório,982
01/2013,1364251,Empresa,3
01/2013,1364260,Escritório,982
01/2013,1364278,Escritório,982
01/2013,1364340,Empresa,3
01/2013,1364359,Empresa,263
01/2013,1364421,Escritório,1291
01/2013,1364430,Empresa,1218
01/2013,1364456,Escritório,654
01/2013,1364464,Escritório,930
01/2013,1364561,Escritório,953
01/2014,1432176,Escritório,1227
01/2014,1432184,Escritório,1011
01/2014,1432192,Escritório,485
01/2014,1432273,Escritório,953
01/2014,1432281,Escritório,1383
01/2014,1432311,Escritório,799
01/2014,1432370,Empresa,3
01/2014,1432389,Empresa,3
01/2014,1432400,Escritório,1381
01/2014,1432419,Empresa,86
01/2014,1432427,Empresa,86
01/2014,1432494,Escritório,1237
01/2014,1432508,Escritório,1222
01/2014,1432516,Empresa,103
01/2014,1432524,Escritório,423
01/2014,1432532,Empresa,509
01/2014,1432540,Escritório,423
01/2014,1432559,Empresa,509
01/2014,1432761,Empresa,365
01/2014,1432770,Empresa,365
01/2014,1432788,Empresa,365
01/2014,1432842,Escritório,935
01/2014,1432877,Escritório,909
01/2014,1432885,Empresa,1383
01/2014,1432915,Escritório,982
01/2014,1432982,Escritório,92
01/2014,1433067,Empresa,3
01/2014,1433075,Escritório,982
01/2014,1433091,Escritório,237
01/2014,1433130,Escritório,376
01/2014,1433148,Escritório,69
01/2014,1433199,Empresa,1517
01/2014,1433202,Empresa,1517
01/2014,1433210,Empresa,1517
01/2014,1433229,Empresa,1517
01/2014,1433237,Empresa,1517
01/2014,1433245,Empresa,1517
01/2014,1433253,Empresa,1517
01/2014,1433261,Empresa,1517
01/2014,1433326,Empresa,1517
01/2014,1433598,Escritório,507
01/2014,1433601,Empresa,1383
01/2014,1433610,Empresa,879
01/2014,1433636,Empresa,263
01/2014,1433644,Empresa,1517
01/2014,1433652,Empresa,1517
01/2014,1433660,Empresa,1517
01/2014,1433679,Empresa,1517
01/2014,1433687,Empresa,1517
01/2014,1433695,Empresa,1517
01/2014,1433717,Escritório,1222
01/2014,1433725,Empresa,1517
01/2014,1433741,Escritório,527
01/2014,1433784,Escritório,815
01/2014,1433806,Escritório,226
01/2014,1433814,Empresa,263
01/2014,1433873,Escritório,1089
01/2014,1433881,Empresa,1321
01/2014,1433997,Empresa,1383
01/2014,1434004,Escritório,780
01/2014,1434012,Empresa,491
01/2014,1434020,Empresa,491
01/2014,1434039,Escritório,333
01/2014,1434098,Empresa,491
01/2014,1434101,Empresa,822
01/2014,1434110,Escritório,1088
01/2014,1434144,Escritório,587
01/2014,1434187,Escritório,558
01/2014,1434225,Empresa,1325
01/2014,1434233,Empresa,368
01/2014,1434241,Empresa,1517
01/2014,1434438,Escritório,923
01/2014,1434470,Empresa,491
01/2014,1434497,Escritório,1265
01/2014,1434500,Escritório,1149
01/2014,1434519,Empresa,263
01/2014,1434640,Escritório,1297
01/2014,1434659,Escritório,361
01/2014,1434802,Empresa,3
01/2014,1434845,Escritório,1506
01/2014,1434900,Empresa,217
01/2014,1434934,Escritório,1270
01/2014,1434942,Escritório,1333
01/2014,1434950,Empresa,158
01/2014,1435019,Escritório,701
01/2014,1435027,Escritório,982
01/2014,1435035,Empresa,368
01/2014,1435043,Escritório,412
01/2014,1435051,Empresa,263
01/2014,1435060,Empresa,800
01/2014,1435078,Empresa,3
01/2014,1435132,Escritório,69
01/2014,1435159,Escritório,1297
01/2014,1435256,Escritório,1529
01/2014,1435280,Empresa,3
01/2014,1435299,Escritório,1115
01/2014,1435302,Empresa,1036
01/2014,1435329,Escritório,886
01/2014,1435337,Escritório,1392
01/2014,1435345,Empresa,1422
01/2014,1435388,Escritório,886
01/2014,1435450,Escritório,1459
01/2014,1435531,Escritório,1398
01/2014,1435540,Escritório,1083
01/2014,1435566,Empresa,492
01/2014,1435574,Empresa,491
01/2014,1435949,Escritório,1040
01/2014,1435957,Empresa,108
01/2014,1435965,Escritório,1313
01/2014,1435973,Escritório,226
01/2014,1435981,Empresa,1130
01/2014,1435990,Escritório,999
01/2014,1436015,Empresa,1383
01/2014,1436023,Escritório,448
01/2014,1436031,Empresa,368
01/2014,1436040,Empresa,263
01/2014,1436147,Escritório,1595
01/2014,1436155,Escritório,92
01/2014,1436163,Empresa,217
01/2014,1436171,Empresa,271
01/2014,1436201,Escritório,1088
01/2014,1436325,Escritório,1023
01/2014,1436333,Empresa,263
01/2014,1436457,Empresa,1517
01/2014,1436465,Empresa,1517
01/2014,1436481,Empresa,1517
01/2014,1436554,Escritório,1574
01/2014,1436562,Empresa,7
01/2014,1436570,Escritório,289
01/2014,1436589,Empresa,1383
01/2014,1436600,Empresa,7
01/2014,1436694,Empresa,217
01/2014,1436759,Escritório,1537
01/2014,1436767,Escritório,953
01/2014,1436791,Escritório,1574
01/2014,1436864,Escritório,289
01/2014,1436872,Empresa,217
01/2014,1436899,Escritório,1459
01/2014,1436902,Escritório,1456
01/2014,1436910,Escritório,953
01/2014,1436970,Escritório,1580
01/2014,1436988,Escritório,1574
01/2014,1436996,Empresa,3
01/2014,1437003,Empresa,3
01/2014,1437275,Empresa,217
01/2014,1437283,Escritório,1217
