Date,Close,High,Low,Open,Volume
2005-01-03,3.1612095832824707,3.1689577837441227,3.0914014117184374,3.095275143793773,105363590
2005-01-04,3.1223928928375244,3.16887963619071,3.122392892837524,3.161132172881135,421985830
2005-01-05,3.091404676437378,3.10690035741412,3.060413559921147,3.0836567132303805,863768854
2005-01-06,3.052664279937744,3.0914813950845192,3.030195243610459,3.052664279937744,372692145
2005-01-07,3.0487899780273438,3.0836550574258625,3.029497883978208,3.045070623890471,129146796
2005-01-10,3.068082094192505,3.068082094192505,3.010050204491848,3.021749701276489,221888015
2005-01-11,3.0270957946777344,3.056537697867169,3.0139246559133612,3.0449935619141604,285132742
2005-01-12,2.9829323291778564,3.0293417814262127,2.9751846168353944,3.0270950503848435,291776096
2005-01-13,3.068159818649292,3.0759077787915996,3.0139248339646056,3.0215952359656004,136321618
2005-01-14,3.0837314128875732,3.0837314128875737,3.0216709428993194,3.037166854949128,101643312
2005-01-17,3.0371663570404053,3.0836533492577427,3.022445537530828,3.082878504694874,47034944
2005-01-18,3.0371663570404053,3.0524293468507033,2.991453718511966,3.021825318268754,179503418
2005-01-19,3.091404676437378,3.122318725656124,3.0340705341048055,3.037169670300154,139111827
2005-01-20,3.0371663570404053,3.07203190799964,3.035616667914668,3.0449140663581353,192125790
2005-01-21,3.0177998542785645,3.0589415205269215,3.006410829074106,3.0387192083128207,374286550
2005-01-24,3.029421806335449,3.0371697697962663,2.998429952492182,2.998429952492182,133531410
2005-01-26,2.9751081466674805,3.0294984963751315,2.967437744200654,3.0294984963751315,407901920
2005-01-27,2.9286205768585205,2.99044865350622,2.9173086232853565,2.976347551971385,279818059
2005-01-28,2.9364442825317383,2.948066217042432,2.909326926214191,2.9286190135250556,129545398
2005-01-31,3.0216712951660156,3.0286446527510047,2.979058022935235,2.979058022935235,138314625
2005-02-01,3.084815263748169,3.102248160648564,3.010048291329212,3.018648648093963,230922976
2005-02-02,3.1688787937164307,3.1882486740255507,3.0813282600784797,3.099148451788109,150936997
2005-02-03,3.2773518562316895,3.297109297773627,3.168881418405431,3.168881418405431,192125790
2005-02-04,3.3935701847076416,3.40906585716334,3.261856355241407,3.261856355241407,271713168
2005-02-09,3.362576961517334,3.3935685368165767,3.331585631655091,3.331585631655091,253111777
2005-02-10,3.354830741882324,3.3703261671254015,3.32383890964781,3.362578209066773,176181741
